theta,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43
0.003141592653589793,6.1217690000000005,9.677141,-6.508316000000001,-6.495088,0.1559806848,0.2428474176,0.243288576,0.08686673280000001,0.08730789120000002,0.0004411584000000024
0.018944755698920263,6.121997,9.677069,-6.54166,-6.4618970000000004,0.1559517408,0.24172352640000003,0.2443837824,0.08577178560000004,0.08843204160000001,0.002660255999999972
0.03474791874425074,6.122552,9.676891,-6.575095,-6.428836,0.1558814976,0.24057941759999998,0.2454581664,0.08469791999999998,0.08957666880000001,0.004878748800000027
0.05055108178958122,6.123434,9.676607,-6.608604,-6.395917,0.1557699552,0.23941526400000002,0.2465115552,0.08364530880000001,0.0907416,0.007096291199999993
0.06635424483491169,6.124642,9.676214,-6.642169,-6.363157,0.1556171136,0.23823132480000003,0.24754368959999998,0.08261421120000004,0.09192657599999998,0.009312364799999945
0.08215740788024216,6.1261779999999995,9.675706,-6.6757729999999995,-6.330568,0.1554231456,0.23702794559999998,0.2485543968,0.08160479999999998,0.09313125119999999,0.01152645120000001
0.09796057092557264,6.1280410000000005,9.67508,-6.709397999999999,-6.298164,0.15518796480000002,0.23580521280000002,0.249543504,0.080617248,0.09435553919999998,0.013738291199999975
0.11376373397090313,6.130232,9.674327,-6.743025,-6.265958,0.154911744,0.23456355839999998,0.25051083840000005,0.07965181439999999,0.09559909440000006,0.015947280000000064
0.12956689701623358,6.13275,9.673441,-6.776633,-6.233961,0.154594656,0.23330315519999997,0.2514561408,0.07870849919999998,0.09686148480000001,0.018152985600000032
0.14537006006156405,6.135596,9.672413,-6.810204,-6.202185,0.15423670080000002,0.23202426240000001,0.2523792384,0.0777875616,0.09814253759999997,0.02035497599999997
0.16117322310689453,6.138771,9.671234,-6.843717999999999,-6.170641000000001,0.1538380512,0.23072722559999997,0.2532799584,0.07688917439999998,0.09944190720000001,0.02255273280000003
0.176976386152225,6.142275,9.669893,-6.877153,-6.13934,0.15339888,0.22941230400000004,0.254158128,0.07601342400000005,0.100759248,0.024745823999999944
0.1927795491975555,6.146108,9.668378,-6.910488000000001,-6.108292,0.15291936,0.2280798432,0.2550136608,0.07516048319999999,0.10209430079999998,0.026933817599999993
0.208582712242886,6.150271,9.666677,-6.943702,-6.077506,0.1523997504,0.22673001600000003,0.2558462976,0.07433026560000003,0.10344654719999999,0.02911628159999996
