theta,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
0.0,-6.789922,10.50161,-6.789922,5.872219,3.101134e-06,2.256676e-06,3.101134e-06,0.0
0.06544984694978735,-6.591314,10.50468,-6.994792,5.875452,3.163796e-06,2.251362e-06,3.033312e-06,0.0
0.1308996938995747,-6.400366,10.51342,-7.204082,5.885165,3.22111e-06,2.235463e-06,2.960543e-06,0.0
0.19634954084936207,-6.218091,10.52648,-7.415468,5.901398,3.27291e-06,2.209108e-06,2.883069e-06,0.0
0.2617993877991494,-6.045176,10.54165,-7.62613,5.924218,3.319057e-06,2.172508e-06,2.801162e-06,0.0
0.32724923474893675,-5.882041,10.55598,-7.83278,5.953718,3.359431e-06,2.125949e-06,2.715123e-06,0.0
0.39269908169872414,-5.728899,10.56588,-8.031754,5.990019,3.393933e-06,2.069789e-06,2.625287e-06,0.0
0.4581489286485115,-5.585801,10.56736,-8.219165,6.033267,3.422484e-06,2.004445e-06,2.532022e-06,0.0
0.5235987755982988,-5.452677,10.5563,-8.391132,6.083634,3.445026e-06,1.930383e-06,2.435732e-06,0.0
0.5890486225480862,-5.329373,10.52874,-8.544067,6.141318,3.461515e-06,1.848112e-06,2.336856e-06,0.0
0.6544984694978735,-5.215676,10.48127,-8.674989,6.20654,3.471929e-06,1.758169e-06,2.235868e-06,0.0
0.7199483164476609,-5.111334,10.4113,-8.781829,6.279546,3.47626e-06,1.66111e-06,2.133276e-06,0.0
0.7853981633974483,-5.016079,10.31736,-8.86366,6.360598,3.474517e-06,1.557501e-06,2.029617e-06,0.0
0.8508480103472356,-4.929634,-8.920827,6.449977,10.19925,3.466726e-06,1.925453e-06,0.0,1.447909e-06
0.916297857297023,-4.851725,6.547974,10.05798,-8.954931,3.45293e-06,0.0,1.332899e-06,1.821366e-06
0.9817477042468102,-4.782089,6.654884,9.895684,-8.968676,3.433185e-06,0.0,1.213024e-06,1.717951e-06
1.0471975511965976,-4.720481,6.770999,9.715384,-8.965618,3.407563e-06,0.0,1.088826e-06,1.615803e-06
1.112647398146385,-4.666672,9.52065,6.89659,-8.94984,3.376152e-06,9.608308e-07,0.0,1.515516e-06
1.1780972450961724,-4.62046,9.315313,7.031898,-8.925624,3.339055e-06,8.295515e-07,0.0,1.417663e-06
1.2435470920459597,-4.581665,9.103181,-8.897148,7.177108,3.29639e-06,6.95486e-07,1.322795e-06,0.0
1.308996938995747,-4.550135,8.887819,-8.868238,7.332323,3.24829e-06,5.591195e-07,1.23143e-06,0.0
1.3744467859455345,-4.525742,8.672403,-8.842192,7.497535,3.194904e-06,4.209261e-07,1.14404e-06,0.0
1.4398966328953218,-4.50839,8.459639,-8.821658,7.67258,3.136396e-06,2.813705e-07,1.061052e-06,0.0
1.505346479845109,-4.498007,8.251745,-8.80856,7.857095,3.072947e-06,1.409107e-07,9.828378e-07,0.0
1.5707963267948966,-4.49455,8.050461,-8.804064,8.050461,3.004755e-06,0.0,9.097111e-07,1.694066e-21
