source_x,mu_1,mu_2,td_1,td_2,I
3.3417099643697714e-05,4.194045,-4.285615,0.0,0.1519968672,1.021833337505916
3.3534546529113904e-05,4.188201,-4.277455000000001,0.0,0.15247120320000002,1.0213108205647246
3.365240619035561e-05,4.182358,-4.269252,0.0,0.1529473536,1.0207763180483354
3.377068007815435e-05,4.176513,-4.261007,0.0,0.1534254048,1.020230752304614
3.3889369648340136e-05,4.170668,-4.252719,0.0,0.15390527040000002,1.0196733472911295
3.40084763618596e-05,4.164822,-4.244389,0.0,0.1543869504,1.0191045379610462
3.412800168479421e-05,4.158976,-4.236016,0.0,0.1548705312,1.0185237904715008
3.4247947088377774e-05,4.153129,-4.227601,0.0,0.1553559264,1.0179315402916693
3.436831404901516e-05,4.1472809999999996,-4.219144,0.0,0.1558432224,1.017327738342302
3.448910404829997e-05,4.141433,-4.2106449999999995,0.0,0.1563323328,1.0167120897525082
3.4610318573032946e-05,4.135585,-4.202104,0.0,0.1568234304,1.0160845442664097
3.473195911524056e-05,4.129737,-4.1935199999999995,0.0,0.1573163424,1.0154448091972925
3.4854027172192856e-05,4.123888,-4.184896,0.0,0.1578111552,1.014793806233341
3.49765242464222e-05,4.118037999999999,-4.176229,0.0,0.1583078688,1.0141307583854255
3.5099451845741884e-05,4.112189,-4.167521,0.0,0.1588064832,1.013455607220388
3.522281148326426e-05,4.106339,-4.158772,0.0,0.1593070848,1.0127687947828954
3.534660467741992e-05,4.100489,-4.149982,0.0,0.15980950079999998,1.0120700238434976
3.5470832951975864e-05,4.094639,-4.14115,0.0,0.16031390399999998,1.0113589989251799
3.559549783605449e-05,4.088789,-4.1322779999999995,0.0,0.160820208,1.0106361565734987
3.572060086415261e-05,4.082939,-4.123365,0.0,0.1613284992,1.0099012010710913
3.584614357615997e-05,4.077089,-4.114412000000001,0.0,0.1618386912,1.0091543255494302
3.5972127517378324e-05,4.071239,-4.105418,0.0,0.1623508704,1.0083952329990944
3.609855423854073e-05,4.065389,-4.096385,0.0,0.1628650368,1.007624362637868
3.6225425295830155e-05,4.05954,-4.087311,0.0,0.163381104,1.0068409228631814
3.635274225089914e-05,4.0536900000000005,-4.078197,0.0,0.1638992448,1.00604560289514
3.6480506670888564e-05,4.047841,-4.069044,0.0,0.16441928639999998,1.005238101002485
3.6608720128447134e-05,4.041991,-4.059851999999999,0.0,0.1649413152,1.0044188618925671
3.6737384201751005e-05,4.036143,-4.050619999999999,0.0,0.16546533119999998,1.003586840208585
3.6866500474522694e-05,4.0302940000000005,-4.041348999999999,0.0,0.1659914208,1.002742976070728
3.6996070536050785e-05,4.024446,-4.03204,0.0,0.16651949759999998,1.001886967796313
3.712609598120987e-05,4.018598,-4.022692,0.0,0.1670495616,1.0010187632602217
3.7256578410479544e-05,4.012751000000001,-4.013305,0.0,0.16758161279999997,1.000138059899555
3.738751942996439e-05,4.0069040000000005,-4.003881,0.0,0.168115824,0.9992455521769424
3.751892065141404e-05,4.0010580000000004,-3.994419,0.0,0.16865193600000003,0.9983406888877892
3.7650783692242435e-05,3.9952129999999997,-3.984919,0.0,0.1691901216,0.997423416473665
3.778311017554831e-05,3.9893680000000002,-3.9753819999999997,0.0,0.16973046720000004,0.9964941815345186
3.791590173013472e-05,3.9835239999999996,-3.965808,0.0,0.17027271360000004,0.9955526814950784
3.804915999052921e-05,3.9776800000000003,-3.956196,0.0,0.17081712,0.9945988616479957
3.818288659700425e-05,3.9718379999999995,-3.9465489999999996,0.0,0.17136359999999998,0.9936329225915055
3.831708319559696e-05,3.965996,-3.936865,0.0,0.1719121536,0.9926548085272905
3.8451751438129557e-05,3.9601550000000003,-3.927144,0.0,0.1724627808,0.9916642151632954
3.858689298222996e-05,3.954314,-3.917388,0.0,0.17301548160000002,0.9906618442541487
3.87225094913516e-05,3.948475,-3.907597,0.0,0.1735703424,0.9896471422511223
3.885860263479459e-05,3.9426370000000004,-3.8977699999999995,0.0,0.1741272768,0.9886200530254241
3.899517408772566e-05,3.9368,-3.8879080000000004,0.0,0.17468637120000002,0.987580776264987
3.913222553119905e-05,3.930964,-3.8780120000000005,0.0,0.1752475392,0.9865295128624939
3.926975865217744e-05,3.925128,-3.8680809999999997,0.0,0.1758107808,0.9854662064523755
3.94077751435522e-05,3.9192949999999995,-3.8581160000000003,0.0,0.17637626879999999,0.9843903048890172
3.954627670416452e-05,3.9134620000000004,-3.848118,0.0,0.1769438304,0.9833027636399688
3.968526503882651e-05,3.90763,-3.838085,0.0,0.17751363839999998,0.9822027674063306
3.982474185834166e-05,3.9018,-3.8280199999999995,0.0,0.17808552000000002,0.981090778614998
3.996470887952653e-05,3.895971,-3.8179220000000003,0.0,0.17865956160000002,0.9799667399988348
4.010516782523131e-05,3.8901440000000003,-3.8077910000000004,0.0,0.1792358496,0.9788303466401244
4.024612042436128e-05,3.884317,-3.797628,0.0,0.1798142976,0.9776823055378848
4.0387568411898345e-05,3.878493,-3.787433,0.0,0.18039490560000002,0.976521808857203
4.052951352892185e-05,3.87267,-3.7772069999999998,0.0,0.18097776,0.9753495650287786
4.0671957522630335e-05,3.8668480000000005,-3.766949,0.0,0.1815627744,0.9741652632842045
4.081490214636322e-05,3.8610279999999997,-3.7566610000000003,0.0,0.1821500352,0.9729691159970869
4.095834915962185e-05,3.8552089999999994,-3.746342,0.0,0.18273945600000002,0.9717610640564495
4.110230032809179e-05,3.849392,-3.735993,0.0,0.1833312096,0.9705410620690229
4.1246757423664e-05,3.843577,-3.7256129999999996,0.0,0.18392512319999998,0.9693087975081545
4.139172222445686e-05,3.837764,-3.715205,0.0,0.18452128320000002,0.9680649982646146
4.153719651483837e-05,3.831952,-3.704767,0.0,0.1851196896,0.9668093441671504
4.168318208544752e-05,3.826142,-3.6943,0.0,0.18572042879999998,0.9655417911828678
4.1829680733216685e-05,3.8203339999999995,-3.6838050000000004,0.0,0.186323328,0.9642625487719139
4.197669426139392e-05,3.8145279999999997,-3.673282,0.0,0.18692855999999997,0.9629715655514917
4.212422447956468e-05,3.8087239999999998,-3.662731,0.0,0.1875360384,0.9616687898624316
4.2272273203674335e-05,3.802922,-3.6521529999999998,0.0,0.1881458496,0.9603544327230481
4.2420842256050796e-05,3.7971220000000003,-3.6415480000000002,0.0,0.18875799359999998,0.9590284431208689
4.256993346542635e-05,3.791324,-3.6309160000000005,0.0,0.18937238399999998,0.9576907697680284
4.271954866696081e-05,3.785528,-3.620258,0.0,0.18998910719999998,0.9563416252633715
4.2869689702263575e-05,3.7797339999999995,-3.609574,0.0,0.1906081632,0.9549809589775367
4.3020358419416466e-05,3.773943,-3.598865,0.0,0.1912294656,0.9536087322993484
4.317155667299686e-05,3.768154,-3.5881300000000005,0.0,0.19185318720000002,0.9522248825286865
4.332328632409986e-05,3.762367,-3.577371,0.0,0.19247924160000002,0.9508298898007558
4.3475549240361545e-05,3.756582,-3.566588,0.0,0.19310762880000001,0.9494237048465866
4.362834729598221e-05,3.7508,-3.5557809999999996,0.0,0.19373843519999998,0.9480060253812519
4.378168237174879e-05,3.74502,-3.54495,0.0,0.1943715744,0.9465770543281479
4.3935556355058796e-05,3.739242,-3.534096,0.0,0.1950070464,0.9451370090515672
4.408997113994282e-05,3.7334669999999996,-3.523219,0.0,0.19564493759999999,0.9436855876856552
4.4244928627088175e-05,3.7276949999999998,-3.51232,0.0,0.19628524800000002,0.9422230091249418
4.4400430723862564e-05,3.721925,-3.5013989999999997,0.0,0.19692797760000003,0.9407494777568058
4.455647934433698e-05,3.716158,-3.490457,0.0,0.19757304,0.9392649612852845
4.47130764093096e-05,3.710393,-3.479493,0.0,0.19822060800000002,0.9377693953174233
4.487022384632962e-05,3.7046309999999996,-3.4685089999999996,0.0,0.1988705952,0.9362630178282264
4.5027923589720424e-05,3.698872,-3.457504,0.0,0.1995229152,0.9347455116046189
4.518617758060406e-05,3.6931160000000003,-3.44648,0.0,0.20017774079999998,0.9332173698307878
4.534498776692451e-05,3.6873620000000003,-3.435436,0.0,0.20083507199999998,0.9316785279015187
4.5504356103472e-05,3.6816120000000003,-3.424373,0.0,0.2014948224,0.9301287044914021
4.566428455190724e-05,3.675864,-3.4132910000000005,0.0,0.20215699199999998,0.9285683583505812
4.582477508078508e-05,3.670119,-3.402191,0.0,0.2028216672,0.9269974624800994
4.5985829665579e-05,3.6643769999999996,-3.3910739999999997,0.0,0.203488848,0.9254162440163771
4.614745028870571e-05,3.658638,-3.379939,0.0,0.20415853439999998,0.9238243849213833
4.6309638939548906e-05,3.6529019999999996,-3.368786,0.0,0.2048307264,0.922221838965294
4.6472397614484494e-05,3.6471699999999996,-3.357618,0.0,0.20550542400000002,0.9206091298184621
4.66357283169045e-05,3.6414400000000002,-3.346433,0.0,0.2061826272,0.9189861703062525
4.679963305724202e-05,3.635714,-3.335232,0.0,0.206862336,0.9173526850571855
4.696411385299625e-05,3.6299910000000004,-3.324017,0.0,0.2075445504,0.915709432888401
4.712917272875677e-05,3.624271,-3.312786,0.0,0.20822935680000002,0.9140558197772739
4.7294811716228715e-05,3.618554,-3.3015410000000003,0.0,0.2089167552,0.912392353409677
4.74610328542581e-05,3.6128410000000004,-3.290281,0.0,0.2096066592,0.910718462284944
4.762783818885631e-05,3.607131,-3.279009,0.0,0.2102991552,0.9090351861354633
4.7795229773225565e-05,3.601425,-3.267722,0.0,0.2109942432,0.9073413995848866
4.796320966778459e-05,3.5957220000000003,-3.256424,0.0,0.2116919232,0.905638422547683
4.8131779940193156e-05,3.5900230000000004,-3.2451119999999998,0.0,0.21239219519999997,0.9039251280562824
4.830094266537836e-05,3.5843269999999996,-3.233789,0.0,0.2130950592,0.9022025613176476
4.847069992555952e-05,3.578635,-3.222455,0.0,0.21380051519999999,0.9004704307648028
4.864105381027406e-05,3.572946,-3.211109,0.0,0.2145086496,0.8987286681634707
