source_x,mu_1,mu_2,td_1,td_2,I
1.4709883559729996e-05,5.856291000000001,-4.523894,0.0,0.08014395744,0.7724844957328794
1.4988779356048904e-05,5.834492,-4.50204,0.0,0.08116101503999999,0.7716250189390953
1.527296294848721e-05,5.812444999999999,-4.479878,0.0,0.08219954303999999,0.7707389919388485
1.556253459236671e-05,5.790148,-4.457401,0.0,0.08325997344,0.7698250545581908
1.5857596443825574e-05,5.7675980000000004,-4.434605,0.0,0.08434279008,0.768882470657629
1.6158252595857368e-05,5.744795,-4.411485,0.0,0.08544844223999999,0.7679099080123833
1.6464609115033376e-05,5.721735,-4.3880349999999995,0.0,0.08657737919999998,0.7669063666877266
1.6776774078921137e-05,5.698418,-4.364249,0.0,0.08773021439999999,0.7658702818922726
1.7094857614212454e-05,5.674841000000001,-4.340123999999999,0.0,0.088907328,0.7648009873756814
1.7418971935574305e-05,5.651004,-4.315652,0.0,0.0901092384,0.7636965041964224
1.7749231385236277e-05,5.6269029999999995,-4.2908290000000004,0.0,0.09133646399999999,0.7625560632554002
1.8085752473328727e-05,5.602539,-4.26565,0.0,0.0925895232,0.7613780109339712
1.842865391898556e-05,5.577909,-4.24011,0.0,0.0938690208,0.7601612001916846
1.877805669222647e-05,5.553013,-4.2142029999999995,0.0,0.09517547520000001,0.7589038599405403
1.913408405663313e-05,5.5278480000000005,-4.187926,0.0,0.0965094048,0.7576051295187566
1.9496861612834605e-05,5.502416,-4.161272,0.0,0.09787141440000001,0.7562627035106033
1.9866517342817165e-05,5.476713,-4.134237000000001,0.0,0.0992620224,0.7548755978266527
2.0243181655074273e-05,5.450740000000001,-4.1068169999999995,0.0,0.10068192000000001,0.7534421014394375
2.062698743061253e-05,5.424497,-4.079008,0.0,0.1021316256,0.7519605965308858
2.1018070069829954e-05,5.397982,-4.050805,0.0,0.10361174400000002,0.7504295123622124
2.1416567540283e-05,5.371197,-4.022204,0.0,0.10512296639999999,0.7488468585307894
2.1822620425359266e-05,5.34414,-3.993203,0.0,0.10666581119999999,0.7472115251471705
2.2236371973873007e-05,5.3168120000000005,-3.963798,0.0,0.108241056,0.7455215644262012
