theta,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43
0.0,6.547994999999999,8.67782,-6.214337,-6.214337,0.0974884032,0.2080139616,0.2080139616,0.11052555839999999,0.11052555839999999,0.0
0.06544984694978735,6.5499529999999995,8.675949000000001,-6.286803,-6.141948,0.0972749088,0.20498114879999998,0.2108318112,0.10770623999999998,0.11355690239999999,0.005850662400000012
0.1308996938995747,6.555827000000001,8.670319000000001,-6.358880999999999,-6.070087,0.09663546239999998,0.201745728,0.2134237248,0.10511026560000003,0.11678826240000001,0.011677996799999979
0.19634954084936207,6.565611,8.660879,-6.430094,-5.999175,0.0955733472,0.198320832,0.21577959359999999,0.1027474848,0.12020624639999998,0.017458761599999983
0.2617993877991494,6.579298,8.647553,-6.499961,-5.929608,0.0940940064,0.1947208032,0.2178903456,0.10062679679999999,0.12379633920000001,0.02316954240000002
0.32724923474893675,6.596878,8.630241,-6.568009,-5.861752,0.0922050432,0.19096058880000003,0.2197482048,0.09875554560000002,0.1275431616,0.028787615999999988
0.39269908169872414,6.618333,8.608835000000001,-6.633781,-5.795937,0.08991604800000001,0.18705651839999998,0.22134625919999998,0.09714047039999997,0.13143021119999998,0.034289740799999996
0.4581489286485115,6.643642,8.583225,-6.696851,-5.732464,0.087238512,0.18302544,0.2226788064,0.09578692800000001,0.1354402944,0.0396533664
0.5235987755982988,6.672778999999999,8.553315,-6.756829,-5.671599,0.08418561984,0.17888523839999998,0.2237411808,0.09469961855999998,0.13955556096,0.044855942400000015
0.5890486225480862,6.705707,8.519034,-6.813376,-5.613576999999999,0.08077238784,0.1746542304,0.22452975360000005,0.09388184256,0.14375736576000003,0.04987552320000005
0.6544984694978735,6.742382000000001,8.480349,-6.866209,-5.558604,0.07701527520000001,0.1703515968,0.22504193279999998,0.0933363216,0.14802665759999997,0.05469033599999998
0.7199483164476609,6.7827470000000005,8.437272,-6.9151110000000005,-5.506858,0.07293214944,0.1659969504,0.2252762496,0.09306480096000001,0.15234410016,0.059279299199999996
0.7853981633974483,6.826735,8.389872,-6.959928999999999,-5.458491,0.06854209632,0.1616102496,0.22523227199999998,0.09306815328000001,0.15669017568,0.06362202239999998
0.8508480103472356,6.874261,8.338277,-7.0005809999999995,-5.413635,0.06386531615999999,0.1572117984,0.22491051840000004,0.09334648224,0.16104520224000005,0.06769872000000005
0.916297857297023,6.925224000000001,8.282677,-7.0370479999999995,-5.3723980000000005,0.05892297696,0.1528219872,0.22431254399999997,0.09389901024000001,0.16538956703999996,0.07149055679999997
0.9817477042468102,6.979502,8.223326,-7.069372,-5.334872,0.0537370416,0.14846112,0.2234409408,0.0947240784,0.16970389919999998,0.07497982079999999
1.0471975511965976,7.036953,8.160533000000001,-7.0976479999999995,-5.301133,0.04833020736000001,0.1441495008,0.222299424,0.09581929343999998,0.17396921663999998,0.0781499232
1.112647398146385,7.097409,8.094661,-7.122008999999999,-5.271243,0.04272575904,0.13990708799999999,0.2208924864,0.09718132895999998,0.17816672736,0.08098539840000002
1.1780972450961724,7.160674,8.026116,-7.142619,-5.245252,0.03694747392,0.1357533216,0.2192255712,0.09880584768,0.18227809728,0.08347224959999999
1.2435470920459597,7.226524,7.955339,-7.159654,-5.223201,0.03101952672,0.1317070368,0.217305504,0.10068751008000001,0.18628597728000001,0.0855984672
1.3089969389957472,7.294703999999999,7.8827929999999995,-7.173294,-5.20512,0.02496642048,0.1277865504,0.2151395424,0.10282012992,0.19017312192,0.08735299199999999
1.3744467859455345,7.364926,7.808955999999999,-7.183705000000001,-5.191033999999999,0.0188129088,0.12400922880000001,0.21273624,0.10519632000000001,0.1939233312,0.08872701119999998
1.4398966328953218,7.436869000000001,7.734309,-7.1910300000000005,-5.180961,0.01258392672,0.12039140160000002,0.21010492800000002,0.10780747488000002,0.19752100128000002,0.08971352640000001
1.505346479845109,7.510178,7.659325999999999,-7.195378999999999,-5.174913,0.006304570848000001,0.11694853440000001,0.2072561472,0.11064396355200001,0.20095157635199998,0.09030761279999998
1.5707963267948966,7.584469,7.584469,-7.196821000000001,-5.172896,5.854692096e-16,0.113695056,0.2042009568,0.11369505599999942,0.20420095679999942,0.0905059008
