source_x,mu_1,mu_2,td_1,td_2
5e-06,-6.084965,8.008911,-6.084965,6.95894
1.1e-05,-6.254045,8.837495,-6.254045,6.467504
1.7e-05,-6.572039,9.888252,-6.572039,6.05095
2.3e-05,-7.0826,11.26438,-7.0826,5.693375
2.9e-05,5.383081,-7.869298,13.14468,-7.869298
3.5000000000000004e-05,5.111272,-9.097362,-9.097362,15.86837
4.1e-05,4.871205,-11.12919,-11.12919,20.16696
4.7000000000000004e-05,4.657628,-14.92292,-14.92292,27.96189
5.3e-05,4.466385,-24.07136,-24.07136,46.44285
5.9e-05,4.294148,-73.50217,-73.50217,145.4684
