source_x,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
2.8284271247461903e-07,-6.022502,7.462406,-6.062401,7.42068,1.822295e-06,2.269263e-08,1.801228e-06,0.0
3.0048889575743007e-07,-6.021273,7.463724,-6.063661,7.419395,1.823664e-06,2.410838e-08,1.801283e-06,0.0
3.192360011100593e-07,-6.019968,7.465125,-6.065002,7.41803,1.825119e-06,2.561246e-08,1.801341e-06,0.0
3.39152713606463e-07,-6.018584,7.466614,-6.066427,7.416581,1.826666e-06,2.721036e-08,1.801404e-06,0.0
3.6031200349164756e-07,-6.017114,7.468198,-6.067943,7.415043,1.828308e-06,2.890796e-08,1.801471e-06,0.0
3.82791393527836e-07,-6.015554,7.469883,-6.069555,7.41341,1.830054e-06,3.071146e-08,1.801543e-06,0.0
4.0667324302000203e-07,-6.013899,7.471674,-6.071269,7.411678,1.83191e-06,3.262747e-08,1.801619e-06,0.0
4.3204504956138617e-07,-6.012142,7.473579,-6.073092,7.409839,1.833881e-06,3.466301e-08,1.801701e-06,0.0
4.58999769604511e-07,-6.010277,7.475605,-6.075031,7.407887,1.835976e-06,3.682554e-08,1.801788e-06,0.0
4.876361590322077e-07,-6.008299,7.47776,-6.077094,7.405816,1.838203e-06,3.912298e-08,1.801882e-06,0.0
5.180591349764102e-07,-6.006199,7.480053,-6.079288,7.403619,1.840569e-06,4.156374e-08,1.801982e-06,0.0
5.503801602103516e-07,-6.003972,7.482492,-6.081623,7.401287,1.843083e-06,4.415676e-08,1.802089e-06,0.0
5.847176515224754e-07,-6.00161,7.485086,-6.084107,7.398814,1.845756e-06,4.691153e-08,1.802204e-06,0.0
6.211974135682673e-07,-5.999103,7.487847,-6.08675,7.39619,1.848596e-06,4.983816e-08,1.802327e-06,0.0
6.599530997895182e-07,-5.996445,7.490785,-6.089563,7.393406,1.851614e-06,5.294735e-08,1.802459e-06,0.0
7.011267020897384e-07,-5.993625,7.493912,-6.092556,7.390454,1.854822e-06,5.625048e-08,1.802601e-06,0.0
7.448690710597666e-07,-5.990635,7.497239,-6.095743,7.387323,1.858232e-06,5.975966e-08,1.802753e-06,0.0
7.913404686595804e-07,-5.987465,7.500782,-6.099135,7.384002,1.861856e-06,6.348773e-08,1.802916e-06,0.0
8.407111553811824e-07,-5.984104,7.504553,-6.102747,7.380482,1.865709e-06,6.744834e-08,1.803091e-06,0.0
