source_y,mu_1,mu_2,td_1,td_2,I
5.9311322971099485e-05,8.911873,-1.43671,0.0,0.23991059520000002,0.16121302446747166
6.0016299742632444e-05,8.717096000000002,-1.417915,0.0,0.24276214079999997,0.16265910115019955
6.072965589644037e-05,8.529527999999999,-1.399189,0.0,0.2456476416,0.16404061279826976
6.145149103019791e-05,8.348789,-1.380534,0.0,0.24856744320000002,0.16535739494674018
6.218190592540207e-05,8.174525,-1.361949,0.0,0.25152189119999996,0.16660894669720874
6.292100256144265e-05,8.006405,-1.343437,0.0,0.25451150400000006,0.16779528390082687
6.36688841298406e-05,7.844119999999999,-1.324998,0.0,0.2575366272,0.16891607981519915
6.442565504865541e-05,7.687385000000001,-1.306633,0.0,0.2605976928,0.16997106298175516
6.519142097706386e-05,7.535927,-1.288343,0.0,0.2636952192,0.1709601220924778
6.596628883011206e-05,7.389497,-1.2701280000000001,0.0,0.2668294656,0.17188287646642256
6.675036679364229e-05,7.247857000000001,-1.251989,0.0,0.2700010368,0.17273919725513348
6.754376433939847e-05,7.110785000000001,-1.233927,0.0,0.2732102784,0.17352894230383845
6.834659224030999e-05,6.978072,-1.215943,0.0,0.2764576224,0.17425199969275182
6.915896258595767e-05,6.849524000000001,-1.198038,0.0,0.27974367359999996,0.17490821259988282
6.998098879822364e-05,6.724956,-1.180213,0.0,0.28306869120000006,0.17549750511378812
7.081278564712709e-05,6.6041929999999995,-1.162467,0.0,0.28643327999999996,0.17601953789054922
7.165446926684843e-05,6.4870730000000005,-1.144802,0.0,0.28983778559999995,0.17647435137542
7.250615717194313e-05,6.37344,-1.127218,0.0,0.2932828128,0.17686178892403473
7.336796827374985e-05,6.263148999999999,-1.109716,0.0,0.29676879359999997,0.1771817978464188
7.424002289699209e-05,6.156062,-1.0922969999999999,0.0,0.30029624639999997,0.17743437281820745
7.512244279657782e-05,6.052048,-1.074962,0.0,0.30386551679999996,0.17761954300428548
7.601535117459877e-05,5.950984,-1.05771,0.0,0.307477296,0.177736992739352
7.691887269753167e-05,5.852753,-1.040543,0.0,0.31113201599999996,0.17778693206427812
7.783313351364419e-05,5.757244,-1.023461,0.0,0.3148301088,0.17776925904130517
7.875826127060687e-05,5.664352,-1.006464,0.0,0.3185721792,0.17768387275367067
7.969438513331612e-05,5.573976999999999,-0.9895541999999999,0.0,0.32235874559999994,0.17753108776731588
8.064163580192733e-05,5.486024,-0.9727306,0.0,0.3261903264,0.17731067162666442
8.16001455301032e-05,5.400403,-0.9559941999999999,0.0,0.33006743999999993,0.17702275182055857
8.257004814347879e-05,5.317028,-0.9393454999999999,0.0,0.3339906048,0.17666739765146997
8.355147905834598e-05,5.235817,-0.9227849,0.0,0.3379604256,0.176244681584555
8.454457530056044e-05,5.156694,-0.9063129000000001,0.0,0.3419775072,0.17575464047314038
8.554947552467205e-05,5.079583,-0.8899299,0.0,0.3460421952,0.17519743254515183
8.656632003328484e-05,5.004414,-0.8736364,0.0,0.35015526719999995,0.1745731668083416
8.759525079664498e-05,4.931119,-0.8574325999999999,0.0,0.3543172416,0.17388195255478522
8.863641147246279e-05,4.859635,-0.8413190999999999,0.0,0.3585287232,0.17312392803163199
8.968994742596989e-05,4.789899,-0.8252961999999999,0.0,0.362790144,0.17229929065310143
9.075600575021485e-05,4.721854,-0.8093642,0.0,0.3671022816,0.17140813756630338
9.183473528660031e-05,4.655443,-0.7935234999999999,0.0,0.3714657408,0.17045069609916821
9.292628664566338e-05,4.590612,-0.7777743,0.0,0.37588095359999996,0.16942714827565475
9.403081222810451e-05,4.52731,-0.762117,0.0,0.38034869759999995,0.1683377104726648
9.514846624606479e-05,4.465487,-0.7465518,0.0,0.3848695776,0.1671826163641278
9.62794047446572e-05,4.405098000000001,-0.7310791,0.0,0.389444112,0.16596205124153876
9.742378562375304e-05,4.346095,-0.715699,0.0,0.3940730784,0.16467633588313185
9.858176866002788e-05,4.288437,-0.7004118,0.0,0.39875699519999996,0.1633256592087047
9.975351552926956e-05,4.232082,-0.6852176999999999,0.0,0.40349663999999996,0.16191030797607417
0.00010093918982895003,4.176989,-0.670117,0.0,0.40829261759999996,0.16043063556068737
0.00010213895710106849,4.123121,-0.6551097,0.0,0.4131456192,0.158886848093956
0.00010335298485526209,4.070441000000001,-0.6401962,0.0,0.418056336,0.1572793218228688
0.00010458144259219471,4.0189129999999995,-0.6253765,0.0,0.4230253728,0.1556083697258438
0.00010582450182722192,3.9685040000000003,-0.6106507,0.0,0.42805342080000003,0.15387428108929713
0.00010708233611433766,3.9191809999999996,-0.5960191,0.0,0.4331412576,0.15207746210241377
0.00010835512107040544,3.870912,-0.5814816999999999,0.0,0.4382896608,0.15021826897640655
0.00010964303439967814,3.823667,-0.5670385,0.0,0.4434991488000001,0.14829704051111145
0.00011094625591860858,3.777418,-0.5526898,0.0,0.4487705856,0.14631417545000316
0.00011226496758095477,3.7321370000000003,-0.5384356,0.0,0.4541046624,0.14427005225156525
0.0001135993535031848,3.6877949999999995,-0.5242759,0.0,0.4595022432000001,0.1421651420428739
0.0001149495999901824,3.644368,-0.5102107,0.0,0.46496384640000005,0.13999977499528038
0.00011631589556125871,3.60183,-0.4962402,0.0,0.47049042239999994,0.13777446464713772
0.00011769843097647273,3.560157,-0.48236419999999997,0.0,0.4760827488,0.13548958655475024
0.00011909739926326544,3.5193260000000004,-0.4685829000000001,0.0,0.4817414304,0.13314563640878965
0.00012051299574340983,3.479315,-0.45489620000000003,0.0,0.4874674176,0.13074303418920102
0.00012194541806028096,3.4401010000000003,-0.441304,0.0,0.49326148799999997,0.12828228008421844
0.00012339486620645138,3.401664,-0.42780640000000003,0.0,0.49912441919999995,0.12576386145133678
0.0001248615425516132,3.363983,-0.4144032,0.0,0.5050570752,0.12318825630212757
0.0001263456518708331,3.327039,-0.4010945,0.0,0.5110601472,0.12055599588703349
0.00012784740137314194,3.2908129999999995,-0.3878801,0.0,0.517134672,0.1178675603870533
0.00012936700073046592,3.255286,-0.37476,0.0,0.5232813408,0.11512352524478647
0.0001309046621069001,3.220442,-0.361734,0.0,0.5295010175999999,0.11232433311949105
0.0001324606001883302,3.1862630000000003,-0.34880209999999995,0.0,0.5357947392,0.10947059297992662
0.00013403503221240745,3.152732,-0.3359641,0.0,0.5421631967999999,0.10656284771429986
0.00013562817799887833,3.1198330000000003,-0.3232199,0.0,0.5486073408000001,0.1036016671405168
0.0001372402599802758,3.087551,-0.31056940000000005,0.0,0.5551281216,0.1005876178239647
0.00013887150323297452,3.055872,-0.2980123,0.0,0.5617264032,0.09752119853187569
0.00014052213550861628,3.024779,-0.2855486,0.0,0.5684031359999999,0.09440312829466219
0.00014219238726590825,2.9942599999999997,-0.27317800000000003,0.0,0.575159184,0.0912338941842058
0.00014388249170279845,2.964301,-0.2609004,0.0,0.5819954976,0.0880141389150427
0.00014559268478903567,2.934888,-0.24871559999999998,0.0,0.5889131136,0.0847444945088194
0.0001473232052991144,2.9060080000000004,-0.23662329999999998,0.0,0.5959129824,0.08142555010172028
0.00014907429484561251,2.87765,-0.2246234,0.0,0.6029960543999999,0.07805792921307317
0.00015084619791292433,2.849801,-0.2127156,0.0,0.61016328,0.07464226449495948
0.00015263916189139605,2.82245,-0.20089970000000001,0.0,0.617415696,0.07117918829385818
0.00015445343711186494,2.795584,-0.1891754,0.0,0.6247543392,0.06766936711613745
0.0001562892768806111,2.7691939999999997,-0.1775425,0.0,0.63218016,0.06411342072819745
0.0001581469375147231,2.743268,-0.16600079999999998,0.0,0.6396942816,0.06051206079755969
0.00016002667837788475,2.717796,-0.1545499,0.0,0.6472976544,0.05686589427609725
0.00016192876191658723,2.692768,-0.1431895,0.0,0.6549914880000001,0.05317557992370676
0.00016385345369677076,2.668174,-0.1319195,0.0,0.6627767328,0.0494418654855343
0.00016580102244090363,2.6440040000000002,-0.1207395,0.0,0.670654512,0.045665399901059146
0.00016777174006549962,2.62025,-0.1096491,0.0,0.6786259487999999,0.041846808510638295
0.00016976588171908365,2.596902,-0.09864818,0.0,0.68669208,0.03798687050955331
0.00017178372582060677,2.5739520000000002,-0.08773629,0.0,0.6948541152,0.03408621839101894
0.00017382555409831902,2.551391,-0.07691315,0.0,0.7031131776,0.03014557549195713
0.00017589165162910388,2.52921,-0.06617841,0.0,0.7114703903999999,0.026165644608395506
0.0001779823068782796,2.507403,-0.05553174,0.0,0.7199268768,0.022147113966123518
0.00018009781173987556,2.48596,-0.0449728,0.0,0.7284839327999999,0.018090717469307634
0.00018223846157738456,2.464874,-0.03450123,0.0,0.7371426816000001,0.013997157664042869
0.00018440455526500237,2.444139,-0.02411669,0.0,0.7459043327999999,0.009867151581804472
0.0001865963952293552,2.423746,-0.01381884,0.0,0.754770096,0.005701439012173719
