source_y,mu_1,mu_2,td_1,td_2,I
3.170754166920968e-05,675.8069,-2.502885,0.0,0.1282550112,0.0037035505260452355
3.208441878540717e-05,314.7432,-2.482084,0.0,0.1297794528,0.007886060763187258
3.246577547817339e-05,204.5414,-2.4612849999999997,0.0,0.1313220384,0.012033187413403836
3.28516649919357e-05,151.1682,-2.44049,0.0,0.13288294080000002,0.016144202285930505
3.3242141203986855e-05,119.6781,-2.419701,0.0,0.1344623328,0.020218410887204927
3.3637258632007266e-05,98.90382,-2.398919,0.0,0.13606056,0.024255069217751144
3.403707244167674e-05,84.17175999999999,-2.378146,0.0,0.1376777952,0.028253490244233938
3.444163845437659e-05,73.18121,-2.357383,0.0,0.1393142976,0.032212954664182246
3.485101315498313e-05,64.66795,-2.336631,0.0,0.1409701536,0.03613275200466382
3.52652536997544e-05,57.87965,-2.315892,0.0,0.1426457088,0.040012197724070546
3.568441792430993e-05,52.34064,-2.2951669999999997,0.0,0.1443412224,0.04385057194562389
3.6108564351705776e-05,47.73539,-2.274457,0.0,0.1460568672,0.04764718587194951
3.653775220060538e-05,43.84639,-2.253765,0.0,0.1477929024,0.05140138104870207
3.6972041393547604e-05,40.51882,-2.2330919999999996,0.0,0.1495495872,0.05511246378843213
3.741149256531308e-05,37.63948,-2.212438,0.0,0.1513270944,0.05877971746687256
3.7856167071389693e-05,35.123670000000004,-2.191806,0.0,0.153125856,0.062402533676008225
3.83061269965393e-05,32.90679,-2.1711970000000003,0.0,0.15494587199999998,0.06598021259442201
3.8761435163465724e-05,30.938670000000002,-2.1506119999999997,0.0,0.1567875744,0.0695121024918007
3.92221551415859e-05,29.179779999999997,-2.130052,0.0,0.15865113600000003,0.07299753459416077
3.968835125590548e-05,27.59856,-2.1095200000000003,0.0,0.1605369024,0.07643587201651102
4.016008859599977e-05,26.16946,-2.089016,0.0,0.1624450464,0.07982648476506585
4.0637433025101125e-05,24.87163,-2.068541,0.0,0.1643758272,0.08316869461309935
4.11204511892952e-05,23.68785,-2.048098,0.0,0.1663296768,0.0864619625673077
4.160921052682563e-05,22.6038,-2.027686,0.0,0.1683066816,0.08970553623726985
4.210377927750972e-05,21.60746,-2.0073090000000002,0.0,0.1703071008,0.09289888769897064
4.260422649226596e-05,20.68864,-1.986967,0.0,0.1723314528,0.0960414507671843
4.3110622042754896e-05,19.8387,-1.966661,0.0,0.17437973759999997,0.09913255404840035
4.362303663113447e-05,19.05023,-1.946393,0.0,0.1764524736,0.10217162732418454
4.41415417999311e-05,18.31684,-1.926164,0.0,0.1785497472,0.10515809495524338
4.466620994202879e-05,17.633,-1.905976,0.0,0.18067199039999998,0.10809141949753304
4.519711431077619e-05,16.9939,-1.885829,0.0,0.1828194624,0.1109709366302026
4.573432903021421e-05,16.39532,-1.865725,0.0,0.1849925088,0.11379619305997077
4.6277929105425094e-05,15.833570000000002,-1.8456650000000001,0.0,0.1871913024,0.1165665734259551
4.6827990433004495e-05,15.30538,-1.825651,0.0,0.18941627519999998,0.11928165128863184
4.738458981165818e-05,14.807879999999999,-1.8056830000000001,0.0,0.1916676864,0.12194068293368128
4.79478049529241e-05,14.338479999999999,-1.7857630000000002,0.0,0.1939458816,0.12454339651064829
4.851771449202298e-05,13.894910000000001,-1.7658919999999998,0.0,0.19625112,0.1270891283210902
4.909439799883686e-05,13.475129999999998,-1.746072,0.0,0.1985837472,0.12957737699005503
4.9677935989018576e-05,13.07728,-1.726303,0.0,0.2009441088,0.13200780284585173
5.026840993523328e-05,12.69973,-1.7065860000000002,0.0,0.20333255040000003,0.13437970728511553
5.086590227853346e-05,12.34098,-1.686924,0.0,0.2057493312,0.13669287204095623
5.1470496439869424e-05,11.99969,-1.667316,0.0,0.2081948832,0.1389465894535609
5.208227683173588e-05,11.67463,-1.6477650000000001,0.0,0.21066955199999998,0.14114066141710702
5.2701328869958226e-05,11.3647,-1.62827,0.0,0.2131735968,0.14327434952088486
5.332773898561765e-05,11.06888,-1.608834,0.0,0.2157073632,0.1453474967657071
5.396159463711866e-05,10.78625,-1.589458,0.0,0.2182712832,0.14735964769961757
5.460298432239989e-05,10.51597,-1.570142,0.0,0.220865616,0.14931023956896036
5.525199759129e-05,10.25725,-1.5508870000000001,0.0,0.22349088,0.15119910307343587
5.5908725058010655e-05,10.0094,-1.531696,0.0,0.22614724800000002,0.15302575578955782
5.6573258413827475e-05,9.771756,-1.512567,0.0,0.2288352384,0.15478968160891451
5.724569043985249e-05,9.543716,-1.4935040000000002,0.0,0.23155519679999997,0.15649082600530026
5.7926115019997616e-05,9.324725,-1.4745059999999999,0.0,0.23430746880000003,0.1581286311392561
5.861462715408276e-05,9.114269,-1.455574,0.0,0.2370924864,0.15970276936087796
