source_x,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
7.2688398890973875e-06,2.849902,2.997971,0.0,0.0,0.0,0.06421004352000001,0.0,0.0
7.313826712085921e-06,2.849484,2.9984740000000003,0.0,0.0,0.0,0.06460730208,0.0,0.0
7.358813535074455e-06,2.849066,2.998977,0.0,0.0,0.0,0.06500456928,0.0,0.0
7.40380035806299e-06,2.848648,2.9994810000000003,0.0,0.0,0.0,0.06540182784,0.0,0.0
7.448787181051525e-06,2.848231,2.9999860000000003,0.0,0.0,0.0,0.0657990864,0.0,0.0
7.493774004040057e-06,2.847813,3.00049,0.0,0.0,0.0,0.06619634496,0.0,0.0
7.538760827028592e-06,2.847396,3.000995,0.0,0.0,0.0,0.06659359488,0.0,0.0
7.583747650017128e-06,2.846979,3.0015,0.0,0.0,0.0,0.0669908448,0.0,0.0
7.628734473005659e-06,2.846563,3.002006,0.0,0.0,0.0,0.06738809472,0.0,0.0
7.673721295994193e-06,2.846146,3.002512,0.0,0.0,0.0,0.06778534464,0.0,0.0
7.718708118982726e-06,2.84573,3.003018,0.0,0.0,0.0,0.06818258592,0.0,0.0
7.763694941971261e-06,2.845314,3.003524,0.0,0.0,0.0,0.0685798272,0.0,0.0
7.808681764959795e-06,2.844898,3.0040310000000003,0.0,0.0,0.0,0.06897705984000001,0.0,0.0
7.853668587948328e-06,2.8444830000000003,3.004538,0.0,0.0,0.0,0.06937430112000001,0.0,0.0
7.898655410936862e-06,2.844068,3.005045,0.0,0.0,0.0,0.06977153376,0.0,0.0
7.943642233925399e-06,2.843653,3.005553,0.0,0.0,0.0,0.07016875776,0.0,0.0
7.98862905691393e-06,2.843238,3.006061,0.0,0.0,0.0,0.07056599039999999,0.0,0.0
8.033615879902464e-06,2.842823,3.006569,0.0,0.0,0.0,0.0709632144,0.0,0.0
8.078602702890999e-06,2.842409,3.007078,0.0,0.0,0.0,0.0713604384,0.0,0.0
8.123589525879532e-06,2.841994,3.007587,0.0,0.0,0.0,0.07175765376,0.0,0.0
8.168576348868066e-06,2.84158,3.008096,0.0,0.0,0.0,0.07215486911999999,0.0,0.0
8.2135631718566e-06,2.841167,3.0086060000000003,0.0,0.0,0.0,0.07255208448,0.0,0.0
8.258549994845134e-06,2.840753,3.009116,0.0,0.0,0.0,0.07294929984,0.0,0.0
8.303536817833666e-06,2.8403400000000003,3.009626,0.0,0.0,0.0,0.07334650656000001,0.0,0.0
8.348523640822201e-06,2.839926,3.010137,0.0,0.0,0.0,0.07374371328,0.0,0.0
8.393510463810735e-06,2.839513,3.010648,0.0,0.0,0.0,0.07414091135999999,0.0,0.0
8.43849728679927e-06,2.839101,3.011159,0.0,0.0,0.0,0.07453811808,0.0,0.0
8.483484109787805e-06,2.8386880000000003,3.011671,0.0,0.0,0.0,0.07493531616,0.0,0.0
8.528470932776338e-06,2.838276,3.0121830000000003,0.0,0.0,0.0,0.0753325056,0.0,0.0
8.573457755764872e-06,2.837864,3.012695,0.0,0.0,0.0,0.07572970368,0.0,0.0
8.618444578753405e-06,2.837452,3.013207,0.0,0.0,0.0,0.07612689312000001,0.0,0.0
