source_x,mu_1,mu_2,td_1,td_2
2.8284271247461906e-05,4.943354,-3.550633,0.0,1.52292e-06
4.399775527382962e-05,4.165941,-2.634277,0.0,2.246591e-06
5.971123930019735e-05,3.604552,-1.948114,0.0,2.987548e-06
7.542472332656507e-05,3.194221,-1.447399,0.0,3.737144e-06
9.11382073529328e-05,2.88712,-1.077837,0.0,4.491534e-06
0.00010685169137930053,2.651179,-0.798509,0.0,5.248817e-06
0.00012256517540566825,2.465397,-0.5819441,0.0,6.007967e-06
0.00013827865943203597,2.315892,-0.4100488,0.0,6.768383e-06
0.0001539921434584037,2.193289,-0.2707594,0.0,7.529698e-06
0.00016970562748477142,2.091096,-0.155852,0.0,8.291671e-06
