source_x,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
7.071067811865476e-06,8.751804,6.693203,-5.332176,-7.31464,3.161853e-07,0.0,8.956748e-07,6.022167e-07
8.328146533974894e-06,9.122587,6.586104,-5.230731,-7.679764,3.710118e-07,0.0,9.569433e-07,6.126377e-07
9.585225256084312e-06,6.484145,-5.133911,9.573158,-8.125187,0.0,1.019053e-06,4.251175e-07,6.245888e-07
1.0842303978193728e-05,6.386662,-5.040996,-8.683901,10.13645,0.0,1.081952e-06,6.381586e-07,4.783554e-07
1.2099382700303145e-05,6.293107,-4.951388,-9.410689,10.86721,0.0,1.145592e-06,6.534626e-07,5.305546e-07
1.3356461422412563e-05,6.203024,-4.864592,11.86475,-10.40492,0.0,1.209928e-06,5.815086e-07,6.706547e-07
1.461354014452198e-05,6.116034,-4.780198,13.33381,-11.87135,0.0,1.274917e-06,6.309538e-07,6.899481e-07
1.58706188666314e-05,6.031824,-4.697868,15.79136,-14.32698,0.0,1.340521e-06,6.785248e-07,7.116601e-07
1.7127697588740815e-05,5.950131,-4.617325,21.16769,-19.7021,0.0,1.406703e-06,7.236362e-07,7.363296e-07
1.8384776310850234e-05,5.870734,-4.538342,65.24575,-63.77968,0.0,1.473429e-06,7.64907e-07,7.652928e-07
