source_x,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4,I_2,I_3,I_4
4.584848484848485e-05,4.696771,26.00985,-13.96585,-13.96585,0.0,0.4494647232,0.46038620160000004,0.46038620160000004,5.537815235190304,2.973500304783861,2.973500304783861
4.6454545454545456e-05,4.6760660000000005,27.000609999999998,-14.4512,-14.4512,0.0,0.45540610560000006,0.4655212128,0.4655212128,5.774214906290886,3.0904610841677593,3.0904610841677593
4.706060606060606e-05,4.655591,28.0731,-14.97754,-14.97754,0.0,0.4613474016,0.47068646399999997,0.47068646399999997,6.029975571307703,3.2171082038778747,3.2171082038778747
4.766666666666667e-05,4.635343,29.23788,-15.55015,-15.55015,0.0,0.46728878399999996,0.47588204159999997,0.47588204159999997,6.307597949062238,3.3546924143477628,3.3546924143477628
4.827272727272727e-05,4.615319,30.50739,-16.17523,-16.17523,0.0,0.4732301664,0.4811079456,0.4811079456,6.610028472571451,3.5046829915765296,3.5046829915765296
4.8878787878787875e-05,4.5955129999999995,31.89643,-16.86019,-16.86019,0.0,0.47917154880000007,0.4863643488,0.4863643488,6.940776796845097,3.668837407270962,3.668837407270962
4.948484848484849e-05,4.575924,33.42269,-17.613889999999998,-17.613889999999998,0.0,0.4851129312,0.4916512512,0.4916512512,7.3040308361764765,3.849253178155931,3.849253178155931
5.009090909090909e-05,4.556547,35.10759,-18.447010000000002,-18.447010000000002,0.0,0.49105431360000007,0.49696882559999994,0.49696882559999994,7.704867304123057,4.048462574840115,4.048462574840115
5.0696969696969705e-05,4.5373779999999995,36.97721,-19.37259,-19.37259,0.0,0.496995696,0.502317072,0.502317072,8.1494664980524,4.269556118092872,4.269556118092872
5.13030303030303e-05,4.518416,39.06368,-20.40672,-20.40672,0.0,0.5029370784,0.5076960768000001,0.5076960768000001,8.645436807943314,4.516343780652335,4.516343780652335
5.190909090909091e-05,4.499655000000001,41.40705,-21.5694,-21.5694,0.0,0.5088783743999999,0.5131060128,0.5131060128,9.20227217420002,4.793567506842191,4.793567506842191
5.251515151515152e-05,4.481094000000001,44.05789,-22.885920000000002,-22.885920000000002,0.0,0.5148197567999999,0.5185468799999999,0.5185468799999999,9.83194951947002,5.107217121533268,5.107217121533268
5.312121212121213e-05,4.462728,47.08096,-24.38866,-24.38866,0.0,0.5207611392,0.5240188512,0.5240188512,10.549816166255258,5.464966719907644,5.464966719907644
5.372727272727273e-05,4.444555,50.56057,-26.119770000000003,-26.119770000000003,0.0,0.5267025216,0.5295219264000001,0.5295219264000001,11.375845275848762,5.876802064548644,5.876802064548644
5.433333333333333e-05,4.426572,54.60861,-28.1352,-28.1352,0.0,0.532643904,0.5350562784,0.5350562784,12.336546203247117,6.35597929955731,6.35597929955731
5.493939393939394e-05,4.408775,59.376740000000005,-30.51077,-30.51077,0.0,0.5385852864,0.5406219071999999,0.5406219071999999,13.467854449365186,6.920464301308186,6.920464301308186
5.5545454545454543e-05,4.391163,65.07585999999999,-33.351929999999996,-33.351929999999996,0.0,0.5445266688,0.5462189856,0.5462189856,14.819732266827716,7.595238436833249,7.595238436833249
5.6151515151515147e-05,4.373730999999999,72.00815,-36.80977,-36.80977,0.0,0.5504679647999999,0.5518476,0.5518476,16.463781151607176,8.41610286503674,8.41610286503674
5.6757575757575756e-05,4.356478,80.62239,-41.10869,-41.10869,0.0,0.5564093472,0.5575078367999999,0.5575078367999999,18.50632322715735,9.436221186013105,9.436221186013105
5.7363636363636366e-05,4.3394010000000005,91.61523000000001,-46.597,-46.597,0.0,0.5623507296000001,0.5631998688000001,0.5631998688000001,21.112413902287436,10.738118002922523,10.738118002922523
5.796969696969697e-05,4.322496,106.1297,-53.8462,-53.8462,0.0,0.568292112,0.568923696,0.568923696,24.552874080161093,12.457200654436697,12.457200654436697
5.857575757575758e-05,4.3057620000000005,126.1807,-63.863780000000006,126.1807,0.0,0.5742334944,0.5746794912,0.5746794912,29.30508002996914,14.832166757010722,29.30508002996914
5.9181818181818176e-05,4.289194999999999,155.6828,-78.60699,-78.60699,0.0,0.5801748767999999,0.5804672544,0.5804672544,36.29650785287216,18.32674662728088,18.32674662728088
5.9787878787878786e-05,4.272794,203.3785,-102.4471,-102.4471,0.0,0.5861162592000001,0.5862872448,0.5862872448,47.59848005777952,23.976606407891417,23.976606407891417
6.03939393939394e-05,4.2565550000000005,293.6008,-147.5506,-147.5506,0.0,0.5920576416,0.5921395488,0.5921395488,68.97615560000986,34.66432361381445,34.66432361381445
6.1e-05,4.240476999999999,528.9785,-265.2319,-265.2319,0.0,0.5979989376,0.5980241664,0.5980241664,124.74504637096254,62.54765678483813,62.54765678483813
