source_x,mu_1,mu_2,td_1,td_2
1.533221908566992e-05,-5.219351,5.412092,9.469177e-07,0.0
1.5622914211424666e-05,-5.208978,5.386,9.59262e-07,0.0
1.5919120845700483e-05,-5.19832,5.359711,9.718727e-07,0.0
1.622094348535159e-05,5.333226,-5.187357,0.0,9.847555e-07
1.652848860846701e-05,5.306548,-5.176072,0.0,9.979163e-07
1.6841864711934313e-05,5.279678,-5.164443,0.0,1.011361e-06
1.7161182349715528e-05,5.252619,-5.152448,0.0,1.025096e-06
1.7486554171848786e-05,5.225374,-5.140066,0.0,1.039127e-06
1.7818094964189396e-05,5.197944,-5.127274,0.0,1.053461e-06
1.8155921688904423e-05,5.170333,-5.114046,0.0,1.068104e-06
1.850015352573503e-05,5.142544,-5.100357,0.0,1.083063e-06
1.8850911914041137e-05,5.114579,-5.086181,0.0,1.098344e-06
1.9208320595643237e-05,5.086442,-5.071491,0.0,1.113954e-06
1.95725056584765e-05,5.058135,-5.056258,0.0,1.129901e-06
1.9943595581072513e-05,5.029662,-5.040453,0.0,1.146191e-06
2.0321721277884418e-05,5.001027,-5.024047,0.0,1.162831e-06
2.0707016145471387e-05,4.972232,-5.007008,0.0,1.17983e-06
2.1099616109558735e-05,4.943282,-4.989306,0.0,1.197194e-06
2.1499659672990368e-05,4.91418,-4.970908,0.0,1.21493e-06
2.1907287964590082e-05,4.884931,-4.951782,0.0,1.233048e-06
2.2322644788949844e-05,4.855538,-4.931896,0.0,1.251554e-06
2.2745876677161472e-05,4.826006,-4.911215,0.0,1.270457e-06
2.317713293851045e-05,4.796338,-4.889707,0.0,1.289764e-06
2.361656571314983e-05,4.76654,-4.867339,0.0,1.309485e-06
2.4064330025772775e-05,4.736615,-4.844078,0.0,1.329627e-06
2.4520583840302725e-05,4.706569,-4.819891,0.0,1.350199e-06
2.4985488115620496e-05,4.676406,-4.794746,0.0,1.37121e-06
2.5459206862347935e-05,4.646131,-4.768612,0.0,1.392669e-06
2.5941907200708186e-05,4.61575,-4.741459,0.0,1.414584e-06
2.6433759419482976e-05,4.585266,-4.713257,0.0,1.436965e-06
2.693493703608769e-05,4.554686,-4.683979,0.0,1.459822e-06
2.7445616857785503e-05,4.524014,-4.653599,0.0,1.483162e-06
2.796597904406208e-05,4.493257,-4.622093,0.0,1.506997e-06
2.849620717018288e-05,4.462419,-4.58944,0.0,1.531336e-06
2.9036488291955522e-05,4.431507,-4.555619,0.0,1.556189e-06
2.9587013011720017e-05,4.400526,-4.520614,0.0,1.581565e-06
3.0147975545590145e-05,4.369482,-4.484411,0.0,1.607476e-06
3.071957379196972e-05,4.33838,-4.446999,0.0,1.633931e-06
3.130200940136793e-05,4.307227,-4.408371,0.0,1.660941e-06
3.189548784753829e-05,4.276029,-4.368523,0.0,1.688516e-06
3.250021849996649e-05,4.244792,-4.327455,0.0,1.716669e-06
3.311641469773252e-05,4.213522,-4.285169,0.0,1.745408e-06
3.3744293824773e-05,4.182225,-4.241674,0.0,1.774747e-06
3.438407738657102e-05,4.150908,-4.196982,0.0,1.804696e-06
3.503599108829945e-05,4.119576,-4.151106,0.0,1.835266e-06
3.570026491444602e-05,4.088237,-4.104068,0.0,1.866471e-06
3.637713320994816e-05,4.056897,-4.055891,0.0,1.89832e-06
3.7066834762866e-05,4.025562,-4.006603,0.0,1.930827e-06
3.776961288862294e-05,3.994239,-3.956236,0.0,1.964004e-06
3.84857155158433e-05,3.962934,-3.904825,0.0,1.997864e-06
3.921539527381753e-05,3.931654,-3.852411,0.0,2.032419e-06
3.9958909581625676e-05,3.900405,-3.799035,0.0,2.067682e-06
4.071652073895057e-05,3.869194,-3.744745,0.0,2.103666e-06
4.148849601861296e-05,3.838027,-3.68959,0.0,2.140384e-06
4.2275107760860915e-05,3.806911,-3.633622,0.0,2.177851e-06
4.3076633469447015e-05,3.775852,-3.576895,0.0,2.21608e-06
4.389335590952719e-05,3.744857,-3.519468,0.0,2.255086e-06
4.472556320741556e-05,3.713932,-3.461398,0.0,2.294881e-06
4.557354895223077e-05,3.683083,-3.402747,0.0,2.335481e-06
4.643761229946933e-05,3.652317,-3.343576,0.0,2.376902e-06
4.731805807654287e-05,3.621641,-3.283947,0.0,2.419157e-06
4.821519689031623e-05,3.591059,-3.223925,0.0,2.462262e-06
4.912934523668446e-05,3.560579,-3.163571,0.0,2.506232e-06
5.006082561222739e-05,3.530206,-3.10295,0.0,2.551085e-06
5.100996662798123e-05,3.499947,-3.042125,0.0,2.596835e-06
5.1977103125367025e-05,3.469808,-2.981157,0.0,2.643499e-06
5.2962576294317374e-05,3.439793,-2.920107,0.0,2.691094e-06
5.3966733793642546e-05,3.409909,-2.859037,0.0,2.739637e-06
5.49899298736789e-05,3.380162,-2.798003,0.0,2.789145e-06
5.603252550126254e-05,3.350557,-2.737064,0.0,2.839636e-06
5.709488848707257e-05,3.3211,-2.676273,0.0,2.891128e-06
5.817739361538862e-05,3.291795,-2.615684,0.0,2.943639e-06
5.928042277630867e-05,3.262648,-2.555347,0.0,2.997189e-06
6.040436510047372e-05,3.233664,-2.495311,0.0,3.051795e-06
6.154961709634623e-05,3.204848,-2.435622,0.0,3.107478e-06
6.271658279009253e-05,3.176205,-2.376323,0.0,3.164257e-06
6.390567386811618e-05,3.147739,-2.317455,0.0,3.222152e-06
6.511730982229432e-05,3.119455,-2.259057,0.0,3.281184e-06
6.635191809796753e-05,3.091357,-2.201164,0.0,3.341374e-06
6.760993424473554e-05,3.06345,-2.14381,0.0,3.402743e-06
6.889180207011203e-05,3.035737,-2.087026,0.0,3.465313e-06
7.019797379609265e-05,3.008223,-2.03084,0.0,3.529106e-06
7.152891021869153e-05,2.980911,-1.975277,0.0,3.594144e-06
7.288508087050257e-05,2.953804,-1.920362,0.0,3.66045e-06
7.426696418634289e-05,2.926908,-1.866116,0.0,3.728048e-06
7.567504767203678e-05,2.900224,-1.812557,0.0,3.796962e-06
7.710982807639975e-05,2.873756,-1.759703,0.0,3.867216e-06
7.85718115664835e-05,2.847507,-1.707567,0.0,3.938835e-06
8.006151390614318e-05,2.82148,-1.656163,0.0,4.011844e-06
