source_x,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
1.5e-05,-6.942739,-6.942739,5.772205,10.9065,1.557312e-06,1.557312e-06,0.0,1.181913e-06
1.8e-05,-7.423428,-7.423428,5.53706,12.1008,1.718871e-06,1.718871e-06,0.0,1.418296e-06
2.1000000000000002e-05,5.324001,-8.079097,-8.079097,13.62255,0.0,1.888472e-06,1.888472e-06,1.654678e-06
2.4e-05,5.130054,-8.986294,-8.986294,15.6278,0.0,2.066198e-06,2.066198e-06,1.891061e-06
2.7e-05,-10.28077,-10.28077,4.952758,18.39048,2.252144e-06,2.252144e-06,0.0,2.127444e-06
3e-05,4.790058,-12.22606,-12.22606,22.43971,0.0,2.446423e-06,2.446423e-06,2.363826e-06
3.3e-05,4.640223,-15.40702,-15.40702,28.94691,0.0,2.649165e-06,2.649165e-06,2.600209e-06
3.6e-05,4.501784,-21.42961,-21.42961,41.12543,0.0,2.860518e-06,2.860518e-06,2.836592e-06
3.9e-05,4.373489,-36.86352,-36.86352,72.11586,0.0,3.080652e-06,3.080652e-06,3.072974e-06
4.2e-05,4.254262,-157.437,-157.437,313.3757,0.0,3.309758e-06,3.309758e-06,3.309357e-06
