theta,caustic_in,caustic_out
0.0,6.020066889632107e-05,0.0004565217391304348
1.5254237288135593,5.353067636187544e-05,0.00045333791543963257
3.0508474576271185,5.023842722035966e-05,0.00045047123074255823
4.576271186440678,4.865007938863639e-05,0.0004495938371087777
6.101694915254237,4.540774562320352e-05,0.00044735038280637547
7.627118644067796,4.386635391589719e-05,0.0004470993764504906
9.152542372881356,4.23451434120861e-05,0.00044716471443162926
10.677966101694915,4.0840976525244966e-05,0.0004492507417776946
12.203389830508474,4.1061632978061125e-05,0.0004499670613845865
13.728813559322033,3.959270630665869e-05,0.0004492911454799095
15.254237288135592,3.813279737857429e-05,0.00044892702368412455
16.779661016949152,3.842537165929816e-05,0.00044887820529271023
18.305084745762713,3.698877745525396e-05,0.0004491494405280838
19.83050847457627,3.5553105743093714e-05,0.0004479691323629808
21.35593220338983,3.5910573285147896e-05,0.0004488821660643487
22.881355932203387,3.4486228350441666e-05,0.0004483209685557417
24.406779661016948,3.48905798438012e-05,0.00044806849904671013
25.93220338983051,3.347039747193198e-05,0.0004462719662924264
27.457627118644066,3.392152370437804e-05,0.00044474886634628986
28.983050847457626,3.249804906970359e-05,0.0004435027873041902
30.508474576271183,3.299629618084393e-05,0.0004425385605430834
32.03389830508475,3.353419739747168e-05,0.0004398897658609521
33.559322033898304,3.210777142936453e-05,0.000439475121439427
35.08474576271186,3.269676412024286e-05,0.0004393627678657636
36.610169491525426,3.124859645088523e-05,0.0004374803503123932
38.13559322033898,3.1890613978300535e-05,0.0004400904729005473
39.66101694915254,3.25831446520153e-05,0.0004409585576239403
41.1864406779661,3.1108531151075015e-05,0.00043996351199377526
42.71186440677966,3.186199624736274e-05,0.00043696451996383184
44.23728813559322,3.267660128050477e-05,0.0004341319884409919
45.762711864406775,3.116133628740709e-05,0.00043146465628717505
47.28813559322034,3.204887379577099e-05,0.0004314271472507634
48.813559322033896,3.301253573726858e-05,0.0004317023904104353
50.33898305084745,3.144077164559662e-05,0.00042969054582315386
51.86440677966102,3.2495691906719466e-05,0.00043056791776403293
53.389830508474574,3.084449302274125e-05,0.00042901885749812825
54.91525423728813,3.2002525633903275e-05,0.00042767011528943463
56.440677966101696,3.327541001177809e-05,0.00042955529287931713
57.96610169491525,3.152667583567571e-05,0.0004287627913651896
59.49152542372881,3.2939796250987424e-05,0.0004282173512628365
61.01694915254237,3.4511150532607045e-05,0.0004279382666043274
62.54237288135593,3.264023417594936e-05,0.0004243230442873418
64.0677966101695,3.441553918715222e-05,0.00042445831664154405
65.59322033898304,3.642237025535466e-05,0.0004249276529791378
67.11864406779661,3.4406107606656816e-05,0.000421474818181546
68.64406779661017,3.673633921551481e-05,0.00042246790097842034
70.16949152542372,3.45057326499151e-05,0.0004189981821775405
71.69491525423729,3.727014824935845e-05,0.00042062024452847393
73.22033898305085,3.47548482336088e-05,0.00041705817880330565
74.7457627118644,3.813510843389941e-05,0.0004194861927728935
76.27118644067797,4.2276932268903514e-05,0.00041572316731088455
77.79661016949152,3.95548312808723e-05,0.0004113702453210718
79.32203389830508,4.512527167841503e-05,0.0004151524994414183
80.84745762711864,4.205215764841683e-05,0.0004100085370720641
82.3728813559322,3.7797720684904147e-05,0.00041577492753394553
83.89830508474576,4.719689431081424e-05,0.00040903975069372337
85.42372881355932,4.191809566549188e-05,0.0003982219088221729
86.94915254237287,5.6556002338156665e-05,0.0004178860172763798
88.47457627118644,5.6535959520026205e-05,0.0004208788097601951
90.0,7.023411371237458e-05,0.0004230769230769231
