source_x,source_y,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
5.7335343296332865e-06,2.3843508339647806e-05,7.480722,0.0,0.0,-4.278075,0.0,0.0,0.0,0.3108551904
2.4271157816580413e-05,1.000284834212137e-05,5.656094,0.0,0.0,-5.742743,0.0,0.0,0.0,0.3418670016
2.470526859543579e-05,1.06357892605837e-05,5.636229,0.0,0.0,-5.692533,0.0,0.0,0.0,0.34772025599999995
2.9739653499702077e-05,2.910781129431235e-06,5.349683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7212129331310354e-05,3.8884399543922334e-07,6.037453,9.931459,0.0,0.0,0.0,0.168731856,0.0,0.0
2.4012339700949305e-05,1.289216719215071e-06,5.638516,11.55915,0.0,0.0,0.0,0.2353469472,0.0,0.0
5.409384863034288e-06,6.7389538644341236e-06,6.967366,8.157208,-6.865044,-5.461174,0.0,0.0527537664,0.1540512864,0.2151709056
5.329414299124004e-06,1.8630723562203357e-05,7.287528,8.865871,-8.764208,-4.587668,0.0,0.05014702656,0.1092883968,0.2782411776
2.5554073816594577e-05,7.756857518996054e-06,5.574071,0.0,0.0,-6.093215,0.0,0.0,0.0,0.33966345600000003
4.960588308311951e-06,6.99712841956554e-06,0.0,0.0,-6.885103,-5.434175,0.0,0.0,0.1506096288,0.2141058528
2.769606399505872e-05,5.800245745677791e-06,5.455959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8664297858231325e-05,2.770061129209663e-05,6.289499,0.0,0.0,-4.175144,0.0,0.0,0.0,0.4025377728
2.6912704703524002e-06,1.4107778237304983e-05,0.0,0.0,-7.834845,-4.874678,0.0,0.0,0.11142740159999999,0.2397104928
6.846221148851319e-06,1.921172508164141e-05,7.142094,9.244972,-9.024507,-4.560993,0.0,0.06422969088,0.115484832,0.2892911328
1.7457266444838347e-06,9.183816878263368e-06,0.0,0.0,-7.105102,-5.234644,0.0,0.0,0.12526591680000002,0.2088186048
8.55793171158474e-06,2.3190042796630382e-05,7.110824,0.0,0.0,-4.33256,0.0,0.0,0.0,0.3212350272
1.7343711783820255e-05,4.650121294552952e-06,6.039183,10.0862,0.0,0.0,0.0,0.16957123200000002,0.0,0.0
2.4631427134362515e-05,2.0032753323184002e-05,5.731268,0.0,0.0,-4.80265,0.0,0.0,0.0,0.3949547904
2.2463706876994044e-05,7.243705088278785e-07,5.723448,11.12944,0.0,0.0,0.0,0.220202496,0.0,0.0
3.0198836093425838e-05,1.4857119810565498e-05,5.377685,0.0,0.0,-5.485296,0.0,0.0,0.0,0.4044642336
2.1028886979536472e-05,9.936461102874783e-06,5.842943,0.0,0.0,-5.598523,0.0,0.0,0.0,0.3209236416
4.028804525943394e-06,2.977289407840207e-05,0.0,0.0,0.0,-3.958402,0.0,0.0,0.0,0.339572304
5.372349951918686e-06,7.259902145196734e-06,6.977997,8.168135,-6.93099,-5.416706,0.0,0.052348550400000006,0.1517234976,0.217570752
2.5355789696274637e-05,2.0798624901747644e-05,5.697568,0.0,0.0,-4.761182,0.0,0.0,0.0,0.40355686080000003
2.0658008517155434e-05,1.6487805381680085e-05,5.93351,0.0,0.0,-4.981747,0.0,0.0,0.0,0.35178779520000003
4.2499768828126025e-06,2.6782004466201296e-05,0.0,0.0,0.0,-4.112015,0.0,0.0,0.0,0.3216545856
1.379768428653634e-05,1.555174362719032e-05,6.40712,0.0,0.0,-4.897578,0.0,0.0,0.0,0.30658219200000003
2.791599684336815e-05,2.901516310622288e-06,5.43829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7517725906569106e-05,8.350611023646522e-06,6.050529,0.0,0.0,-5.618204,0.0,0.0,0.0,0.2915884224
4.8344102364766256e-06,1.2002480066550165e-05,0.0,0.0,-7.578674,-5.037951,0.0,0.0,0.130273488,0.23920125120000002
2.9926480499953863e-05,9.428440772697975e-06,5.359935,0.0,0.0,-6.157829,0.0,0.0,0.0,0.376838784
4.104792324598949e-06,2.9811856775647034e-05,0.0,0.0,0.0,-3.956655,0.0,0.0,0.0,0.34017840000000005
2.994265563246501e-05,1.584895948809203e-05,5.397687,0.0,0.0,-5.365909,0.0,0.0,0.0,0.4076364096
