source_x,mu_1,mu_2,td_1,td_2
2.7515874353321828e-05,4.216612,-2527.532,0.0,1.387578e-06
2.7842929143129222e-05,4.197585,-444.3472,0.0,1.404071e-06
2.817387131932901e-05,4.178559,-241.8729,0.0,1.42076e-06
2.8508747087552282e-05,4.159536,-165.3459,0.0,1.437647e-06
2.884760320263212e-05,4.140517,-125.1308,0.0,1.454735e-06
2.9190486975131488e-05,4.121504,-100.3401,0.0,1.472026e-06
2.953744627794843e-05,4.102498,-83.52867,0.0,1.489523e-06
2.988852955300036e-05,4.0835,-71.37894,0.0,1.507227e-06
3.024378581798721e-05,4.064512,-62.18858,0.0,1.525142e-06
3.060326467323527e-05,4.045534,-54.99418,0.0,1.54327e-06
3.096701630862231e-05,4.026569,-49.20956,0.0,1.561614e-06
3.133509151058499e-05,4.007617,-44.45763,0.0,1.580175e-06
3.1707541669209676e-05,3.98868,-40.48477,0.0,1.598957e-06
3.208441878540717e-05,3.96976,-37.11411,0.0,1.617962e-06
3.246577547817339e-05,3.950856,-34.21858,0.0,1.637193e-06
3.28516649919357e-05,3.931971,-31.70448,0.0,1.656653e-06
3.324214120398685e-05,3.913107,-29.50125,0.0,1.676344e-06
3.3637258632007266e-05,3.894263,-27.55472,0.0,1.696269e-06
3.403707244167674e-05,3.875442,-25.8226,0.0,1.716431e-06
3.444163845437659e-05,3.856645,-24.27143,0.0,1.736833e-06
3.4851013154983134e-05,3.837873,-22.87435,0.0,1.757477e-06
3.52652536997544e-05,3.819128,-21.60956,0.0,1.778366e-06
3.568441792430993e-05,3.800409,-20.45921,0.0,1.799504e-06
3.6108564351705776e-05,3.78172,-19.40851,0.0,1.820893e-06
3.653775220060538e-05,3.763061,-18.4451,0.0,1.842536e-06
3.69720413935476e-05,3.744433,-17.55861,0.0,1.864437e-06
3.741149256531308e-05,3.725838,-16.74023,0.0,1.886598e-06
3.785616707138969e-05,3.707276,-15.98245,0.0,1.909022e-06
3.8306126996539304e-05,3.68875,-15.27883,0.0,1.931712e-06
3.876143516346572e-05,3.670259,-14.62381,0.0,1.954673e-06
3.92221551415859e-05,3.651806,-14.01256,0.0,1.977906e-06
3.968835125590548e-05,3.633391,-13.44087,0.0,2.001416e-06
4.016008859599977e-05,3.615016,-12.90507,0.0,2.025205e-06
4.063743302510112e-05,3.596682,-12.4019,0.0,2.049276e-06
4.11204511892952e-05,3.578389,-11.92851,0.0,2.073634e-06
4.160921052682563e-05,3.56014,-11.48236,0.0,2.098281e-06
4.2103779277509716e-05,3.541935,-11.0612,0.0,2.123222e-06
4.260422649226596e-05,3.523775,-10.663,0.0,2.148458e-06
4.3110622042754896e-05,3.505661,-10.28597,0.0,2.173995e-06
4.362303663113447e-05,3.487595,-9.92848,0.0,2.199835e-06
4.41415417999311e-05,3.469578,-9.58908,0.0,2.225982e-06
4.466620994202879e-05,3.45161,-9.266451,0.0,2.25244e-06
4.519711431077619e-05,3.433693,-8.959401,0.0,2.279213e-06
4.5734329030214214e-05,3.415827,-8.666847,0.0,2.306304e-06
4.6277929105425094e-05,3.398014,-8.387805,0.0,2.333717e-06
4.68279904330045e-05,3.380255,-8.12138,0.0,2.361455e-06
4.738458981165818e-05,3.36255,-7.866751,0.0,2.389524e-06
4.79478049529241e-05,3.344901,-7.623168,0.0,2.417926e-06
4.8517714492022984e-05,3.327309,-7.389945,0.0,2.446665e-06
4.9094397998836864e-05,3.309774,-7.166449,0.0,2.475746e-06
4.967793598901858e-05,3.292297,-6.952099,0.0,2.505173e-06
5.026840993523328e-05,3.274881,-6.746358,0.0,2.53495e-06
5.086590227853346e-05,3.257524,-6.548732,0.0,2.56508e-06
5.147049643986942e-05,3.240229,-6.358763,0.0,2.595569e-06
5.208227683173588e-05,3.222995,-6.176027,0.0,2.62642e-06
5.270132886995823e-05,3.205825,-6.00013,0.0,2.657638e-06
5.332773898561765e-05,3.188719,-5.830708,0.0,2.689227e-06
5.3961594637118666e-05,3.171677,-5.66742,0.0,2.721191e-06
5.4602984322399884e-05,3.154701,-5.50995,0.0,2.753535e-06
5.5251997591289994e-05,3.13779,-5.358003,0.0,2.786264e-06
5.5908725058010655e-05,3.120947,-5.211303,0.0,2.819381e-06
5.657325841382748e-05,3.104172,-5.069594,0.0,2.852893e-06
5.724569043985249e-05,3.087466,-4.932633,0.0,2.886802e-06
5.7926115019997616e-05,3.070828,-4.800196,0.0,2.921115e-06
5.861462715408276e-05,3.054261,-4.67207,0.0,2.955835e-06
5.931132297109949e-05,3.037764,-4.548058,0.0,2.990968e-06
6.001629974263245e-05,3.021339,-4.427971,0.0,3.026519e-06
6.072965589644037e-05,3.004986,-4.311636,0.0,3.062493e-06
6.145149103019791e-05,2.988706,-4.198886,0.0,3.098893e-06
6.218190592540207e-05,2.972499,-4.089566,0.0,3.135727e-06
6.292100256144265e-05,2.956367,-3.983528,0.0,3.172998e-06
6.36688841298406e-05,2.940308,-3.880635,0.0,3.210713e-06
6.442565504865541e-05,2.924326,-3.780755,0.0,3.248875e-06
6.519142097706386e-05,2.908419,-3.683765,0.0,3.287492e-06
6.596628883011206e-05,2.892588,-3.589547,0.0,3.326567e-06
6.675036679364229e-05,2.876834,-3.497991,0.0,3.366107e-06
6.754376433939848e-05,2.861158,-3.408992,0.0,3.406116e-06
6.834659224030999e-05,2.84556,-3.322449,0.0,3.446602e-06
6.915896258595767e-05,2.83004,-3.238268,0.0,3.487568e-06
