source_x,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43,I_2,I_3,I_4
6.350852961085883e-06,4.722106,5.1833480000000005,-3.6799769999999996,-3.4302300000000003,0.05472556992,0.2595799008,0.2876140224,0.20485433088,0.23288845248,0.028034121600000017,1.0976771804783714,0.7793084272144674,0.7264195255252636
6.472154835824712e-06,4.718294,5.1884760000000005,-3.683096,-3.428432,0.055769852159999994,0.2598716736,0.2884395744,0.20410182144000003,0.23266972224000002,0.02856790079999999,1.0996508483786724,0.7805990894166408,0.7266253438213048
6.593456710563544e-06,4.714491000000001,5.19362,-3.686232,-3.426643,0.05681409120000001,0.26016405119999997,0.2892658176,0.20334995999999997,0.23245172639999997,0.029101766400000006,1.101628998761478,0.7818939520724505,0.7268320164361326
6.7147585853023735e-06,4.710697,5.198782,-3.6893849999999997,-3.4248629999999998,0.05785826112,0.26045720640000003,0.2900926656,0.20259894528000003,0.23223440448000002,0.02963545919999999,1.1036120557106517,0.7831930179334395,0.7270395442542792
6.8360604600412046e-06,4.706912,5.203961,-3.6925559999999997,-3.4230910000000003,0.058902379199999993,0.2607510528,0.29092011840000004,0.2018486736,0.23201773920000004,0.030169065600000045,1.1055998072621709,0.7844965021653262,0.727247715699805
6.957362334780036e-06,4.703136,5.209156,-3.6957440000000004,-3.421328,0.05994644543999999,0.26104559039999997,0.291748176,0.20109914495999998,0.23180173056000003,0.030702585600000054,1.1075920407149613,0.7858041953283937,0.7274567437556558
7.078664209518864e-06,4.699369,5.2143690000000005,-3.698951,-3.419574,0.06099044256,0.2613408192,0.2925769248,0.20035037664000002,0.23158648224000003,0.031236105600000008,1.1095891810155791,0.7871165256441875,0.7276666292857615
7.199966084257695e-06,4.695612000000001,5.2196,-3.702175,-3.417828,0.06203437919999999,0.2616368256,0.293406192,0.19960244640000002,0.23137181280000002,0.0317693664,1.1115909917599665,0.7884329028889098,0.727877005169933
7.3212679589965255e-06,4.691863,5.2248470000000005,-3.7054169999999997,-3.416091,0.06307825536,0.26193352319999996,0.2942361504,0.19885526783999996,0.23115789504,0.032302627200000045,1.1135975197911792,0.789753878150321,0.7280883947378686
7.442569833735356e-06,4.688123,5.230112999999999,-3.708677,-3.414362,0.06412207104,0.262230912,0.2950666272,0.19810884095999998,0.23094455615999998,0.032835715200000004,1.1156091681041644,0.7910792869555683,0.7283004306840926
7.5638717084741885e-06,4.684392,5.235396,-3.711955,-3.412642,0.0651658176,0.2625290784,0.29589779520000004,0.1973632608,0.23073197760000003,0.03336871680000003,1.1176255104184278,0.7924091322844032,0.7285133268095412
7.685173583213018e-06,4.68067,5.240697,-3.7152519999999996,-3.4109300000000005,0.06620950367999999,0.262827936,0.296729568,0.19661843231999998,0.23052006432,0.033901632000000015,1.1196467599723972,0.7937436307195336,0.728726870298483
7.806475457951848e-06,4.676957,5.246015,-3.7185669999999997,-3.4092260000000003,0.06725312064,0.26312748480000003,0.2975619456,0.19587436416000004,0.23030882496,0.034434460799999955,1.12167270299898,0.7950825718517404,0.7289410614636825
7.927777332690677e-06,4.673252,5.251352,-3.7219010000000003,-3.4075309999999996,0.06829667712000001,0.2634277248,0.298394928,0.19513104767999997,0.23009825088,0.03496720320000002,1.123704007402126,0.7964263429406333,0.7291562706226842
8.049079207429509e-06,4.669557,5.256707,-3.725254,-3.405844,0.06934015584,0.2637287424,0.2992285152,0.19438858656,0.22988835936,0.035499772799999996,1.1257399791886038,0.7977746068845503,0.7293719725447189
8.170381082168339e-06,4.66587,5.26208,-3.728625,-3.4041650000000003,0.07038356544,0.2640304512,0.3000627072,0.19364688576,0.22967914175999998,0.036032255999999985,1.1277810997734614,0.7991274939078886,0.7295884797476141
8.29168295690717e-06,4.662191,5.267472,-3.7320160000000002,-3.4024940000000004,0.07142691456,0.2643329376,0.300897504,0.19290602303999999,0.22947058943999998,0.0365645664,1.129827585356327,0.800485436997326,0.7298057930273557
8.412984831646001e-06,4.658521,5.272882,-3.7354260000000004,-3.4008309999999997,0.07247017727999999,0.2646360288,0.301732992,0.19216585152,0.22926281471999999,0.0370969632,1.1318789804747043,0.801848054350297,0.7300237564669129
8.534286706384831e-06,4.65486,5.27831,-3.7388550000000005,-3.399176,0.07351337951999999,0.2649398976,0.3025689984,0.19142651808,0.22905561888000003,0.03762910080000004,1.133935284842079,0.8032153491189854,0.7302423703398169
8.655588581123661e-06,4.651207,5.283758,-3.7423029999999997,-3.397529,0.074556504,0.265244544,0.3034056096,0.19068804000000003,0.22884910560000002,0.03816106559999999,1.1359971723468767,0.8045874973958371,0.7304617919606674
8.776890455862492e-06,4.647563,5.289224,-3.745771,-3.39589,0.07559955072,0.26554988160000004,0.30424282560000004,0.18995033088000002,0.22864327488000002,0.03869294400000001,1.1380639703001336,0.8059645452896497,0.7306818648827353
8.898192330601324e-06,4.643927,5.29471,-3.7492589999999995,-3.3942589999999995,0.07664251968,0.2658559104,0.3050806464,0.18921339071999999,0.22843812671999997,0.03922473599999998,1.1401363544258987,0.8073466701780626,0.730902746748603
9.019494205340154e-06,4.640299,5.300215000000001,-3.7527660000000003,-3.392636,0.07768541952,0.26616263040000004,0.305919072,0.18847721088000005,0.22823365248000002,0.03975644159999997,1.1422141116337547,0.8087336613438058,0.7311244383174447
9.140796080078984e-06,4.63668,5.305739,-3.756294,-3.391021,0.07872823296,0.266470128,0.3067581024,0.18774189503999997,0.22802986944,0.04028797440000004,1.144296996989225,0.8101257796526825,0.7313467826116963
