source_x,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43,I_2,I_3,I_4
7.2688398890973875e-06,2.849902,2.9979709999999997,-1.569731,-1.495356,0.06421004352000001,0.4665304512,0.49599768960000007,0.40232040768,0.4317876460800001,0.029467238400000095,1.051955821638779,0.5508017468670853,0.524704358255126
7.313826712085921e-06,2.849484,2.9984740000000003,-1.570007,-1.495166,0.06460730208,0.46664631360000003,0.49629568319999995,0.40203901152000004,0.43168838111999996,0.02964936959999992,1.0522866596197769,0.5509794053940994,0.524714650091034
7.358813535074455e-06,2.849066,2.998977,-1.570283,-1.494976,0.06500456928,0.4667622624,0.49659384959999997,0.40175769312000004,0.43158928032,0.029831587199999954,1.0526175946783962,0.5511571160513656,0.5247249449468703
7.40380035806299e-06,2.848648,2.9994810000000003,-1.57056,-1.494787,0.06540182784,0.4668782112,0.4968919296,0.40147638336,0.43149010176,0.0300137184,1.0529489779010957,0.5513352299055552,0.5247355938676874
7.448787181051525e-06,2.848231,2.9999860000000003,-1.570837,-1.4945979999999999,0.0657990864,0.46699424640000003,0.4971901824,0.40119516000000005,0.43139109600000003,0.03019593599999998,1.0532804396834385,0.5515132024052825,0.5247460616782837
7.493774004040057e-06,2.847813,3.00049,-1.571115,-1.494409,0.06619634496,0.46711036799999994,0.4974883488,0.40091402303999996,0.43129200384,0.030377980800000037,1.053612017362095,0.5516917718965396,0.524756716820943
7.538760827028592e-06,2.847396,3.000995,-1.571392,-1.49422,0.06659359488,0.4672264896,0.4977866879999999,0.40063289472,0.4311930931199999,0.030560198399999905,1.0539436734475993,0.5518698488022038,0.524767190794677
7.583747650017127e-06,2.846979,3.0015,-1.5716700000000001,-1.4940309999999999,0.0669908448,0.4673426112,0.4980850272,0.4003517664,0.43109418239999997,0.030742415999999995,1.0542754266891325,0.5520483291236079,0.5247776678366788
7.628734473005659e-06,2.846563,3.002006,-1.571949,-1.493843,0.06738809472,0.4674589056,0.49838336639999997,0.40007081087999996,0.43099527167999996,0.030924460799999998,1.0546072579458103,0.5522270190401547,0.5247883148906242
7.673721295994193e-06,2.846146,3.002512,-1.572228,-1.493655,0.06778534464,0.46757519999999997,0.4986818784,0.39978985536,0.43089653376000003,0.031106678400000032,1.0549395568603999,0.5524059552812821,0.5247991494463039
7.718708118982726e-06,2.84573,3.003018,-1.5725069999999999,-1.493467,0.06818258592,0.4676914944000001,0.498980304,0.3995089084800001,0.43079771808,0.03128880959999991,1.0552715823356396,0.5525847497830082,0.5248098027571133
7.763694941971261e-06,2.845314,3.003524,-1.572786,-1.493279,0.0685798272,0.46780787520000006,0.499278816,0.39922804800000006,0.4306989888,0.03147094079999996,1.0556037048986509,0.5527635965661435,0.5248204591830637
7.808681764959795e-06,2.844898,3.0040310000000003,-1.573066,-1.493092,0.06897705984,0.4679243424,0.49957741440000003,0.39894728256,0.43060035456,0.031653072000000004,1.0559362760984754,0.5529428471600739,0.5248314702319732
7.853668587948328e-06,2.8444830000000003,3.004538,-1.573346,-1.492904,0.06937430112,0.46804080959999994,0.4998760128,0.39866650847999996,0.43050171168,0.03183520320000005,1.0562685732345736,0.5531219557297407,0.5248419484314021
7.898655410936862e-06,2.844068,3.005045,-1.573626,-1.492717,0.06977153376,0.46815736319999995,0.5001746976,0.39838582943999995,0.43040316384,0.03201733440000004,1.0566009673467722,0.553301116569646,0.5248527812977749
7.943642233925399e-06,2.8436529999999998,3.005553,-1.573907,-1.492531,0.07016875776,0.4682740032,0.5004734688000001,0.39810524544000003,0.4303047110400001,0.03219946560000009,1.0569338101378756,0.5534806813630214,0.5248639689863708
7.98862905691393e-06,2.843238,3.006061,-1.574188,-1.4923440000000001,0.07056599039999999,0.46839064319999996,0.50077224,0.39782465279999996,0.4302062496,0.03238159680000002,1.057266750092676,0.5536602985750753,0.5248748082292092
8.033615879902464e-06,2.842823,3.006569,-1.5744690000000001,-1.492158,0.0709632144,0.4685073696,0.5010710112,0.39754415519999997,0.4301077968,0.03256364159999997,1.0575997872537262,0.5538399682287641,0.5248860023997274
8.078602702890999e-06,2.842409,3.007078,-1.574751,-1.491971,0.0713604384,0.468624096,0.5013698688,0.3972636576,0.4300094304,0.03274577280000002,1.057932901281976,0.5540198472492875,0.52489666335844
8.123589525879532e-06,2.8419939999999997,3.007587,-1.575033,-1.4917850000000001,0.07175765376,0.4687409087999999,0.5016688128000001,0.3969832550399999,0.4299111590400001,0.032927904000000174,1.05826648472868,0.5541999736804512,0.5249078639856384
8.168576348868066e-06,2.84158,3.008096,-1.575315,-1.4916,0.07215486911999999,0.4688577216,0.5019677567999999,0.39670285248000003,0.4298128876799999,0.03311003519999994,1.058599793072868,0.5543799576292063,0.5249192350734451
8.2135631718566e-06,2.841167,3.0086060000000003,-1.575598,-1.491414,0.07255208448,0.4689747072,0.5022667872000001,0.39642262272,0.42971470272000006,0.03329208000000006,1.0589331778103859,0.5545601508112687,0.5249300727482756
8.258549994845134e-06,2.840753,3.009116,-1.5758809999999999,-1.4912290000000001,0.07294929984,0.4690916064,0.502565904,0.39614230656000005,0.42961660416,0.03347429759999998,1.0592670323678266,0.5547405916670686,0.52494145038305
8.303536817833666e-06,2.8403400000000003,3.009626,-1.576164,-1.491044,0.07334650656,0.4692086784,0.5028649344,0.39586217184000005,0.42951842784000005,0.033656255999999996,1.0596006111944343,0.5549208897526352,0.5249526465141496
