source_x,mu_1,mu_2,td_1,td_2
1.5695268826587677e-05,-4.003635,6.456232,9.468529e-07,0.0
1.5992847286679198e-05,-3.976221,6.443316,9.591321e-07,0.0
1.6296067761628117e-05,-3.948556,6.430152,9.716736e-07,0.0
1.6605037222656883e-05,-3.920641,6.41673,9.844828e-07,0.0
1.6919864669136176e-05,-3.892477,6.403039,9.975654e-07,0.0
1.7240661167038095e-05,-3.864065,6.389066,1.010927e-06,0.0
1.756753988811842e-05,-3.835406,6.374801,1.024574e-06,0.0
1.7900616149841754e-05,-3.806501,6.360231,1.038512e-06,0.0
1.824000745606365e-05,-3.777353,6.345342,1.052748e-06,0.0
1.8585833538484016e-05,-3.747962,6.330123,1.067287e-06,0.0
1.8938216398886532e-05,-3.71833,6.314559,1.082136e-06,0.0
1.9297280352178875e-05,-3.68846,6.298637,1.097301e-06,0.0
1.9663152070248976e-05,-3.658353,6.282342,1.112789e-06,0.0
2.0035960626652806e-05,-3.628012,6.26566,1.128607e-06,0.0
2.041583754214938e-05,-3.597439,6.248577,1.144761e-06,0.0
2.080291683109918e-05,-3.566637,6.231077,1.161259e-06,0.0
2.1197335048742227e-05,-3.535608,6.213144,1.178108e-06,0.0
2.1599231339372386e-05,-3.504356,6.194765,1.195314e-06,0.0
2.2008747485425448e-05,-3.472883,6.175922,1.212886e-06,0.0
2.2426027957497488e-05,-3.441194,6.156601,1.23083e-06,0.0
2.2851219965311755e-05,-3.40929,6.136786,1.249155e-06,0.0
2.3284473509651877e-05,-3.377177,6.116461,1.267868e-06,0.0
2.3725941435279655e-05,-3.344857,6.095611,1.286977e-06,0.0
2.4175779484856224e-05,-3.312336,6.07422,1.306489e-06,0.0
2.4634146353885498e-05,-3.279616,6.052273,1.326414e-06,0.0
2.5101203746699338e-05,-3.246704,6.029755,1.34676e-06,0.0
2.5577116433504225e-05,-3.213603,6.006651,1.367534e-06,0.0
2.6062052308509465e-05,-3.180318,5.982947,1.388747e-06,0.0
2.655618244915753e-05,-3.146854,5.958631,1.410405e-06,0.0
2.705968117647738e-05,-3.113217,5.933687,1.432519e-06,0.0
2.7572726116582066e-05,-3.079411,5.908105,1.455096e-06,0.0
2.8095498263332335e-05,-3.045444,5.881872,1.478148e-06,0.0
2.8628182042188267e-05,-3.01132,5.854978,1.501682e-06,0.0
2.9170965375271598e-05,-2.977045,5.827412,1.525709e-06,0.0
2.972403974766154e-05,-2.942626,5.799166,1.550237e-06,0.0
3.0287600274947607e-05,-2.908069,5.770233,1.575278e-06,0.0
3.0861845772063186e-05,-2.87338,5.740605,1.600841e-06,0.0
3.144697882342419e-05,-2.838567,5.710277,1.626935e-06,0.0
3.2043205854397565e-05,-2.803637,5.679246,1.653572e-06,0.0
3.265073720412472e-05,-2.768595,5.647508,1.680762e-06,0.0
3.3269787199725763e-05,-2.733451,5.615063,1.708516e-06,0.0
3.390057423191064e-05,-2.698211,5.581911,1.736844e-06,0.0
3.454332083202373e-05,-2.662882,5.548054,1.765757e-06,0.0
3.519825375054934e-05,-2.627474,5.513496,1.795268e-06,0.0
3.586560403710549e-05,-2.591992,5.478242,1.825387e-06,0.0
3.65456071219545e-05,-2.556446,5.4423,1.856125e-06,0.0
3.723850289905898e-05,-2.520843,5.405678,1.887495e-06,0.0
3.794453581071219e-05,-2.485192,5.368387,1.919509e-06,0.0
3.8663954933773765e-05,-2.449502,5.330439,1.952179e-06,0.0
3.939701406753961e-05,-2.413779,5.291848,1.985518e-06,0.0
4.014397182327824e-05,-2.378034,5.25263,2.019537e-06,0.0
4.090509171546462e-05,-2.342274,5.212802,2.05425e-06,0.0
4.168064225474371e-05,-2.306509,5.172384,2.08967e-06,0.0
4.247089704265669e-05,-2.270747,5.131395,2.12581e-06,0.0
4.3276134868163055e-05,-2.234996,5.089859,2.162684e-06,0.0
4.409663980599283e-05,-2.199266,5.047798,2.200305e-06,0.0
4.493270131686348e-05,-2.163565,5.005238,2.238688e-06,0.0
4.57846143495969e-05,-2.127902,4.962205,2.277846e-06,0.0
4.665267944517254e-05,-2.092287,4.918725,2.317795e-06,0.0
4.753720284275337e-05,-2.056727,4.874828,2.358549e-06,0.0
4.843849658772201e-05,-2.021231,4.830543,2.400122e-06,0.0
4.9356878641765275e-05,-1.985809,4.785901,2.442531e-06,0.0
5.02926729950458e-05,-1.950468,4.740931,2.485791e-06,0.0
5.1246209780500524e-05,-1.915219,4.695666,2.529917e-06,0.0
5.2217825390306163e-05,-1.880068,4.650137,2.574926e-06,0.0
5.320786259455287e-05,-1.845025,4.604377,2.620833e-06,0.0
5.4216670662167895e-05,-1.810097,4.558419,2.667657e-06,0.0
5.5244605484132e-05,-1.775294,4.512295,2.715413e-06,0.0
5.6292029699031905e-05,-1.740623,4.466038,2.76412e-06,0.0
5.735931282099344e-05,-1.706093,4.41968,2.813794e-06,0.0
5.844683137003954e-05,-1.671711,4.373255,2.864453e-06,0.0
5.95549690049211e-05,4.326793,-1.637485,0.0,2.916116e-06
6.068411665846504e-05,4.280327,-1.603422,0.0,2.968802e-06
6.183467267548907e-05,4.233887,-1.569531,0.0,3.022529e-06
6.300704295333132e-05,4.187504,-1.535818,0.0,3.077317e-06
6.420164108504419e-05,4.141208,-1.50229,0.0,3.133185e-06
6.541888850530323e-05,4.095028,-1.468955,0.0,3.190153e-06
6.665921463908245e-05,4.048991,-1.435819,0.0,3.248242e-06
6.792305705314839e-05,4.003125,-1.402889,0.0,3.307472e-06
6.921086161042649e-05,3.957456,-1.370171,0.0,3.367865e-06
7.052308262729426e-05,3.91201,-1.337671,0.0,3.429442e-06
7.186018303385673e-05,3.86681,-1.305396,0.0,3.492225e-06
7.322263453726043e-05,3.821881,-1.27335,0.0,3.556236e-06
7.461091778810423e-05,3.777243,-1.241539,0.0,3.621499e-06
7.602552255000471e-05,3.732917,-1.209969,0.0,3.688036e-06
7.746694787237698e-05,3.688925,-1.178645,0.0,3.755871e-06
7.893570226649104e-05,3.645284,-1.147572,0.0,3.825029e-06
8.043230388486628e-05,3.602012,-1.116753,0.0,3.895533e-06
8.195728070406712e-05,3.559125,-1.086194,0.0,3.967409e-06
8.351117071096465e-05,3.516639,-1.055899,0.0,4.040682e-06
8.509452209252947e-05,3.474568,-1.025872,0.0,4.115379e-06
8.670789342922319e-05,3.432925,-0.996116,0.0,4.191525e-06
8.835185389205636e-05,3.391722,-0.9666349,0.0,4.269148e-06
9.002698344338275e-05,3.35097,-0.9374319,0.0,4.348276e-06
9.173387304150066e-05,3.31068,-0.9085101,0.0,4.428935e-06
9.347312484913318e-05,3.27086,-0.8798724,0.0,4.511155e-06
9.524535244586145e-05,3.231518,-0.8515212,0.0,4.594966e-06
9.70511810445855e-05,3.192663,-0.823459,0.0,4.680396e-06
9.889124771208901e-05,3.154299,-0.795688,0.0,4.767476e-06
0.00010076620159378629,3.116432,-0.7682101,0.0,4.856236e-06
0.00010267670414272987,3.079068,-0.741027,0.0,4.946708e-06
0.0001046234293529608,3.042209,-0.7141404,0.0,5.038925e-06
0.00010660706399728165,3.00586,-0.6875515,0.0,5.132917e-06
0.00010862830786954009,2.970021,-0.6612616,0.0,5.22872e-06
0.0001106878740315039,2.934696,-0.6352715,0.0,5.326367e-06
0.00011278648906441764,2.899885,-0.6095821,0.0,5.425891e-06
0.00011492489332532864,2.865589,-0.584194,0.0,5.527329e-06
0.00011710384120827286,2.831807,-0.5591075,0.0,5.630716e-06
0.00011932410141041278,2.798539,-0.534323,0.0,5.736089e-06
0.00012158645720322115,2.765783,-0.5098404,0.0,5.843484e-06
0.00012389170670880635,2.733539,-0.4856598,0.0,5.952941e-06
0.0001262406631814769,2.701804,-0.4617809,0.0,6.064497e-06
0.00012863415529464406,2.670575,-0.4382032,0.0,6.178192e-06
0.00013107302743316457,2.639851,-0.4149263,0.0,6.294066e-06
0.00013355813999122546,2.609626,-0.3919495,0.0,6.412159e-06
0.00013609036967587737,2.579899,-0.3692719,0.0,6.532515e-06
0.00013867060981632217,2.550665,-0.3468927,0.0,6.655174e-06
0.00014129977067906508,2.52192,-0.3248106,0.0,6.780181e-06
0.00014397877978904175,2.493659,-0.3030246,0.0,6.90758e-06
0.00014670858225683384,2.465879,-0.2815334,0.0,7.037414e-06
0.0001494901411120886,2.438574,-0.2603354,0.0,7.169732e-06
0.00015232443764326027,2.411739,-0.2394292,0.0,7.304578e-06
0.00015521247174379144,2.385369,-0.2188132,0.0,7.442001e-06
0.0001581552622648607,2.35946,-0.1984856,0.0,7.582049e-06
0.0001611538473748158,2.334004,-0.1784446,0.0,7.724771e-06
0.0001642092849254224,2.308998,-0.1586884,0.0,7.870219e-06
0.00016732265282505725,2.284434,-0.1392148,0.0,8.018442e-06
0.00017049504941897618,2.260308,-0.120022,0.0,8.169494e-06
0.00017372759387679273,2.236613,-0.1011077,0.0,8.323428e-06
0.00017702142658730264,2.213344,-0.08246979,0.0,8.480298e-06
0.00018037770956079454,2.190495,-0.06410596,0.0,8.640159e-06
0.0001837976268389879,2.168059,-0.04601391,0.0,8.803068e-06
0.00018728238491274392,2.146031,-0.02819126,0.0,8.969082e-06
