source_x,mu_1,mu_2,td_1,td_2,I
4.8e-05,4.039422,-52.99771,0.0,0.3267753408,13.120122136285834
7.68888888888889e-05,3.3063239999999996,-7.123487,0.0,0.52344576,2.1545036118662297
0.00010577777777777778,2.858145,-3.392122,0.0,0.7201160928,1.186826420632963
0.00013466666666666667,2.5558110000000003,-2.0096830000000003,0.0,0.9167860800000001,0.7863190979301679
0.00016355555555555557,2.338093,-1.28916,0.0,1.1134566719999999,0.5513724218839884
0.0001924444444444445,2.173829,-0.846988,0.0,1.3101272640000001,0.38962954307813535
0.0002213333333333333,2.045486,-0.5479814000000001,0.0,1.5067969919999997,0.2678978981034337
0.00025022222222222215,1.9424419999999998,-0.3322974,0.0,1.703467584,0.17107198052760395
0.00027911111111111116,1.8578869999999998,-0.16936679999999998,0.0,1.900138176,0.09116098018878435
0.000308,1.7872560000000002,-0.04194426,0.0,2.096807904,0.023468523815278836
