source_x,mu_1,mu_2,td_1,td_2,I
4.5e-05,4.143175,-129.5651,0.0,0.306351936,31.27193517049123
7.422222222222223e-05,3.3588419999999997,-7.814746,0.0,0.5052915648,2.3266191145638886
0.00010344444444444444,2.887775,-3.561347,0.0,0.7042311936000001,1.233249474076062
0.00013266666666666667,2.5735360000000003,-2.076727,0.0,0.903171168,0.806954711338796
0.00016188888888888888,2.348984,-1.32122,0.0,1.102110624,0.5624644527165787
0.00019111111111111108,2.180518,-0.8636020000000001,0.0,1.30105008,0.3960535982734378
0.0002203333333333333,2.049458,-0.5567049,0.0,1.4999895359999997,0.27163518354608873
0.00024955555555555554,1.94459,-0.3365951,0.0,1.6989289919999997,0.17309309417409324
0.00027877777777777775,1.8587759999999998,-0.1710192,0.0,1.897868448,0.09200635256749605
0.000308,1.7872560000000002,-0.04194426,0.0,2.096807904,0.023468523815278836
