theta,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43
0.003141592653589793,5.6458699999999995,11.499239999999999,-7.190658999999999,-7.162335000000001,0.2339708544,0.2936975328,0.2943320544,0.05972667839999998,0.060361199999999976,0.0006345215999999931
0.068329640215578,5.649758,11.51421,-7.493682000000001,-6.878117,0.233343504,0.2868238944,0.30061895040000003,0.053480390399999994,0.06727544640000002,0.013795056000000028
0.1335176877775662,5.660758,11.555530000000001,-7.811983000000001,-6.6119639999999995,0.2315780064,0.27943410240000005,0.3063542688,0.04785609600000004,0.07477626239999999,0.026920166399999945
0.1987057353395544,5.678937,11.620330000000001,-8.142572999999999,-6.364089,0.2286918144,0.2715488064,0.311524704,0.04285699200000001,0.08283288959999999,0.03997589759999998
0.26389378290154264,5.7044,11.70384,-8.481011,-6.134256,0.2247128352,0.2631915072,0.31611902399999997,0.03847867200000002,0.09140618879999998,0.05292751679999996
0.32908183046353084,5.737298,11.79924,-8.821171000000001,-5.921938,0.2196792576,0.254389248,0.3201276384,0.0347099904,0.10044838080000001,0.06573839040000001
0.3942698780255191,5.777826,11.8977,-9.155133,-5.726426,0.2136374784,0.2451721824,0.323542944,0.031534704,0.1099054656,0.0783707616
0.4594579255875073,5.826224,11.98858,-9.47332,-5.546908999999999,0.20664158400000002,0.235574784,0.3263590656,0.028933199999999992,0.11971748159999998,0.09078428159999999
0.5246459731494955,5.882781,12.05998,-9.764983,-5.382536,0.1987510176,0.2256356736,0.32857168319999996,0.026884656000000007,0.12982066559999997,0.10293600959999996
0.5898340207114836,5.947838,12.099689999999999,-10.019110000000001,-5.232457,0.1900293696,0.215398224,0.33017811840000005,0.0253688544,0.14014874880000006,0.11477989440000005
0.6550220682734719,6.0217849999999995,12.09648,-10.225710000000001,-5.095843,0.1805425632,0.204910992,0.33117698879999996,0.02436842879999998,0.15063442559999995,0.12626599679999997
0.7202101158354601,6.105071,12.0416,-10.37728,-4.97191,0.1703571264,0.19422728639999998,0.33156872640000007,0.023870159999999974,0.16121160000000007,0.1373414400000001
0.7853981633974483,6.1982,11.930069999999999,-10.470080000000001,-4.859928,0.1595388096,0.1834055136,0.3313549728,0.02386670399999999,0.17181616319999998,0.1479494592
0.8505862109594364,6.3017389999999995,11.76143,-10.50491,-4.759224,0.14815137599999997,0.1725086592,0.33053875200000005,0.024357283200000024,0.18238737600000007,0.15803009280000005
0.9157742585214248,6.416313,11.5397,-10.48703,-4.669188,0.1362559104,0.1616031648,0.3291245568,0.02534725439999999,0.1928686464,0.16752139200000002
0.980962306083413,6.542609,11.27255,-10.42537,-4.589269,0.12391038720000001,0.1507582368,0.32711817600000004,0.026847849599999987,0.2032077888,0.17635993920000004
1.0461503536454009,6.681374000000001,10.97002,-10.3312,-4.518979,0.11116949759999999,0.1400443776,0.32452660800000005,0.028874880000000006,0.21335711040000005,0.18448223040000006
1.1113384012073892,6.833409,10.64299,-10.216660000000001,-4.457889,0.09808464959999999,0.1295318304,0.3213582336,0.0314471808,0.223273584,0.1918264032
1.1765264487693774,6.999560000000001,10.302,-10.09352,-4.405627,0.08470458144000001,0.11928919680000001,0.3176226432,0.03458461536,0.23291806176,0.1983334464
1.2417144963313658,7.180702,9.956351,-9.972274,-4.361873999999999,0.07107539616000001,0.10938188160000001,0.3133306368,0.038306485439999996,0.24225524063999998,0.2039487552
1.306902543893354,7.377714,9.613675,-9.861701,-4.326365,0.05724119232000001,0.09987071039999999,0.3084944832,0.042629518079999984,0.25125329088,0.2086237728
1.372090591455342,7.5914410000000005,9.279816,-9.768716,-4.298886,0.04324442688,0.09081063360000001,0.3031274016,0.04756620672000001,0.25988297472,0.212316768
1.4372786390173304,7.822638,8.958967,-9.698437,-4.2792699999999995,0.02912631264,0.08224989696,0.29724408,0.05312358432,0.26811776736000004,0.21499418304
1.5024666865793186,8.071894,8.653908,-9.654354,-4.267402,0.014927146559999998,0.07422922944,0.2908605024,0.05930208288,0.27593335584,0.21663127296
1.5676547341413067,8.33952,8.366286,-9.638499000000001,-4.2632080000000006,0.0006866523359999999,0.0667812384,0.28399412160000004,0.066094586064,0.283307469264,0.21721288320000004
