theta,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
0.0031415926535897933,-6.495088,9.677141,-6.508316,6.121769,2.81584e-06,1.805332e-06,2.810734e-06,0.0
0.018944755698920266,-6.461897,9.677069,-6.54166,6.121997,2.828516e-06,1.804997e-06,2.797726e-06,0.0
0.03474791874425074,-6.428836,9.676891,-6.575095,6.122552,2.840951e-06,1.804184e-06,2.784484e-06,0.0
0.05055108178958122,-6.395917,9.676607,-6.608604,6.123434,2.853143e-06,1.802893e-06,2.77101e-06,0.0
0.06635424483491169,-6.363157,9.676214,-6.642169,6.124642,2.865089e-06,1.801124e-06,2.757307e-06,0.0
0.08215740788024216,-6.330568,9.675706,-6.675773,6.126178,2.876787e-06,1.798879e-06,2.743379e-06,0.0
0.09796057092557264,-6.298164,9.67508,-6.709398,6.128041,2.888235e-06,1.796157e-06,2.729227e-06,0.0
0.11376373397090311,-6.265958,9.674327,-6.743025,6.130232,2.899431e-06,1.79296e-06,2.714856e-06,0.0
0.12956689701623358,-6.233961,9.673441,-6.776633,6.13275,2.910372e-06,1.78929e-06,2.700268e-06,0.0
0.14537006006156405,-6.202185,9.672413,-6.810204,6.135596,2.921056e-06,1.785147e-06,2.685466e-06,0.0
0.16117322310689453,-6.170641,9.671234,-6.843718,6.138771,2.931481e-06,1.780533e-06,2.670454e-06,0.0
0.176976386152225,-6.13934,9.669893,-6.877153,6.142275,2.941645e-06,1.77545e-06,2.655235e-06,0.0
0.1927795491975555,-6.108292,9.668378,-6.910488,6.146108,2.951547e-06,1.7699e-06,2.639813e-06,0.0
0.20858271224288596,-6.077506,9.666677,-6.943702,6.150271,2.961184e-06,1.763886e-06,2.62419e-06,0.0
0.22438587528821644,-6.046991,9.664776,-6.976774,6.154765,2.970555e-06,1.757408e-06,2.608371e-06,0.0
0.2401890383335469,-6.016756,9.662663,-7.009681,6.159589,2.979658e-06,1.750471e-06,2.592359e-06,0.0
0.2559922013788774,-5.986809,9.660321,-7.042401,6.164744,2.988491e-06,1.743076e-06,2.576158e-06,0.0
0.2717953644242079,-5.957157,9.657735,-7.074912,6.170232,2.997054e-06,1.735226e-06,2.559772e-06,0.0
0.28759852746953835,-5.927808,9.654889,-7.10719,6.176053,3.005343e-06,1.726924e-06,2.543204e-06,0.0
0.3034016905148688,-5.898769,9.651766,-7.139213,6.182207,3.013359e-06,1.718174e-06,2.526459e-06,0.0
0.3192048535601993,-5.870045,9.64835,-7.170959,6.188696,3.021099e-06,1.708978e-06,2.50954e-06,0.0
0.33500801660552976,-5.841643,9.644621,-7.202404,6.19552,3.028562e-06,1.69934e-06,2.492452e-06,0.0
0.3508111796508602,-5.813569,9.640563,-7.233525,6.202679,3.035747e-06,1.689264e-06,2.475199e-06,0.0
0.3666143426961907,-5.785826,9.636156,-7.264301,6.210176,3.042652e-06,1.678753e-06,2.457786e-06,0.0
0.3824175057415212,-5.758422,9.631382,-7.294707,6.21801,3.049278e-06,1.66781e-06,2.440215e-06,0.0
0.3982206687868517,-5.731359,9.626223,-7.324724,6.226182,3.055621e-06,1.656441e-06,2.422493e-06,0.0
0.41402383183218217,-5.704642,9.620659,-7.354327,6.234694,3.061683e-06,1.644649e-06,2.404622e-06,0.0
0.42982699487751264,-5.678275,9.614673,-7.383496,6.243547,3.06746e-06,1.632438e-06,2.386609e-06,0.0
0.4456301579228431,-5.652261,9.608244,-7.41221,6.252741,3.072954e-06,1.619813e-06,2.368458e-06,0.0
0.4614333209681736,-5.626603,9.601356,-7.440448,6.262277,3.078162e-06,1.606778e-06,2.350172e-06,0.0
0.47723648401350405,-5.601306,9.593989,-7.46819,6.272157,3.083083e-06,1.593337e-06,2.331758e-06,0.0
0.4930396470588345,-5.57637,9.586126,-7.495417,6.282382,3.087719e-06,1.579496e-06,2.31322e-06,0.0
0.508842810104165,-5.551799,9.577749,-7.522109,6.292952,3.092066e-06,1.565258e-06,2.294562e-06,0.0
0.5246459731494955,-5.527595,9.568842,-7.548249,6.303869,3.096126e-06,1.55063e-06,2.275791e-06,0.0
0.5404491361948259,-5.50376,9.559388,-7.573821,6.315134,3.099897e-06,1.535616e-06,2.25691e-06,0.0
0.5562522992401564,-5.480296,9.549371,-7.598807,6.326748,3.103379e-06,1.52022e-06,2.237925e-06,0.0
0.5720554622854869,-5.457203,9.538778,-7.623193,6.338711,3.106571e-06,1.504449e-06,2.218842e-06,0.0
0.5878586253308173,-5.434485,9.527593,-7.646965,6.351027,3.109473e-06,1.488307e-06,2.199665e-06,0.0
0.6036617883761478,-5.41214,9.515804,-7.670109,6.363694,3.112085e-06,1.471799e-06,2.1804e-06,0.0
0.6194649514214783,-5.390172,9.503399,-7.692613,6.376715,3.114406e-06,1.454932e-06,2.161053e-06,0.0
0.6352681144668088,-5.36858,9.490366,-7.714468,6.390091,3.116436e-06,1.43771e-06,2.141628e-06,0.0
0.6510712775121392,-5.347365,9.476696,-7.735663,6.403822,3.118175e-06,1.420139e-06,2.122131e-06,0.0
0.6668744405574697,-5.326527,9.462379,-7.75619,6.417911,3.119623e-06,1.402224e-06,2.102568e-06,0.0
0.6826776036028002,-5.306068,9.447409,-7.776043,6.432358,3.12078e-06,1.383971e-06,2.082944e-06,0.0
0.6984807666481306,-5.285987,9.431777,-7.795215,6.447164,3.121646e-06,1.365386e-06,2.063265e-06,0.0
0.7142839296934611,-5.266284,9.41548,-7.813703,6.46233,3.12222e-06,1.346475e-06,2.043537e-06,0.0
0.7300870927387916,-5.24696,9.398512,-7.831504,6.477858,3.122503e-06,1.327243e-06,2.023765e-06,0.0
0.745890255784122,-5.228014,9.380872,6.493748,-7.848616,3.122495e-06,1.307696e-06,0.0,2.003955e-06
0.7616934188294526,-5.209446,9.362558,6.510001,-7.86504,3.122196e-06,1.28784e-06,0.0,1.984113e-06
0.7774965818747831,-5.191256,9.343571,6.526619,-7.880776,3.121607e-06,1.267681e-06,0.0,1.964246e-06
0.7932997449201136,-5.173444,9.32391,6.543603,-7.895827,3.120727e-06,1.247224e-06,0.0,1.944358e-06
0.809102907965444,-5.156009,9.30358,6.560953,-7.910198,3.119557e-06,1.226476e-06,0.0,1.924455e-06
0.8249060710107745,-5.13895,9.282584,6.57867,-7.923894,3.118098e-06,1.205442e-06,0.0,1.904545e-06
0.840709234056105,-5.122267,9.260928,6.596755,-7.936922,3.116349e-06,1.184129e-06,0.0,1.884631e-06
0.8565123971014355,-5.10596,9.238618,6.615209,-7.94929,3.114312e-06,1.162543e-06,0.0,1.864722e-06
0.8723155601467659,-5.090028,9.215662,6.634032,-7.961007,3.111987e-06,1.140689e-06,0.0,1.844822e-06
0.8881187231920964,-5.074469,9.19207,6.653225,-7.972084,3.109374e-06,1.118574e-06,0.0,1.824937e-06
0.9039218862374269,-5.059284,9.167851,6.672789,-7.982533,3.106475e-06,1.096203e-06,0.0,1.805074e-06
0.9197250492827573,-5.044471,9.143017,6.692724,-7.992366,3.103289e-06,1.073583e-06,0.0,1.785239e-06
0.9355282123280878,-5.03003,9.117581,6.713031,-8.001597,3.099818e-06,1.050719e-06,0.0,1.765437e-06
0.9513313753734183,-5.01596,9.091557,6.733709,-8.010243,3.096062e-06,1.027619e-06,0.0,1.745675e-06
0.9671345384187487,-5.002259,9.06496,6.754759,-8.018317,3.092022e-06,1.004287e-06,0.0,1.725959e-06
0.9829377014640792,-4.988927,9.037804,6.776181,-8.025838,3.0877e-06,9.807296e-07,0.0,1.706294e-06
0.9987408645094097,-4.975964,9.010108,6.797975,-8.032822,3.083096e-06,9.569533e-07,0.0,1.686687e-06
1.0145440275547402,-4.963368,8.981887,6.82014,-8.039288,3.07821e-06,9.32964e-07,0.0,1.667143e-06
1.0303471906000707,-4.951137,8.953162,6.842676,-8.045255,3.073045e-06,9.087677e-07,0.0,1.647669e-06
1.046150353645401,-4.939272,8.92395,6.865584,-8.050743,3.067601e-06,8.843705e-07,0.0,1.62827e-06
1.0619535166907317,-4.927772,8.894271,-8.05577,6.888861,3.061879e-06,8.597783e-07,1.608952e-06,0.0
1.077756679736062,-4.916634,8.864145,-8.060359,6.912508,3.055881e-06,8.349972e-07,1.589722e-06,0.0
1.0935598427813926,-4.905859,8.833594,-8.064529,6.936523,3.049608e-06,8.100332e-07,1.570584e-06,0.0
1.109363005826723,-4.895446,8.802638,-8.068302,6.960905,3.04306e-06,7.848923e-07,1.551545e-06,0.0
1.1251661688720536,-4.885393,8.771298,-8.071698,6.985653,3.03624e-06,7.595806e-07,1.53261e-06,0.0
1.140969331917384,-4.875699,8.739597,-8.074739,7.010766,3.029149e-06,7.341039e-07,1.513785e-06,0.0
1.1567724949627145,-4.866364,8.707557,-8.077447,7.03624,3.021788e-06,7.084684e-07,1.495076e-06,0.0
1.1725756580080449,-4.857388,8.675201,-8.079842,7.062075,3.014159e-06,6.8268e-07,1.476488e-06,0.0
1.1883788210533754,-4.848768,8.642549,-8.081945,7.088268,3.006263e-06,6.567446e-07,1.458026e-06,0.0
1.2041819840987058,-4.840504,8.609626,-8.083777,7.114817,2.998102e-06,6.306682e-07,1.439696e-06,0.0
1.2199851471440364,-4.832595,8.576453,-8.08536,7.141718,2.989678e-06,6.044567e-07,1.421503e-06,0.0
1.2357883101893667,-4.825041,8.543052,-8.086712,7.168969,2.980992e-06,5.78116e-07,1.403453e-06,0.0
1.2515914732346973,-4.817841,8.509447,-8.087855,7.196566,2.972045e-06,5.516521e-07,1.38555e-06,0.0
1.2673946362800277,-4.810993,8.47566,-8.088806,7.224506,2.962841e-06,5.250709e-07,1.3678e-06,0.0
1.2831977993253583,-4.804498,8.441712,-8.089586,7.252784,2.953379e-06,4.983782e-07,1.350207e-06,0.0
1.2990009623706886,-4.798354,8.407625,-8.090211,7.281397,2.943664e-06,4.715799e-07,1.332777e-06,0.0
1.3148041254160192,-4.792561,8.37342,-8.090701,7.310339,2.933696e-06,4.446819e-07,1.315515e-06,0.0
1.3306072884613496,-4.787119,8.33912,-8.091071,7.339606,2.923477e-06,4.176901e-07,1.298424e-06,0.0
1.3464104515066802,-4.782026,8.304744,-8.091337,7.369193,2.913009e-06,3.906103e-07,1.28151e-06,0.0
1.3622136145520105,-4.777282,8.270313,-8.091515,7.399092,2.902295e-06,3.634483e-07,1.264778e-06,0.0
1.378016777597341,-4.772886,8.235847,-8.091619,7.429299,2.891337e-06,3.3621e-07,1.248231e-06,0.0
1.3938199406426715,-4.768839,8.201365,-8.091663,7.459806,2.880137e-06,3.089011e-07,1.231874e-06,0.0
1.409623103688002,-4.765139,8.166888,-8.091659,7.490607,2.868696e-06,2.815276e-07,1.215711e-06,0.0
1.4254262667333324,-4.761786,8.132433,-8.091618,7.521694,2.857019e-06,2.540952e-07,1.199746e-06,0.0
1.441229429778663,-4.75878,8.098018,-8.091552,7.55306,2.845105e-06,2.266096e-07,1.183984e-06,0.0
1.4570325928239933,-4.756121,8.063661,-8.091471,7.584695,2.83296e-06,1.990768e-07,1.168428e-06,0.0
1.472835755869324,-4.753807,8.02938,-8.091381,7.616591,2.820583e-06,1.715024e-07,1.153081e-06,0.0
1.4886389189146543,-4.751839,7.99519,-8.091292,7.648738,2.807979e-06,1.438923e-07,1.137948e-06,0.0
1.5044420819599849,-4.750217,7.961108,-8.091209,7.681128,2.79515e-06,1.162522e-07,1.123032e-06,0.0
1.5202452450053154,-4.748941,7.927149,-8.091138,7.713748,2.782098e-06,8.858788e-08,1.108337e-06,0.0
1.5360484080506458,-4.748009,7.893328,-8.091083,7.74659,2.768826e-06,6.090514e-08,1.093866e-06,0.0
1.5518515710959764,-4.747423,7.85966,-8.091047,7.77964,2.755337e-06,3.320973e-08,1.079621e-06,0.0
1.5676547341413067,-4.747182,7.826158,-8.091032,7.812887,2.741633e-06,5.507408e-09,1.065607e-06,0.0
