theta,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43
0.003141592653589793,6.706291,8.393968,-6.154047,-6.148695,0.0779903424,0.19681341119999998,0.1970391744,0.11882306879999999,0.119048832,0.0002257632000000065
0.068329640215578,6.708053,8.392182,-6.209491000000001,-6.09322,0.07780608576,0.1943800416,0.19928695680000003,0.11657395584,0.12148087104000002,0.004906915200000028
0.1335176877775662,6.713025,8.387135,-6.264579,-6.038039,0.07728658847999999,0.1917878688,0.20135606399999997,0.11450128032000002,0.12406947551999999,0.009568195199999963
0.1987057353395544,6.721199,8.378815,-6.318994,-5.9834510000000005,0.07643434752,0.1890476064,0.20323811519999999,0.11261325888000001,0.12680376767999998,0.014190508799999973
0.26389378290154264,6.732562,8.367208999999999,-6.372424,-5.929739,0.07525344096,0.18617065919999998,0.20492576640000001,0.11091721823999998,0.12967232544,0.018755107200000037
0.32908183046353084,6.747093,8.352299,-6.424562,-5.877174,0.0737494848,0.18316912319999998,0.2064124512,0.10941963839999998,0.13266296640000003,0.023243328000000035
0.3942698780255191,6.764766000000001,8.334073,-6.475116000000001,-5.826007,0.07192962432,0.1800559584,0.2076924672,0.10812633408,0.13576284288,0.027636508800000015
0.4594579255875073,6.785547,8.312522,-6.523812,-5.776475,0.06980242176,0.176844384,0.20876097600000001,0.10704196224,0.13895855424000003,0.03191659200000002
0.5246459731494955,6.809394,8.287651,-6.570398,-5.728794000000001,0.06737782176,0.17354856959999998,0.2096140896,0.10617074783999998,0.14223626783999999,0.03606552000000002
0.5898340207114836,6.836259,8.259481,-6.614647,-5.683161,0.06466706496,0.17018277119999997,0.2102485248,0.10551570623999997,0.14558145983999998,0.04006575360000003
0.6550220682734719,6.866080999999999,8.228054,-6.656366,-5.639755999999999,0.061682601600000005,0.166761936,0.2106622944,0.1050793344,0.1489796928,0.043900358400000006
0.7202101158354601,6.898792,8.193436,-6.69539,-5.59874,0.058437987840000004,0.1633012704,0.2108538432,0.10486328255999999,0.15241585536,0.0475525728
0.7853981633974483,6.934310000000001,8.155723,-6.731592,-5.560256,0.05494784256,0.1598160672,0.2108228256,0.10486822464,0.15587498304000003,0.05100675840000002
0.8505862109594364,6.9725410000000005,8.115039999999999,-6.764875999999999,-5.524433,0.0512276832,0.1563220512,0.2105694144,0.10509436800000001,0.1593417312,0.05424736319999998
0.9157742585214248,7.013377,8.071543,-6.7951809999999995,-5.491383,0.047293899839999994,0.1528348608,0.210094992,0.10554096096000001,0.16280109216000002,0.05726013120000001
0.980962306083413,7.0566960000000005,8.025421000000001,-6.822475999999999,-5.461203,0.04316363424,0.1493701344,0.209401632,0.10620650016,0.16623799776,0.06003149760000001
1.0461503536454009,7.102360000000001,7.976889,-6.846754,-5.433979,0.038854667520000004,0.14594325119999998,0.20849201280000002,0.10708858367999999,0.16963734528000002,0.06254876160000003
1.1113384012073892,7.150212,7.926193,-6.868034,-5.409783,0.03438539423999999,0.1425697632,0.20737002239999996,0.10818436896000001,0.17298462816,0.06480025919999996
1.1765264487693774,7.200079,7.8736,-6.88635,-5.388676,0.02977470144,0.1392644448,0.20604023999999999,0.10948974336,0.17626553856,0.06677579519999999
1.2417144963313658,7.251769,7.819398,-6.901746000000001,-5.37071,0.02504189088,0.136041984,0.2045078496,0.11100009312,0.17946595872,0.06846586560000001
1.306902543893354,7.305071000000001,7.763888000000001,-6.914273,-5.355928,0.020206635839999997,0.13291655040000003,0.20277907199999998,0.11270991456000003,0.18257243616,0.06986252159999995
1.372090591455342,7.359756,7.707383999999999,-6.9239809999999995,-5.344361,0.015288886080000001,0.1299016224,0.20086090560000003,0.11461273631999999,0.18557201952000002,0.07095928320000003
1.4372786390173304,7.415575,7.650203,-6.930917,-5.336037,0.010308816,0.12701015999999998,0.19876086720000002,0.11670134399999998,0.18845205120000003,0.07175070720000004
1.5024666865793186,7.472264,7.592664999999999,-6.935114,-5.330972,0.005286786624,0.12425434560000002,0.1964875968,0.11896755897600002,0.191200810176,0.07223325119999997
1.5676547341413067,7.529541,7.535082000000001,-6.936597999999999,-5.329177,0.00024325142399999998,0.1216457568,0.1940501664,0.121402505376,0.193806914976,0.0724044096
