source_x,mu_1,mu_2,td_1,td_2
3.1707541669209676e-05,-2.502885,675.8069,1.484433e-06,0.0
3.208441878540717e-05,-2.482084,314.7432,1.502077e-06,0.0
3.246577547817339e-05,-2.461285,204.5414,1.519931e-06,0.0
3.28516649919357e-05,-2.44049,151.1682,1.537997e-06,0.0
3.324214120398685e-05,-2.419701,119.6781,1.556277e-06,0.0
3.3637258632007266e-05,-2.398919,98.90382,1.574775e-06,0.0
3.403707244167674e-05,-2.378146,84.17176,1.593493e-06,0.0
3.444163845437659e-05,-2.357383,73.18121,1.612434e-06,0.0
3.4851013154983134e-05,-2.336631,64.66795,1.631599e-06,0.0
3.52652536997544e-05,-2.315892,57.87965,1.650992e-06,0.0
3.568441792430993e-05,-2.295167,52.34064,1.670616e-06,0.0
3.6108564351705776e-05,-2.274457,47.73539,1.690473e-06,0.0
3.653775220060538e-05,-2.253765,43.84639,1.710566e-06,0.0
3.69720413935476e-05,-2.233092,40.51882,1.730898e-06,0.0
3.741149256531308e-05,-2.212438,37.63948,1.751471e-06,0.0
3.785616707138969e-05,-2.191806,35.12367,1.77229e-06,0.0
3.8306126996539304e-05,-2.171197,32.90679,1.793355e-06,0.0
3.876143516346572e-05,-2.150612,30.93867,1.814671e-06,0.0
3.92221551415859e-05,-2.130052,29.17978,1.83624e-06,0.0
3.968835125590548e-05,-2.10952,27.59856,1.858066e-06,0.0
4.016008859599977e-05,-2.089016,26.16946,1.880151e-06,0.0
4.063743302510112e-05,-2.068541,24.87163,1.902498e-06,0.0
4.11204511892952e-05,-2.048098,23.68785,1.925112e-06,0.0
4.160921052682563e-05,-2.027686,22.6038,1.947994e-06,0.0
4.2103779277509716e-05,-2.007309,21.60746,1.971147e-06,0.0
4.260422649226596e-05,-1.986967,20.68864,1.994577e-06,0.0
4.3110622042754896e-05,-1.966661,19.8387,2.018284e-06,0.0
4.362303663113447e-05,-1.946393,19.05023,2.042274e-06,0.0
4.41415417999311e-05,-1.926164,18.31684,2.066548e-06,0.0
4.466620994202879e-05,-1.905976,17.633,2.091111e-06,0.0
4.519711431077619e-05,-1.885829,16.9939,2.115966e-06,0.0
4.5734329030214214e-05,-1.865725,16.39532,2.141117e-06,0.0
4.6277929105425094e-05,-1.845665,15.83357,2.166566e-06,0.0
4.68279904330045e-05,-1.825651,15.30538,2.192318e-06,0.0
4.738458981165818e-05,-1.805683,14.80788,2.218376e-06,0.0
4.79478049529241e-05,-1.785763,14.33848,2.244744e-06,0.0
4.8517714492022984e-05,-1.765892,13.89491,2.271425e-06,0.0
4.9094397998836864e-05,-1.746072,13.47513,2.298423e-06,0.0
4.967793598901858e-05,-1.726303,13.07728,2.325742e-06,0.0
5.026840993523328e-05,-1.706586,12.69973,2.353386e-06,0.0
5.086590227853346e-05,-1.686924,12.34098,2.381358e-06,0.0
5.147049643986942e-05,-1.667316,11.99969,2.409663e-06,0.0
5.208227683173588e-05,-1.647765,11.67463,2.438305e-06,0.0
5.270132886995823e-05,-1.62827,11.3647,2.467287e-06,0.0
5.332773898561765e-05,-1.608834,11.06888,2.496613e-06,0.0
5.3961594637118666e-05,-1.589458,10.78625,2.526288e-06,0.0
5.4602984322399884e-05,10.51597,-1.570142,0.0,2.556315e-06
5.5251997591289994e-05,10.25725,-1.550887,0.0,2.5867e-06
5.5908725058010655e-05,10.0094,-1.531696,0.0,2.617445e-06
5.657325841382748e-05,9.771756,-1.512567,0.0,2.648556e-06
5.724569043985249e-05,9.543716,-1.493504,0.0,2.680037e-06
5.7926115019997616e-05,9.324725,-1.474506,0.0,2.711892e-06
5.861462715408276e-05,9.114269,-1.455574,0.0,2.744126e-06
5.931132297109949e-05,8.911873,-1.43671,0.0,2.776743e-06
6.001629974263245e-05,8.717096,-1.417915,0.0,2.809747e-06
6.072965589644037e-05,8.529528,-1.399189,0.0,2.843144e-06
6.145149103019791e-05,8.348789,-1.380534,0.0,2.876938e-06
6.218190592540207e-05,8.174525,-1.361949,0.0,2.911133e-06
6.292100256144265e-05,8.006405,-1.343437,0.0,2.945735e-06
6.36688841298406e-05,7.84412,-1.324998,0.0,2.980748e-06
6.442565504865541e-05,7.687385,-1.306633,0.0,3.016177e-06
6.519142097706386e-05,7.535927,-1.288343,0.0,3.052028e-06
6.596628883011206e-05,7.389497,-1.270128,0.0,3.088304e-06
6.675036679364229e-05,7.247857,-1.251989,0.0,3.125012e-06
6.754376433939848e-05,7.110785,-1.233927,0.0,3.162156e-06
6.834659224030999e-05,6.978072,-1.215943,0.0,3.199741e-06
6.915896258595767e-05,6.849524,-1.198038,0.0,3.237774e-06
6.998098879822364e-05,6.724956,-1.180213,0.0,3.276258e-06
7.08127856471271e-05,6.604193,-1.162467,0.0,3.3152e-06
7.165446926684843e-05,6.487073,-1.144802,0.0,3.354604e-06
7.250615717194313e-05,6.37344,-1.127218,0.0,3.394477e-06
