source_x,source_y,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
2.2937512022553673e-05,7.288369985390279e-06,5.715132,0.0,0.0,-5.993334,0.0,0.0,0.0,0.3203930592
2.03242336038741e-06,7.093671343751566e-06,0.0,0.0,-6.840302,-5.403846,0.0,0.0,0.1350804384,0.19960922879999998
5.401187413985532e-06,3.444620527551171e-05,0.0,0.0,0.0,-3.740034,0.0,0.0,0.0,0.376574832
5.97213098736501e-06,4.5327049750092705e-05,0.0,0.0,0.0,-3.293755,0.0,0.0,0.0,0.45496667519999995
2.14822715910584e-05,5.058308501438128e-06,5.788495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.205462334078361e-06,1.0083984397911105e-05,0.0,0.0,-7.276955,-5.178193,0.0,0.0,0.13432176,0.22590316800000002
1.7156609095983334e-06,2.5088085552959097e-05,0.0,0.0,-9.959641,-4.197162,0.0,0.0,0.07090262208,0.2991421152
1.4022414036061951e-05,5.003924618317103e-06,6.263752,9.44354,0.0,0.0,0.0,0.13705295039999998,0.0,0.0
1.3153771922500208e-05,6.7394286706042075e-06,6.337712,9.371147,-7.286965,-5.625048,0.0,0.1282519008,0.1978509024,0.2579147136
1.2928620503674974e-05,2.2482052626444207e-07,6.32634,9.147281,0.0,0.0,0.0,0.126741888,0.0,0.0
1.3275087891892503e-06,5.3054820053376086e-05,0.0,0.0,0.0,-3.021063,0.0,0.0,0.0,0.49612970879999996
2.1754335123967167e-05,1.3414424981372692e-05,5.829692,0.0,0.0,-5.284024,0.0,0.0,0.0,0.3427055136
2.7620074306249203e-05,1.7839729985813557e-05,5.536126,0.0,0.0,-5.079776,0.0,0.0,0.0,0.4024370304
2.591875269329618e-05,4.3431185818057294e-06,5.542656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6823379358572286e-06,3.456923472039474e-05,0.0,0.0,0.0,-3.730797,0.0,0.0,0.0,0.3695868864
3.917651889011813e-05,3.2530619263186016e-07,4.941162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.389382088637509e-06,4.0960335069846734e-05,0.0,0.0,0.0,-3.463688,0.0,0.0,0.0,0.42560233919999996
3.870768574923967e-06,1.8281850392178994e-05,0.0,0.0,-8.602706,-4.602304,0.0,0.0,0.102866112,0.2689382304
2.2185021952324275e-05,2.1161306177970248e-05,5.900823,0.0,0.0,-4.657949,0.0,0.0,0.0,0.38603856960000005
1.461720810344877e-05,2.3532738955044962e-05,6.523256,0.0,0.0,-4.372077,0.0,0.0,0.0,0.3555896544
4.959184253681694e-05,2.3178458158629702e-06,4.572988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.309962808058469e-06,1.9906305715661708e-05,0.0,0.0,-8.847897,-4.496232,0.0,0.0,0.089649504,0.2706961248
9.017789172107442e-06,3.328795517769277e-05,7.577194,0.0,0.0,-3.806269,0.0,0.0,0.0,0.38614224960000004
1.8692682217525026e-05,2.369096481274369e-05,6.193648,0.0,0.0,-4.419711,0.0,0.0,0.0,0.379500336
2.333730992789231e-05,1.5993467248508132e-05,5.761223,0.0,0.0,-5.103063,0.0,0.0,0.0,0.36572376959999997
3.1805281642045813e-06,3.423482269851148e-05,0.0,0.0,0.0,-3.745111,0.0,0.0,0.0,0.3650895072
3.654720243414253e-05,5.309527865884122e-06,5.051381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.319992829917174e-05,1.108114303219535e-05,5.213943,0.0,0.0,-6.14789,0.0,0.0,0.0,0.4071403872
1.3245817026140734e-05,1.987158747042689e-05,6.54607,0.0,0.0,-4.586388,0.0,0.0,0.0,0.327165696
4.0524605092949745e-06,1.7009285024060044e-05,0.0,0.0,-8.375636,-4.685048,0.0,0.0,0.10813106880000001,0.2626182432
2.0563738930891267e-05,1.4301163425610109e-05,5.912895,0.0,0.0,-5.164458,0.0,0.0,0.0,0.3398746176
3.552490763633634e-05,3.967712841663707e-07,5.089116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.256382088529703e-05,6.267195190446935e-06,5.731457,0.0,0.0,-6.099346,0.0,0.0,0.0,0.3132300672
3.405437716569535e-05,4.7971188961557526e-06,5.156297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.452295994166589e-06,4.0835322316527646e-05,8.053601,0.0,0.0,-3.476953,0.0,0.0,0.0,0.43864044480000003
1.5936126739583113e-07,5.5369409584710574e-05,0.0,0.0,0.0,-2.947025,0.0,0.0,0.0,0.5111532864
8.657538937591364e-06,3.149550769844247e-05,7.518635,0.0,0.0,-3.890539,0.0,0.0,0.0,0.3728391552
2.689966431399055e-05,1.7904679503613723e-05,5.576279,0.0,0.0,-5.049465,0.0,0.0,0.0,0.39813240959999996
1.5224900786312317e-05,5.338525680074618e-06,6.18261,9.689016,0.0,0.0,0.0,0.1487388096,0.0,0.0
9.021289859216635e-06,2.9512672946609093e-05,7.355092,0.0,0.0,-3.991218,0.0,0.0,0.0,0.36209816640000003
5.350895941661408e-06,2.9727144671372116e-05,0.0,0.0,0.0,-3.964412,0.0,0.0,0.0,0.3455174016
1.4679222364812427e-05,1.801804034655867e-05,6.385876,0.0,0.0,-4.734739,0.0,0.0,0.0,0.3249176544
3.243321383880771e-06,3.5065607191484514e-05,0.0,0.0,0.0,-3.707815,0.0,0.0,0.0,0.3709878624
1.3916675146369972e-05,2.9882819326501497e-05,6.797308,0.0,0.0,-4.006023,0.0,0.0,0.0,0.3896456832
3.593342920711965e-05,1.1297538326177025e-05,5.094433,0.0,0.0,-6.31997,0.0,0.0,0.0,0.4275289728
3.8338407896898023e-07,5.131954562551518e-05,0.0,0.0,0.0,-3.078142,0.0,0.0,0.0,0.479222784
4.1482660767269e-05,9.318657324433178e-07,4.853224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0544652254749088e-05,1.5660482208851244e-05,5.930271,0.0,0.0,-5.047182,0.0,0.0,0.0,0.346778064
1.1789610044301999e-05,2.206053729299843e-05,6.738417,0.0,0.0,-4.429316,0.0,0.0,0.0,0.3316691232
3.443239193860984e-05,1.1877545450130834e-05,5.162247,0.0,0.0,-6.11598,0.0,0.0,0.0,0.41947398719999995
8.843359740158562e-06,3.631844591775721e-05,7.812025,0.0,0.0,-3.667004,0.0,0.0,0.0,0.40520208960000004
5.374397682679586e-05,8.091382877377152e-07,4.444107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3365842338557734e-05,7.80183067405312e-06,5.194071,0.0,0.0,-6.708501,0.0,0.0,0.0,0.39358871999999995
5.493300326426593e-06,3.453386823537482e-05,0.0,0.0,0.0,-3.736292,0.0,0.0,0.0,0.3775842432
1.570063283669027e-05,2.9955589968923934e-05,6.619955,0.0,0.0,-4.017949,0.0,0.0,0.0,0.3996504576
1.40167717429885e-05,1.657710561447845e-07,6.249832,9.332913,0.0,0.0,0.0,0.1374096096,0.0,0.0
1.054173501511964e-05,2.2239817552722842e-05,6.865786,0.0,0.0,-4.405669,0.0,0.0,0.0,0.326038608
5.594293996191694e-05,3.593238436107116e-07,4.379719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2022871582885027e-05,1.9530903781164126e-05,6.644306,0.0,0.0,-4.592514,0.0,0.0,0.0,0.3185348544
1.308036723161114e-05,9.849397251343645e-06,6.374514,9.580062,-7.817219,-5.339938,0.0,0.1267446528,0.1850940288,0.2728739232
2.0789996912112733e-05,5.016207059848854e-06,5.828784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3831019663740623e-05,1.92794401326014e-05,5.770238,0.0,0.0,-4.841392,0.0,0.0,0.0,0.3859799904
1.825489835843852e-09,6.814386524888178e-05,0.0,0.0,0.0,-2.583625,0.0,0.0,0.0,0.6203601216
1.9665653601299838e-05,2.315248662321733e-05,6.109966,0.0,0.0,-4.470799,0.0,0.0,0.0,0.38210184
3.741205676745218e-05,4.1380793991315905e-06,5.014078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2142264693049982e-05,2.2387504827809666e-05,5.923144,0.0,0.0,-4.569306,0.0,0.0,0.0,0.3925082016
2.226170316901711e-05,8.992917233024e-06,5.763536,0.0,0.0,-5.756861,0.0,0.0,0.0,0.3241377216
9.958552117163378e-06,3.928000118885434e-05,7.837985,0.0,0.0,-3.543156,0.0,0.0,0.0,0.4304008224
3.941012536678378e-05,2.1124592194490144e-06,4.93271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.566359609925511e-05,1.1818261227976705e-05,5.108152,0.0,0.0,-6.214741,0.0,0.0,0.0,0.42795250560000003
2.949628866531695e-05,1.3201490967644882e-05,5.40162,0.0,0.0,-5.640243,0.0,0.0,0.0,0.3917049408
3.843118343489475e-05,9.651375930324667e-06,4.984983,0.0,0.0,-6.850393,0.0,0.0,0.0,0.43848233280000004
8.058919728347963e-06,4.1465037019348555e-05,8.399696,0.0,0.0,-3.447404,0.0,0.0,0.0,0.43660382400000003
6.549940017867015e-06,2.1545383195571006e-05,7.269751,0.0,0.0,-4.415891,0.0,0.0,0.0,0.3012888096
1.9060579339070084e-06,1.799321418892307e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5392022288894205e-06,1.659008431535514e-05,7.188189,8.718849,-8.384891,-4.721397,0.0,0.052575972480000004,0.1173729312,0.2677856544
1.4844948271836978e-06,4.4110228389126956e-05,0.0,0.0,0.0,-3.334736,0.0,0.0,0.0,0.427889088
1.9261127120458346e-05,1.250499971896915e-05,5.976256,0.0,0.0,-5.283401,0.0,0.0,0.0,0.3227824512
1.9616335311640446e-05,2.015649662469546e-05,6.058503,0.0,0.0,-4.676055,0.0,0.0,0.0,0.36519422399999996
2.4934623889609593e-05,4.415827279221154e-06,5.594658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.013472820369207e-05,8.628769289567867e-06,5.346479,0.0,0.0,-6.2918,0.0,0.0,0.0,0.37461234239999996
2.0394212933099526e-05,2.0783531128195167e-05,6.015129,0.0,0.0,-4.647126,0.0,0.0,0.0,0.37323901439999996
1.697577215638417e-05,2.261738970519725e-05,6.303531,0.0,0.0,-4.462021,0.0,0.0,0.0,0.3635743968
2.4948009342864454e-08,2.7316311266245957e-05,0.0,0.0,-10.48622,-4.077789,0.0,0.0,0.056862025919999996,0.30547082880000004
1.7176047200084705e-05,2.5947528447346572e-05,6.368124,0.0,0.0,-4.258972,0.0,0.0,0.0,0.38386854719999997
2.479527114592478e-06,4.258334284754357e-05,0.0,0.0,0.0,-3.393846,0.0,0.0,0.0,0.4206117024
2.6143315584867494e-05,1.1688254500238465e-05,5.565149,0.0,0.0,-5.644881,0.0,0.0,0.0,0.36216642239999997
3.762763668719277e-06,4.2018376010116045e-05,0.0,0.0,0.0,-3.417194,0.0,0.0,0.0,0.4218029856
1.4028135253989684e-06,2.2854242718308765e-05,0.0,0.0,-9.432232,-4.321077,0.0,0.0,0.07601272416,0.2839582656
4.6775985953521414e-05,4.851995080252033e-06,4.667665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7637997179402645e-06,3.7854957520115274e-05,0.0,0.0,0.0,-3.590973,0.0,0.0,0.0,0.4012825536
2.41685199144847e-05,3.0779292624750436e-07,5.629577,11.58462,0.0,0.0,0.0,0.2369272896,0.0,0.0
1.412892941907953e-05,1.443709178925858e-05,6.361817,0.0,0.0,-4.988472,0.0,0.0,0.0,0.3025392768
5.751224525124199e-07,1.3078931885273523e-05,0.0,0.0,-7.644868,-4.941936,0.0,0.0,0.10468586880000001,0.2237138784
2.3489913135769843e-05,1.1271313211414513e-05,5.708903,0.0,0.0,-5.565744,0.0,0.0,0.0,0.3429899424
4.75485400532064e-06,1.1898979024674959e-05,0.0,0.0,-7.559879,-5.044997,0.0,0.0,0.1302448896,0.2382435072
1.49664961388869e-07,6.670424561894908e-05,0.0,0.0,0.0,-2.621199,0.0,0.0,0.0,0.6077532384
4.35635636959995e-06,1.0342176285063045e-05,0.0,0.0,-7.317965,-5.159444,0.0,0.0,0.1341081792,0.22801962239999998
4.234895307579417e-05,6.549916131686981e-06,4.8266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1285033977459946e-05,2.6570729683052047e-05,6.948568,0.0,0.0,-4.162219,0.0,0.0,0.0,0.3556039968
2.776193680912104e-05,1.4847642587045777e-05,5.50239,0.0,0.0,-5.377022,0.0,0.0,0.0,0.38825766720000005
1.4771728324777685e-05,9.935234633540045e-06,6.252256,9.953887,-8.03173,-5.377468,0.0,0.1430803008,0.1950701184,0.2830853664
6.444517738163222e-06,4.035808938017107e-06,6.84766,8.229485,0.0,0.0,0.0,0.06305915232,0.0,0.0
2.6014317223993024e-05,3.0361098317898983e-06,5.534874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.254543011352978e-05,2.3458034371319262e-05,5.913913,0.0,0.0,-4.503059,0.0,0.0,0.0,0.40086143999999996
4.5849946107910644e-05,5.231221911126761e-06,4.699736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0897931068802504e-05,3.1789677749628714e-05,7.231146,0.0,0.0,-3.888077,0.0,0.0,0.0,0.385896096
6.84520885451739e-06,3.0360995316282447e-05,7.715057,0.0,0.0,-3.938333,0.0,0.0,0.0,0.3567428352
5.13679153831111e-06,2.2385392610602615e-05,0.0,0.0,0.0,-4.358845,0.0,0.0,0.0,0.2991685536
2.4575196401477907e-05,1.815173186870219e-05,5.711873,0.0,0.0,-4.954874,0.0,0.0,0.0,0.38467293119999996
2.7929563322087402e-05,3.323472714296494e-07,5.435426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
