source_x,mu_1,mu_2,td_1,td_2
2.687005768508881e-05,-4.332412,5.667321,2.522934e-06,0.0
5.65685424949238e-05,-3.059149,4.519941,4.601095e-06,0.0
8.62670273047588e-05,-2.123145,3.747348,6.772963e-06,0.0
0.0001159655121145938,-1.480581,3.221574,8.982843e-06,0.0
0.00014566399692442878,2.852238,-1.036263,0.0,1.121085e-05
0.00017536248173426376,2.582737,-0.7183602,0.0,1.344868e-05
0.0002050609665440988,2.379066,-0.4824151,0.0,1.569236e-05
0.0002347594513539338,2.220459,-0.3014932,0.0,1.793978e-05
0.0002644579361637688,2.0938,-0.1588776,0.0,2.018975e-05
0.00029415642097360375,1.990501,-0.04382594,0.0,2.24415e-05
