source_x,mu_1,mu_2,td_1,td_2,I
2.8999999999999997e-05,4.132038,-112.7618,0.0,0.126353088,27.289632863976568
4.777777777777778e-05,3.350201,-7.695281,0.0,0.20816801280000002,2.2969609883108504
6.655555555555555e-05,2.8807240000000003,-3.520396,0.0,0.2899828512,1.222052511799117
8.533333333333334e-05,2.5675830000000004,-2.054049,0.0,0.3717976896,0.7999932231986268
0.00010411111111111112,2.343834,-1.306014,0.0,0.45361252799999996,0.5572126694979251
0.00012288888888888888,2.175981,-0.8523205,0.0,0.5354273664,0.39169482637945824
0.00014166666666666668,2.045403,-0.5478006999999999,0.0,0.6172422048,0.26782042463025624
0.00016044444444444442,1.940926,-0.32927,0.0,0.6990569568,0.1696458288466433
0.00017922222222222222,1.855434,-0.1648125,0.0,0.7808717951999999,0.08882692674597964
0.000198,1.784183,-0.036568199999999995,0.0,0.8626863744000001,0.020495767530572813
