theta,mu_1,mu_2,mu_3,mu_4,td_21,td_31,td_41,td_32,td_42,td_43
0.0,5.250882,14.28987,-8.376736,-8.376736,0.3119629248,0.34983014399999995,0.34983014399999995,0.03786721919999997,0.03786721919999997,0.0
0.06544984694978735,5.254919,14.39347,-9.094271,-7.766742,0.311086656,0.34123602239999995,0.357716736,0.030149366399999933,0.04663007999999996,0.01648071360000003
0.1308996938995747,5.2670650000000006,14.71062,-9.946085,-7.2439279999999995,0.3084702912,0.33194905920000006,0.36488292479999995,0.02347876800000004,0.05641263359999993,0.03293386559999989
0.19634954084936207,5.2874300000000005,15.260929999999998,-10.96757,-6.792625999999999,0.3041508096,0.3219854976,0.37131756479999994,0.017834687999999987,0.06716675519999993,0.04933206719999994
0.2617993877991494,5.316199,16.07897,-12.205689999999999,-6.400645,0.2981886912,0.3113637408,0.37701123839999995,0.013175049599999988,0.07882254719999993,0.06564749759999994
0.32724923474893675,5.353636,17.216639999999998,-13.72221,-6.0584,0.2906667936,0.3001036608,0.38195608319999996,0.009436867200000032,0.09128928959999999,0.08185242239999996
0.39269908169872414,5.4000900000000005,18.744120000000002,-15.595279999999999,-5.758272,0.281688192,0.288227376,0.3861461376,0.006539183999999976,0.10445794559999999,0.09791876160000001
0.4581489286485115,5.456005,20.74285,-17.91293,-5.494149,0.2713734144,0.2757592512,0.38957699519999994,0.004385836799999987,0.11820358079999993,0.11381774399999994
0.5235987755982988,5.521926000000001,23.27124,-20.73909,-5.261083999999999,0.2598577632,0.262726848,0.39224580480000004,0.0028690848000000324,0.13238804160000006,0.12951895680000003
0.5890486225480862,5.5985190000000005,26.25637,-24.00556,-5.055039,0.2472864768,0.2491617024,0.3941514432,0.0018752256000000023,0.14686496640000002,0.14498974080000002
0.6544984694978735,5.686579,29.254179999999998,-27.272409999999997,-4.872698000000001,0.23380937280000003,0.2351031264,0.3952945152,0.001293753599999975,0.16148514239999995,0.16019138879999997
0.7199483164476609,5.787058,31.227529999999998,-29.506240000000002,-4.7113190000000005,0.2195716032,0.2206031328,0.3956768352,0.0010315295999999974,0.17610523200000003,0.17507370240000003
0.7853981633974483,5.901088,31.04634,-29.580379999999998,-4.568624,0.20470242240000003,0.2057355072,0.395302032,0.0010330847999999726,0.1905996096,0.18956652480000002
0.8508480103472356,6.030015000000001,28.73443,-27.52192,-4.442711,0.1893049056,0.19060271999999998,0.39417511680000006,0.0012978143999999858,0.20487021120000007,0.20357239680000008
0.916297857297023,6.17544,25.4364,-24.47869,-4.331992,0.17345534399999998,0.17533368,0.39230239679999995,0.0018783360000000082,0.21884705279999997,0.21696871679999996
0.9817477042468102,6.339271,22.16741,-21.46912,-4.235136,0.1572103296,0.1600739712,0.3896918208,0.0028636415999999942,0.23248149119999997,0.22961784959999998
1.0471975511965976,6.523791,19.349079999999997,-18.91822,-4.151028,0.14061600000000002,0.144974016,0.3863525472,0.004358015999999992,0.2457365472,0.2413785312
1.112647398146385,6.731741,17.040979999999998,-16.88925,-4.078739,0.1237134816,0.13018129920000002,0.38229503039999996,0.006467817600000023,0.25858154879999995,0.2521137311999999
1.1780972450961724,6.966436,15.176329999999998,-15.31955,-4.0174970000000005,0.106541568,0.1158354432,0.3775309344,0.009293875199999996,0.27098936640000004,0.2616954912
1.2435470920459597,7.231901,13.66649,-14.12515,-3.966668,0.0891387936,0.1020644928,0.37207321919999997,0.012925699200000001,0.2829344256,0.27000872639999995
1.3089969389957472,7.533069,12.43343,-13.23347,-3.9257400000000002,0.07154316576,0.08898318720000001,0.3659358816,0.01744002144000001,0.29439271584000004,0.27695269440000003
1.3744467859455345,7.8760270000000006,11.41568,-12.58954,-3.894309,0.053792959679999995,0.07669087776,0.35913404159999995,0.022897918080000003,0.30534108192,0.28244316383999996
1.4398966328953218,8.268358000000001,10.566510000000001,-12.154530000000001,-3.87207,0.03592661472,0.06527056032,0.35168394240000006,0.029343945600000004,0.3157573276800001,0.28641338208000006
1.505346479845109,8.719602,9.850771,-11.903039999999999,-3.85881,0.01798270848,0.054787682879999994,0.34360269120000003,0.036804974399999996,0.32561998272000003,0.28881500832000007
1.5707963267948966,9.24188,9.24188,-11.82076,-3.854404,1.463673024e-16,0.045289566719999994,0.334908432,0.04528956671999985,0.3349084319999998,0.28961886527999997
