theta,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
0.0,5.250882,14.28987,-8.376736,-8.376736,0.0,3.610682e-06,4.04896e-06,4.04896e-06
0.06544984694978735,5.254919,-7.766742,-9.094271,14.39347,0.0,4.14024e-06,3.949491e-06,3.60054e-06
0.1308996938995747,5.267065,-9.946085,-7.243928,14.71062,0.0,3.842003e-06,4.223182e-06,3.570258e-06
0.19634954084936207,-10.96757,-6.792626,5.28743,15.26093,3.726684e-06,4.297657e-06,0.0,3.520264e-06
0.2617993877991494,-12.20569,-6.400645,5.316199,16.07897,3.603747e-06,4.363556e-06,0.0,3.451258e-06
0.32724923474893675,-13.72221,-6.0584,5.353636,17.21664,3.473422e-06,4.420788e-06,0.0,3.364199e-06
0.39269908169872414,-15.59528,-5.758272,5.40009,18.74412,3.335965e-06,4.469284e-06,0.0,3.26028e-06
0.4581489286485115,-5.494149,5.456005,20.74285,-17.91293,4.508993e-06,0.0,3.140896e-06,3.191658e-06
0.5235987755982988,-5.261084,5.521926,23.27124,-20.73909,4.539882e-06,0.0,3.007613e-06,3.04082e-06
0.5890486225480862,-5.055039,5.598519,26.25637,-24.00556,4.561938e-06,0.0,2.862112e-06,2.883816e-06
0.6544984694978735,-4.872698,5.686579,29.25418,-27.27241,4.575168e-06,0.0,2.706127e-06,2.721101e-06
0.7199483164476609,-4.711319,5.787058,-29.50624,31.22753,4.579593e-06,0.0,2.553277e-06,2.541338e-06
0.7853981633974483,-4.568624,5.901088,31.04634,-29.58038,4.575255e-06,0.0,2.369241e-06,2.381198e-06
0.8508480103472356,-4.442711,6.030015,28.73443,-27.52192,4.562212e-06,0.0,2.191029e-06,2.20605e-06
0.916297857297023,-4.331992,6.17544,25.4364,-24.47869,4.540537e-06,0.0,2.007585e-06,2.029325e-06
0.9817477042468102,-4.235136,6.339271,22.16741,-21.46912,4.510322e-06,0.0,1.819564e-06,1.852708e-06
1.0471975511965976,-4.151028,6.523791,19.34908,-18.91822,4.471673e-06,0.0,1.6275e-06,1.67794e-06
1.112647398146385,-4.078739,-16.88925,6.731741,17.04098,4.424711e-06,1.506728e-06,0.0,1.431869e-06
1.1780972450961724,15.17633,-4.017497,6.966436,-15.31955,1.23312e-06,4.369571e-06,0.0,1.340688e-06
1.2435470920459597,13.66649,-3.966668,7.231901,-14.12515,1.031699e-06,4.306403e-06,0.0,1.181302e-06
1.308996938995747,12.43343,-3.92574,7.533069,-13.23347,8.280459e-07,4.235369e-06,0.0,1.029898e-06
1.3744467859455345,11.41568,-3.894309,-12.58954,7.876027,6.226037e-07,4.156644e-06,8.876259e-07,0.0
1.4398966328953218,10.56651,-3.87207,-12.15453,8.268358,4.158173e-07,4.070416e-06,7.554463e-07,0.0
1.505346479845109,-3.85881,-11.90304,9.850771,8.719602,3.976883e-06,6.341167e-07,2.081332e-07,0.0
1.5707963267948966,-3.854404,-11.82076,9.24188,9.24188,3.876255e-06,5.241848e-07,0.0,1.694066e-21
