theta,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
0.0,5.872219,10.50161,0.0,0.0,0.0,0.1949768064,0.0,0.0
0.06544984694978735,5.875452,10.50468,0.0,0.0,0.0,0.1945176768,0.0,0.0
0.1308996938995747,5.885165,10.51342,0.0,0.0,0.0,0.1931440032,0.0,0.0
0.19634954084936207,5.901398,10.52648,0.0,0.0,0.0,0.1908669312,0.0,0.0
0.2617993877991494,5.924218,10.54165,0.0,0.0,0.0,0.1877046912,0.0,0.0
0.32724923474893675,5.953718,10.55598,-7.83278,-5.882041,0.0,0.18368199359999998,0.2345866272,0.2902548384
0.39269908169872414,5.990019,0.0,0.0,-5.728899,0.0,0.0,0.0,0.29323581120000003
0.4581489286485115,6.033267,0.0,0.0,-5.585801,0.0,0.0,0.0,0.2957026176
0.5235987755982988,6.083634,0.0,0.0,-5.452677,0.0,0.0,0.0,0.2976502464
0.5890486225480862,6.141318,0.0,0.0,-5.329373,0.0,0.0,0.0,0.29907489600000003
0.6544984694978735,6.20654,0.0,0.0,-5.215676,0.0,0.0,0.0,0.2999746656
0.7199483164476609,6.279546,0.0,0.0,-5.1113339999999985,0.0,0.0,0.0,0.300348864
0.7853981633974483,6.360598,0.0,0.0,-5.016079,0.0,0.0,0.0,0.3001982688
0.8508480103472356,6.449977,0.0,0.0,-4.929634,0.0,0.0,0.0,0.2995251264
0.916297857297023,6.547974,0.0,0.0,-4.851725,0.0,0.0,0.0,0.298333152
0.9817477042468102,6.654884,0.0,0.0,-4.782089,0.0,0.0,0.0,0.296627184
1.0471975511965976,6.7709990000000015,0.0,0.0,-4.720481,0.0,0.0,0.0,0.2944134432
1.112647398146385,6.89659,0.0,0.0,-4.666672,0.0,0.0,0.0,0.29169953280000005
1.1780972450961724,7.031898,9.315313,-8.925624000000003,-4.62046,0.0,0.0716732496,0.1224860832,0.288494352
1.2435470920459597,7.1771080000000005,9.103181,-8.897148,-4.581665,0.0,0.0600899904,0.114289488,0.284808096
1.3089969389957472,0.0,0.0,-8.868238,-4.550135,0.0,0.0,0.106395552,0.280652256
1.3744467859455345,0.0,0.0,-8.842191999999997,-4.525742,0.0,0.0,0.098845056,0.27603970559999996
1.4398966328953218,0.0,0.0,-8.821658,-4.50839,0.0,0.0,0.09167489279999999,0.2709846144
1.505346479845109,0.0,0.0,-8.80856,-4.498007,0.0,0.0,0.08491718592,0.2655026208
1.5707963267948966,0.0,0.0,-8.804064,-4.49455,0.0,0.0,0.07859903904,0.259610832
