source_x,mu_1,mu_2,td_1,td_2
2.914560663361324e-05,4.134063,-14.6704,0.0,1.487305e-06
2.9257127849634452e-05,4.127913,-14.70147,0.0,1.492679e-06
2.9369075784570147e-05,4.121763,-14.73053,0.0,1.498079e-06
2.9481452071195014e-05,4.115613,-14.75753,0.0,1.503503e-06
2.959425834853154e-05,4.109464,-14.78241,0.0,1.508952e-06
2.970749626187344e-05,4.103317,-14.80512,0.0,1.514427e-06
2.9821167462810144e-05,4.097169,-14.82559,0.0,1.519926e-06
2.9935273609250393e-05,4.091023,-14.84377,0.0,1.525451e-06
3.00498163654469e-05,4.084878,-14.85963,0.0,1.531002e-06
3.016479740202014e-05,4.078734,-14.8731,0.0,1.536578e-06
3.0280218395983225e-05,4.07259,-14.88415,0.0,1.542179e-06
3.039608103076584e-05,4.066448,-14.89273,0.0,1.547806e-06
3.0512386996239306e-05,4.060307,-14.89882,0.0,1.553458e-06
3.062913798874073e-05,4.054167,-14.90237,0.0,1.559137e-06
3.074633571109826e-05,4.048028,-14.90336,0.0,1.564841e-06
3.086398187265537e-05,4.04189,-14.90176,0.0,1.57057e-06
3.098207818929636e-05,4.035754,-14.89755,0.0,1.576326e-06
3.1100626383470846e-05,4.029619,-14.89072,0.0,1.582107e-06
3.121962818421931e-05,4.023485,-14.88125,0.0,1.587914e-06
3.133908532719814e-05,4.017353,-14.86913,0.0,1.593748e-06
3.145899955470476e-05,4.011222,-14.85436,0.0,1.599607e-06
3.157937261570351e-05,4.005093,-14.83693,0.0,1.605492e-06
3.170020626585059e-05,3.998965,-14.81686,0.0,1.611404e-06
3.182150226752021e-05,3.992839,-14.79415,0.0,1.617342e-06
3.194326238982979e-05,3.986714,-14.76882,0.0,1.623306e-06
3.206548840866627e-05,3.980591,-14.74087,0.0,1.629296e-06
3.218818210671146e-05,3.97447,-14.71034,0.0,1.635313e-06
3.231134527346864e-05,3.96835,-14.67725,0.0,1.641356e-06
3.243497970528804e-05,3.962233,-14.64162,0.0,1.647425e-06
3.255908720539365e-05,3.956117,-14.6035,0.0,1.653521e-06
