radius,images_num
0.0,4.0
1.1055276381909548e-06,4.0
2.2110552763819096e-06,4.0
3.3165829145728647e-06,4.0
4.422110552763819e-06,4.0
5.527638190954774e-06,4.0
6.633165829145729e-06,4.0
7.738693467336683e-06,4.0
8.844221105527639e-06,4.0
9.949748743718594e-06,4.0
1.1055276381909548e-05,4.0
1.2160804020100503e-05,4.0
1.3266331658291459e-05,4.0
1.4371859296482413e-05,4.0
1.5477386934673366e-05,4.0
1.6582914572864322e-05,4.0
1.7688442211055277e-05,4.0
1.8793969849246233e-05,4.0
1.9899497487437188e-05,4.0
2.100502512562814e-05,4.0
2.2110552763819096e-05,4.0
2.321608040201005e-05,4.0
2.4321608040201007e-05,4.0
2.5427135678391962e-05,4.0
2.6532663316582917e-05,4.0
2.763819095477387e-05,4.0
2.8743718592964825e-05,4.0
2.984924623115578e-05,4.0
3.095477386934673e-05,4.0
3.206030150753769e-05,4.0
3.3165829145728643e-05,4.0
3.42713567839196e-05,4.0
3.5376884422110554e-05,4.0
3.648241206030151e-05,4.0
3.7587939698492465e-05,4.0
3.869346733668342e-05,4.0
3.9798994974874376e-05,4.0
4.090452261306533e-05,4.0
4.201005025125628e-05,4.0
4.3115577889447236e-05,4.0
4.422110552763819e-05,4.0
4.532663316582915e-05,4.0
4.64321608040201e-05,4.0
4.753768844221106e-05,4.0
4.864321608040201e-05,4.0
4.974874371859297e-05,4.0
5.0854271356783924e-05,4.0
5.195979899497488e-05,4.0
5.3065326633165835e-05,4.0
5.4170854271356784e-05,4.0
5.527638190954774e-05,4.0
5.6381909547738695e-05,4.0
5.748743718592965e-05,4.0
5.8592964824120606e-05,4.0
5.969849246231156e-05,4.0
6.0804020100502516e-05,4.0
6.190954773869347e-05,4.0
6.301507537688443e-05,4.0
6.412060301507538e-05,4.0
6.522613065326634e-05,4.0
6.633165829145729e-05,4.0
6.743718592964825e-05,4.0
6.85427135678392e-05,4.0
6.964824120603016e-05,4.0
7.075376884422111e-05,4.0
7.185929648241206e-05,4.0
7.296482412060302e-05,4.0
7.407035175879397e-05,4.0
7.517587939698493e-05,4.0
7.628140703517588e-05,4.0
7.738693467336684e-05,4.0
7.849246231155779e-05,4.0
7.959798994974875e-05,4.0
8.07035175879397e-05,4.0
8.180904522613066e-05,4.0
8.291457286432161e-05,4.0
8.402010050251256e-05,4.0
8.512562814070352e-05,4.0
8.623115577889447e-05,4.0
8.733668341708543e-05,4.0
8.844221105527638e-05,4.0
8.954773869346734e-05,2.0
9.06532663316583e-05,2.0
9.175879396984926e-05,2.0
9.28643216080402e-05,2.0
9.396984924623117e-05,2.0
9.507537688442212e-05,2.0
9.618090452261306e-05,2.0
9.728643216080403e-05,2.0
9.839195979899497e-05,2.0
9.949748743718594e-05,2.0
0.00010060301507537689,2.0
0.00010170854271356785,2.0
0.0001028140703517588,2.0
0.00010391959798994976,2.0
0.00010502512562814071,2.0
0.00010613065326633167,2.0
0.00010723618090452262,2.0
0.00010834170854271357,2.0
0.00010944723618090453,2.0
0.00011055276381909548,2.0
0.00011165829145728644,2.0
0.00011276381909547739,2.0
0.00011386934673366835,2.0
0.0001149748743718593,2.0
0.00011608040201005026,2.0
0.00011718592964824121,2.0
0.00011829145728643216,2.0
0.00011939698492462312,2.0
0.00012050251256281407,2.0
0.00012160804020100503,2.0
0.00012271356783919598,2.0
0.00012381909547738693,2.0
0.0001249246231155779,2.0
0.00012603015075376885,2.0
0.0001271356783919598,2.0
0.00012824120603015075,2.0
0.00012934673366834173,2.0
0.00013045226130653268,2.0
0.00013155778894472363,2.0
0.00013266331658291457,2.0
0.00013376884422110552,2.0
0.0001348743718592965,2.0
0.00013597989949748745,2.0
0.0001370854271356784,2.0
0.00013819095477386934,2.0
0.00013929648241206032,2.0
0.00014040201005025127,2.0
0.00014150753768844222,2.0
0.00014261306532663317,2.0
0.00014371859296482411,2.0
0.0001448241206030151,2.0
0.00014592964824120604,2.0
0.000147035175879397,2.0
0.00014814070351758794,2.0
0.0001492462311557789,2.0
0.00015035175879396986,2.0
0.0001514572864321608,2.0
0.00015256281407035176,2.0
0.0001536683417085427,2.0
0.00015477386934673368,2.0
0.00015587939698492463,2.0
0.00015698492462311558,2.0
0.00015809045226130653,2.0
0.0001591959798994975,2.0
0.00016030150753768845,2.0
0.0001614070351758794,2.0
0.00016251256281407035,2.0
0.00016361809045226133,2.0
0.00016472361809045228,2.0
0.00016582914572864322,2.0
0.00016693467336683417,2.0
0.00016804020100502512,2.0
0.0001691457286432161,2.0
0.00017025125628140705,2.0
0.000171356783919598,2.0
0.00017246231155778894,2.0
0.00017356783919597992,2.0
0.00017467336683417087,2.0
0.00017577889447236182,2.0
0.00017688442211055277,2.0
0.00017798994974874371,2.0
0.0001790954773869347,2.0
0.00018020100502512564,2.0
0.0001813065326633166,2.0
0.00018241206030150754,2.0
0.0001835175879396985,2.0
0.00018462311557788946,2.0
0.0001857286432160804,2.0
0.00018683417085427136,2.0
0.00018793969849246233,2.0
0.00018904522613065328,2.0
0.00019015075376884423,2.0
0.00019125628140703518,2.0
0.00019236180904522613,2.0
0.0001934673366834171,2.0
0.00019457286432160805,2.0
0.000195678391959799,2.0
0.00019678391959798995,2.0
0.00019788944723618093,2.0
0.00019899497487437187,2.0
0.00020010050251256282,2.0
0.00020120603015075377,2.0
0.00020231155778894472,2.0
0.0002034170854271357,2.0
0.00020452261306532664,2.0
0.0002056281407035176,2.0
0.00020673366834170854,2.0
0.00020783919597989952,2.0
0.00020894472361809047,2.0
0.00021005025125628142,2.0
0.00021115577889447236,2.0
0.00021226130653266334,1.0
0.0002133668341708543,1.0
0.00021447236180904524,1.0
0.00021557788944723619,1.0
0.00021668341708542713,1.0
0.0002177889447236181,1.0
0.00021889447236180906,1.0
0.00022,1.0
