source_x,mu_1,mu_2,td_1,td_2
3.341709964369771e-05,4.194045,-4.285615,0.0,1.759223e-06
3.3534546529113904e-05,4.188201,-4.277455,0.0,1.764713e-06
3.365240619035561e-05,4.182358,-4.269252,0.0,1.770224e-06
3.377068007815435e-05,4.176513,-4.261007,0.0,1.775757e-06
3.3889369648340136e-05,4.170668,-4.252719,0.0,1.781311e-06
3.40084763618596e-05,4.164822,-4.244389,0.0,1.786886e-06
3.4128001684794213e-05,4.158976,-4.236016,0.0,1.792483e-06
3.4247947088377774e-05,4.153129,-4.227601,0.0,1.798101e-06
3.436831404901516e-05,4.147281,-4.219144,0.0,1.803741e-06
3.4489104048299966e-05,4.141433,-4.210645,0.0,1.809402e-06
3.4610318573032946e-05,4.135585,-4.202104,0.0,1.815086e-06
3.473195911524056e-05,4.129737,-4.19352,0.0,1.820791e-06
3.485402717219286e-05,4.123888,-4.184896,0.0,1.826518e-06
3.49765242464222e-05,4.118038,-4.176229,0.0,1.832267e-06
3.5099451845741884e-05,4.112189,-4.167521,0.0,1.838038e-06
3.522281148326426e-05,4.106339,-4.158772,0.0,1.843832e-06
3.534660467741992e-05,4.100489,-4.149982,0.0,1.849647e-06
3.5470832951975864e-05,4.094639,-4.14115,0.0,1.855485e-06
3.5595497836054486e-05,4.088789,-4.132278,0.0,1.861345e-06
3.572060086415261e-05,4.082939,-4.123365,0.0,1.867228e-06
3.584614357615997e-05,4.077089,-4.114412,0.0,1.873133e-06
3.597212751737832e-05,4.071239,-4.105418,0.0,1.879061e-06
3.609855423854073e-05,4.065389,-4.096385,0.0,1.885012e-06
3.6225425295830155e-05,4.05954,-4.087311,0.0,1.890985e-06
3.635274225089914e-05,4.05369,-4.078197,0.0,1.896982e-06
3.648050667088856e-05,4.047841,-4.069044,0.0,1.903001e-06
3.660872012844714e-05,4.041991,-4.059852,0.0,1.909043e-06
3.673738420175101e-05,4.036143,-4.05062,0.0,1.915108e-06
3.686650047452269e-05,4.030294,-4.041349,0.0,1.921197e-06
3.699607053605079e-05,4.024446,-4.03204,0.0,1.927309e-06
3.7126095981209874e-05,4.018598,-4.022692,0.0,1.933444e-06
3.725657841047954e-05,4.012751,-4.013305,0.0,1.939602e-06
3.7387519429964386e-05,4.006904,-4.003881,0.0,1.945785e-06
3.751892065141404e-05,4.001058,-3.994419,0.0,1.95199e-06
3.7650783692242435e-05,3.995213,-3.984919,0.0,1.958219e-06
3.778311017554831e-05,3.989368,-3.975382,0.0,1.964473e-06
3.791590173013472e-05,3.983524,-3.965808,0.0,1.970749e-06
3.80491599905292e-05,3.97768,-3.956196,0.0,1.97705e-06
3.818288659700425e-05,3.971838,-3.946549,0.0,1.983375e-06
3.831708319559696e-05,3.965996,-3.936865,0.0,1.989724e-06
3.845175143812956e-05,3.960155,-3.927144,0.0,1.996097e-06
3.8586892982229956e-05,3.954314,-3.917388,0.0,2.002494e-06
3.87225094913516e-05,3.948475,-3.907597,0.0,2.008916e-06
3.885860263479459e-05,3.942637,-3.89777,0.0,2.015362e-06
3.899517408772566e-05,3.9368,-3.887908,0.0,2.021833e-06
3.9132225531199053e-05,3.930964,-3.878012,0.0,2.028328e-06
3.926975865217744e-05,3.925128,-3.868081,0.0,2.034847e-06
3.94077751435522e-05,3.919295,-3.858116,0.0,2.041392e-06
3.954627670416452e-05,3.913462,-3.848118,0.0,2.047961e-06
3.968526503882651e-05,3.90763,-3.838085,0.0,2.054556e-06
3.982474185834166e-05,3.9018,-3.82802,0.0,2.061175e-06
3.996470887952653e-05,3.895971,-3.817922,0.0,2.067819e-06
4.010516782523131e-05,3.890144,-3.807791,0.0,2.074489e-06
4.024612042436128e-05,3.884317,-3.797628,0.0,2.081184e-06
4.0387568411898345e-05,3.878493,-3.787433,0.0,2.087904e-06
4.052951352892185e-05,3.87267,-3.777207,0.0,2.09465e-06
4.0671957522630335e-05,3.866848,-3.766949,0.0,2.101421e-06
4.081490214636322e-05,3.861028,-3.756661,0.0,2.108218e-06
4.0958349159621846e-05,3.855209,-3.746342,0.0,2.11504e-06
4.110230032809179e-05,3.849392,-3.735993,0.0,2.121889e-06
4.1246757423664e-05,3.843577,-3.725613,0.0,2.128763e-06
4.139172222445686e-05,3.837764,-3.715205,0.0,2.135663e-06
4.1537196514838364e-05,3.831952,-3.704767,0.0,2.142589e-06
4.168318208544752e-05,3.826142,-3.6943,0.0,2.149542e-06
4.1829680733216685e-05,3.820334,-3.683805,0.0,2.15652e-06
4.197669426139392e-05,3.814528,-3.673282,0.0,2.163525e-06
4.2124224479564676e-05,3.808724,-3.662731,0.0,2.170556e-06
4.2272273203674335e-05,3.802922,-3.652153,0.0,2.177614e-06
4.24208422560508e-05,3.797122,-3.641548,0.0,2.184699e-06
4.2569933465426353e-05,3.791324,-3.630916,0.0,2.19181e-06
4.271954866696081e-05,3.785528,-3.620258,0.0,2.198948e-06
4.2869689702263575e-05,3.779734,-3.609574,0.0,2.206113e-06
4.302035841941647e-05,3.773943,-3.598865,0.0,2.213304e-06
4.317155667299686e-05,3.768154,-3.58813,0.0,2.220523e-06
4.332328632409986e-05,3.762367,-3.577371,0.0,2.227769e-06
4.3475549240361545e-05,3.756582,-3.566588,0.0,2.235042e-06
4.3628347295982205e-05,3.7508,-3.555781,0.0,2.242343e-06
4.378168237174879e-05,3.74502,-3.54495,0.0,2.249671e-06
4.39355563550588e-05,3.739242,-3.534096,0.0,2.257026e-06
4.4089971139942827e-05,3.733467,-3.523219,0.0,2.264409e-06
4.424492862708818e-05,3.727695,-3.51232,0.0,2.27182e-06
4.4400430723862564e-05,3.721925,-3.501399,0.0,2.279259e-06
4.455647934433698e-05,3.716158,-3.490457,0.0,2.286725e-06
4.4713076409309595e-05,3.710393,-3.479493,0.0,2.29422e-06
4.4870223846329624e-05,3.704631,-3.468509,0.0,2.301743e-06
4.502792358972042e-05,3.698872,-3.457504,0.0,2.309293e-06
4.5186177580604055e-05,3.693116,-3.44648,0.0,2.316872e-06
4.534498776692451e-05,3.687362,-3.435436,0.0,2.32448e-06
4.5504356103472004e-05,3.681612,-3.424373,0.0,2.332116e-06
4.566428455190724e-05,3.675864,-3.413291,0.0,2.33978e-06
4.5824775080785077e-05,3.670119,-3.402191,0.0,2.347473e-06
4.5985829665579e-05,3.664377,-3.391074,0.0,2.355195e-06
4.614745028870571e-05,3.658638,-3.379939,0.0,2.362946e-06
4.630963893954891e-05,3.652902,-3.368786,0.0,2.370726e-06
4.64723976144845e-05,3.64717,-3.357618,0.0,2.378535e-06
4.6635728316904504e-05,3.64144,-3.346433,0.0,2.386373e-06
4.6799633057242014e-05,3.635714,-3.335232,0.0,2.39424e-06
4.696411385299625e-05,3.629991,-3.324017,0.0,2.402136e-06
4.712917272875677e-05,3.624271,-3.312786,0.0,2.410062e-06
4.729481171622872e-05,3.618554,-3.301541,0.0,2.418018e-06
4.7461032854258104e-05,3.612841,-3.290281,0.0,2.426003e-06
4.7627838188856305e-05,3.607131,-3.279009,0.0,2.434018e-06
4.7795229773225565e-05,3.601425,-3.267722,0.0,2.442063e-06
4.7963209667784594e-05,3.595722,-3.256424,0.0,2.450138e-06
4.8131779940193156e-05,3.590023,-3.245112,0.0,2.458243e-06
4.830094266537836e-05,3.584327,-3.233789,0.0,2.466378e-06
4.847069992555952e-05,3.578635,-3.222455,0.0,2.474543e-06
4.8641053810274064e-05,3.572946,-3.211109,0.0,2.482739e-06
4.8812006416403534e-05,3.567261,-3.199752,0.0,2.490965e-06
4.898355984819884e-05,3.56158,-3.188386,0.0,2.499222e-06
4.915571621730642e-05,3.555902,-3.177009,0.0,2.507509e-06
4.9328477642794585e-05,3.550228,-3.165623,0.0,2.515827e-06
4.9501846251178825e-05,3.544558,-3.154228,0.0,2.524177e-06
4.967582417644885e-05,3.538892,-3.142825,0.0,2.532557e-06
4.985041356009415e-05,3.53323,-3.131413,0.0,2.540968e-06
5.00256165511306e-05,3.527572,-3.119994,0.0,2.54941e-06
5.020143530612729e-05,3.521918,-3.108567,0.0,2.557884e-06
5.037787198923241e-05,3.516267,-3.097134,0.0,2.566389e-06
5.055492877220022e-05,3.510621,-3.085694,0.0,2.574926e-06
5.073260783441807e-05,3.504979,-3.074247,0.0,2.583494e-06
5.091091136293252e-05,3.499341,-3.062796,0.0,2.592094e-06
5.108984155247708e-05,3.493707,-3.051339,0.0,2.600726e-06
5.126940060549852e-05,3.488078,-3.039877,0.0,2.60939e-06
5.1449590732184254e-05,3.482452,-3.02841,0.0,2.618086e-06
5.1630414150489875e-05,3.476831,-3.01694,0.0,2.626814e-06
5.181187308616585e-05,3.471214,-3.005466,0.0,2.635574e-06
5.1993969772785196e-05,3.465602,-2.993989,0.0,2.644367e-06
5.217670645177131e-05,3.459994,-2.982509,0.0,2.653192e-06
5.236008537242493e-05,3.45439,-2.971027,0.0,2.66205e-06
5.254410879195212e-05,3.448791,-2.959542,0.0,2.67094e-06
5.2728778975492374e-05,3.443197,-2.948057,0.0,2.679864e-06
5.291409819614577e-05,3.437607,-2.936569,0.0,2.68882e-06
5.3100068735001804e-05,3.432021,-2.925081,0.0,2.697809e-06
5.3286692881166685e-05,3.42644,-2.913593,0.0,2.706832e-06
5.3473972931791875e-05,3.420864,-2.902105,0.0,2.715888e-06
5.366191119210267e-05,3.415293,-2.890617,0.0,2.724977e-06
5.385050997542591e-05,3.409726,-2.879129,0.0,2.7341e-06
5.4039771603218814e-05,3.404164,-2.867643,0.0,2.743256e-06
5.422969840509786e-05,3.398606,-2.856158,0.0,2.752446e-06
5.4420292718866674e-05,3.393054,-2.844676,0.0,2.76167e-06
5.461155689054574e-05,3.387506,-2.833195,0.0,2.770928e-06
5.4803493274400456e-05,3.381964,-2.821717,0.0,2.78022e-06
5.499610423297046e-05,3.376426,-2.810242,0.0,2.789546e-06
5.518939213709906e-05,3.370893,-2.798771,0.0,2.798907e-06
5.538335936596173e-05,3.365366,-2.787303,0.0,2.808301e-06
5.55780083070957e-05,3.359843,-2.77584,0.0,2.817731e-06
5.5773341356429766e-05,3.354325,-2.764381,0.0,2.827195e-06
5.596936091831292e-05,3.348813,-2.752927,0.0,2.836694e-06
5.616606940554486e-05,3.343306,-2.741478,0.0,2.846228e-06
5.636346923940492e-05,3.337803,-2.730034,0.0,2.855796e-06
