source_x,overlap,tc,phi_c
3e-05,0.9714607075518146,0.13074661905850637,1.5821449417373918
4.7777777777777784e-05,0.45517689285701246,0.2,-1.9535980395640717
6.555555555555556e-05,0.6633700797753838,-3.0858288303544756e-05,-0.007156057541466707
8.333333333333334e-05,0.7367740158271627,-1.0005236272923466e-05,-0.0059742183112119485
0.00010111111111111112,0.7925925036369901,4.7049064565684345e-05,0.01790796335626794
0.00011888888888888889,0.8382905482399566,2.7137859663749672e-05,0.00854482073025655
0.0001366666666666667,0.8780960620062045,2.3224063428274182e-05,0.008556797621688017
0.00015444444444444446,0.9134828628644353,2.621865084261098e-06,0.0007645202341119679
0.00017222222222222224,0.9461602382756632,-6.016564138407729e-06,-0.0021243907282980368
0.00019,0.9766929543201334,-6.044021219614061e-06,-0.002017789932294132
