source_x,overlap,tc,phi_c
2.309401076758503e-06,0.0,0.04524478400652354,0.7422076373593143
2.581604428539798e-06,0.0,0.17927213378475065,2.2450123621583797
2.8858917112877188e-06,0.0,0.11359384906704717,1.44891212880428
3.226044578018413e-06,0.0,0.16024445932583914,0.7958087770923075
3.6062904157682815e-06,0.0,0.04255401868187042,0.8749060217244597
4.031354883152496e-06,0.0,-0.13678957437962827,-0.4292889177718524
4.506520640394737e-06,0.0,0.03247377085959849,-0.2150667981947092
5.037693001719174e-06,0.0,-0.081227306356636,-2.6332403894824914
5.631473326026404e-06,0.0,-0.17066360393114777,1.2151528101014843
6.295241057945427e-06,0.727051064542736,-4.0068007681779776e-05,-0.8759533453374719
7.037245438860144e-06,0.7020678388319144,5.652409669061921e-06,-0.8711127708057658
7.866708027686013e-06,0.6942520540788271,4.2071707210722334e-05,-0.8689077605410457
8.793937305515292e-06,0.7132707286199534,-2.1023087710222733e-05,-0.902027457250598
9.830456788426273e-06,0.7230296145314093,-3.379360075362423e-05,-0.9176835112912728
1.0989148240630282e-05,0.7247015722118902,-2.6508273545888948e-05,-0.9288854276284448
1.2284411767795375e-05,0.7443106430791789,0.10385799596939502,0.008574263281044403
1.3732344780171445e-05,0.7625135731641515,0.11611113172976766,0.06252707472403128
1.535094204965295e-05,0.7705256716393146,0.12935239009859398,-0.01735554628633671
1.7160319347069407e-05,0.7746271733947445,0.14445952797807568,0.03316769289781222
1.918296343904588e-05,0.9999999999708441,-5.968900899820919e-08,-2.5291924378351955e-05
2.144401155137096e-05,0.9999999999697484,-6.031274475172552e-08,-2.5153707649190217e-05
2.397156377201556e-05,0.9999999999875245,-1.9908799174422952e-08,-1.2775380121489758e-05
2.6797032276317247e-05,0.9999999999709814,-5.958820110004915e-08,-2.5041918304683e-05
2.9955531714467408e-05,0.9999999999595689,-6.679636188399202e-08,-2.566167350073569e-05
3.3486315612998326e-05,0.9999999999850695,-2.5959330982346104e-08,-1.5358555952296743e-05
