source_x,overlap,tc,phi_c
4.327000000000001e-05,0.8622195312916995,0.18858664505170372,1.5884962097303457
4.404633342439509e-05,0.8591244215779831,0.19186681745638204,1.553135541166985
4.483659551959749e-05,0.8516119292427221,0.19528960653690774,1.5472586777731316
4.564103618837377e-05,0.8478925596878784,0.19894137864998326,1.5995059850514408
4.645990981714798e-05,0.8051798601618844,0.2,0.5424153988233145
4.7293475356446164e-05,0.5412916669292792,-2.5485090472504008e-05,-0.014451478371855224
4.814199640278344e-05,0.55808435199385,-0.0001901368396774273,-0.07261167073019599
4.900574128202061e-05,0.5614746905216619,0.00013794806028638538,0.04158357873941657
4.98849831342159e-05,0.5645913575549545,-0.00018435649705213745,-0.06968788599295629
5.077999999999996e-05,0.5797674995325298,1.7989309480825014e-05,0.0040567036932660245
