0,"[0.6, 4.926240759999999e-05, 0.9995209246755733]"
1,"[0.6, 0.000209922219320603, 0.9987467360763141]"
2,"[0.6, 0.000370582031041206, 0.998127929673483]"
3,"[0.6, 0.000531241842761809, 0.997365545514242]"
4,"[0.6, 0.000691901654482412, 0.9963089521337293]"
5,"[0.6, 0.000852561466203015, 0.9947994972142706]"
6,"[0.6, 0.001013221277923618, 0.992618490211725]"
7,"[0.6, 0.001173881089644221, 0.9894425997240225]"
8,"[0.6, 0.001334540901364824, 0.984797429903785]"
9,"[0.6, 0.0014952007130854272, 0.9780368392160338]"
10,"[0.6, 0.0016558605248060301, 0.9684550273651447]"
11,"[0.6, 0.001816520336526633, 0.9557770255355689]"
12,"[0.6, 0.0019771801482472364, 0.9412177885693986]"
13,"[0.6, 0.0021378399599678395, 0.9282502561167212]"
14,"[0.6, 0.002298499771688442, 0.9208475981951116]"
15,"[0.6, 0.0024591595834090453, 0.919974966991796]"
16,"[0.6, 0.0026198193951296484, 0.9232816326721616]"
17,"[0.6, 0.0027804792068502515, 0.9278480305366215]"
18,"[0.6, 0.0029411390185708547, 0.9318502695089305]"
19,"[0.6, 0.0031017988302914573, 0.9345124493506255]"
20,"[0.6, 0.0032624586420120605, 0.9356195113092125]"
21,"[0.6, 0.0034231184537326636, 0.9351932911953105]"
22,"[0.6, 0.0035837782654532663, 0.9333691414857215]"
23,"[0.6, 0.0037444380771738694, 0.9303968999482036]"
25,"[0.6, 0.004065757700615075, 0.9229292401183161]"
24,"[0.6, 0.0039050978888944725, 0.9267010709614997]"
27,"[0.6, 0.0043870773240562815, 0.9183159513564414]"
28,"[0.6, 0.004547737135776884, 0.9185262683537283]"
26,"[0.6, 0.004226417512335679, 0.9198907228721896]"
29,"[0.6, 0.004708396947497488, 0.9202679830919264]"
30,"[0.6, 0.00486905675921809, 0.9228627950560885]"
32,"[0.6, 0.005190376382659297, 0.927629281306844]"
33,"[0.6, 0.005351036194379899, 0.9287449003850804]"
31,"[0.6, 0.005029716570938694, 0.9255294507805176]"
34,"[0.6, 0.005511696006100503, 0.9286530380082231]"
35,"[0.6, 0.0056723558178211056, 0.927277530822453]"
36,"[0.6, 0.005833015629541709, 0.9246707440421194]"
40,"[0.6, 0.006475654876424121, 0.9088126814511637]"
37,"[0.6, 0.005993675441262312, 0.9210342911160208]"
38,"[0.6, 0.0061543352529829145, 0.91676079947471]"
39,"[0.6, 0.006314995064703518, 0.9124475628808123]"
41,"[0.6, 0.006636314688144723, 0.9064826397544818]"
42,"[0.6, 0.006796974499865327, 0.9057382532029068]"
43,"[0.6, 0.00695763431158593, 0.9063958588570231]"
45,"[0.6, 0.007278953935027136, 0.9096380948973126]"
44,"[0.6, 0.007118294123306532, 0.9079153191456948]"
46,"[0.6, 0.007439613746747739, 0.9109911528205624]"
47,"[0.6, 0.007600273558468342, 0.9115821241595533]"
48,"[0.6, 0.007760933370188945, 0.9112124191319914]"
49,"[0.6, 0.007921593181909548, 0.9098637262044555]"
50,"[0.6, 0.00808225299363015, 0.9076919099586707]"
51,"[0.6, 0.008242912805350755, 0.905029138308249]"
52,"[0.6, 0.008403572617071357, 0.9023660621814498]"
53,"[0.6, 0.00856423242879196, 0.9002726594753372]"
54,"[0.6, 0.008724892240512563, 0.8992412896054847]"
55,"[0.6, 0.008885552052233165, 0.8995048958230754]"
56,"[0.6, 0.009046211863953768, 0.9009398779833273]"
57,"[0.6, 0.009206871675674373, 0.9031237213657177]"
58,"[0.6, 0.009367531487394975, 0.9055028933737479]"
59,"[0.6, 0.009528191299115578, 0.9075611615561207]"
60,"[0.6, 0.00968885111083618, 0.908916435040076]"
61,"[0.6, 0.009849510922556783, 0.9093464217283137]"
62,"[0.6, 0.010010170734277388, 0.9087794450215311]"
65,"[0.6, 0.010492150169439196, 0.902432253146772]"
63,"[0.6, 0.01017083054599799, 0.9072822582492679]"
64,"[0.6, 0.010331490357718593, 0.9050561854931471]"
67,"[0.6, 0.010813469792880403, 0.8977384035882674]"
66,"[0.6, 0.010652809981159798, 0.8998416173267365]"
69,"[0.6, 0.011134789416321608, 0.8962018093299499]"
70,"[0.6, 0.011295449228042211, 0.8967839846807671]"
68,"[0.6, 0.010974129604601006, 0.8964785539507135]"
71,"[0.6, 0.011456109039762814, 0.8978896248694304]"
73,"[0.6, 0.01177742866320402, 0.8999788189565366]"
72,"[0.6, 0.011616768851483418, 0.8990896512497158]"
74,"[0.6, 0.011938088474924623, 0.9002516956502078]"
75,"[0.6, 0.012098748286645226, 0.8997358804509827]"
78,"[0.6, 0.012580727721807036, 0.8938941725175936]"
76,"[0.6, 0.012259408098365829, 0.8984019961979377]"
77,"[0.6, 0.012420067910086431, 0.8963672314406445]"
79,"[0.6, 0.012741387533527639, 0.8913703322218686]"
80,"[0.6, 0.012902047345248241, 0.8892467489580815]"
84,"[0.6, 0.013544686592130654, 0.8898608945984856]"
81,"[0.6, 0.013062707156968844, 0.887928505807585]"
82,"[0.6, 0.013223366968689447, 0.8876474647736823]"
83,"[0.6, 0.013384026780410051, 0.8883802128660181]"
88,"[0.6, 0.014187325839013065, 0.8953169291519936]"
85,"[0.6, 0.013705346403851256, 0.8916796469692627]"
