y_range_interp,ML_range_interp,mismatch_range_interp
0.1,4.926240759999999e-05,0.00035616418198070043
0.1090909090909091,4.926240759999999e-05,0.0003524839542631275
0.1181818181818182,4.926240759999999e-05,0.000348844584879493
0.1272727272727273,4.926240759999999e-05,0.00034524564133053826
0.13636363636363635,4.926240759999999e-05,0.00034168669512324445
0.14545454545454545,4.926240759999999e-05,0.00033816732174507536
0.15454545454545454,4.926240759999999e-05,0.0003346871006434382
0.16363636363636364,4.926240759999999e-05,0.00033124561519737306
0.17272727272727273,4.926240759999999e-05,0.00032784245269468215
0.18181818181818182,4.926240759999999e-05,0.00032447720430661686
0.19090909090909092,4.926240759999999e-05,0.0003211494650620095
0.2,4.926240759999999e-05,0.00031785883382418056
0.2090909090909091,4.926240759999999e-05,0.00031460491326529283
0.2181818181818182,4.926240759999999e-05,0.0003113873098419262
0.22727272727272727,4.926240759999999e-05,0.0003082056337685435
0.23636363636363636,4.926240759999999e-05,0.00030505949899473084
0.24545454545454545,4.926240759999999e-05,0.0003019485231777752
0.2545454545454545,4.926240759999999e-05,0.00029887232766012684
0.26363636363636367,4.926240759999999e-05,0.0002958305374428649
0.2727272727272727,4.926240759999999e-05,0.00029282278116049554
0.28181818181818186,4.926240759999999e-05,0.00028984869105685984
0.2909090909090909,4.926240759999999e-05,0.00028690790295948787
0.3,4.926240759999999e-05,0.0002840000562542855
0.3090909090909091,4.926240759999999e-05,0.00028112479386066536
0.3181818181818182,4.926240759999999e-05,0.00027828176220745515
0.32727272727272727,4.926240759999999e-05,0.000275470611205475
0.33636363636363636,4.926240759999999e-05,0.0002726909942242228
0.34545454545454546,4.926240759999999e-05,0.0002699425680667833
0.3545454545454545,4.926240759999999e-05,0.00026722499294418167
0.36363636363636365,4.926240759999999e-05,0.0002645379324499597
0.3727272727272727,4.926240759999999e-05,0.00026188105353630586
0.38181818181818183,4.926240759999999e-05,0.00025925402648752094
0.3909090909090909,4.926240759999999e-05,0.0002566565248964814
0.4,4.926240759999999e-05,0.000254088225638327
0.40909090909090906,4.926240759999999e-05,0.00025154880884703523
0.4181818181818182,4.926240759999999e-05,0.00024903795788799865
0.42727272727272725,4.926240759999999e-05,0.0002465553593357095
0.4363636363636364,4.926240759999999e-05,0.0002441007029476694
0.44545454545454544,4.926240759999999e-05,0.0002416736816395204
0.4545454545454546,4.926240759999999e-05,0.00023927399145962092
0.4636363636363636,4.926240759999999e-05,0.00023690133156606397
0.47272727272727266,4.926240759999999e-05,0.00023455540420036503
0.4818181818181818,4.926240759999999e-05,0.000232235914662704
0.49090909090909085,4.926240759999999e-05,0.0002299425712890546
0.5,4.926240759999999e-05,0.00022767508542409498
0.509090909090909,4.926240759999999e-05,0.00022543317139867014
0.5181818181818182,4.926240759999999e-05,0.00022321654650425682
0.5272727272727272,4.926240759999999e-05,0.00022102493096920472
0.5363636363636364,4.926240759999999e-05,0.0002188580479336455
0.5454545454545454,4.926240759999999e-05,0.00021671562342506778
0.5545454545454546,4.926240759999999e-05,0.00021459738633622383
0.5636363636363636,4.926240759999999e-05,0.0002125030683974849
0.5727272727272728,4.926240759999999e-05,0.00021043240415541398
0.5818181818181818,4.926240759999999e-05,0.0002083851309478968
0.5909090909090909,4.926240759999999e-05,0.00020636098888004994
0.6,4.926240759999999e-05,0.00020435972080090625
0.609090909090909,4.926240759999999e-05,0.00020238107227799063
0.6181818181818182,4.926240759999999e-05,0.00020042479157622584
0.6272727272727272,4.926240759999999e-05,0.00019849062963206432
0.6363636363636364,4.926240759999999e-05,0.00019657834003095065
0.6454545454545454,4.926240759999999e-05,0.00019468767898389583
0.6545454545454545,4.926240759999999e-05,0.00019281840530394057
0.6636363636363636,4.926240759999999e-05,0.0001909702803823965
0.6727272727272727,4.926240759999999e-05,0.0001891430681665307
0.6818181818181818,4.926240759999999e-05,0.000187336535136029
0.6909090909090908,4.926240759999999e-05,0.00018555045028001427
0.7,4.926240759999999e-05,0.00018378458507473105
0.709090909090909,4.926240759999999e-05,0.00018203871345878753
0.7181818181818181,4.926240759999999e-05,0.00018031261181450375
0.7272727272727272,4.926240759999999e-05,0.00017860605894026715
0.7363636363636363,4.926240759999999e-05,0.0001769188360321028
0.7454545454545454,4.926240759999999e-05,0.00017525072665980357
0.7545454545454545,4.926240759999999e-05,0.00017360151674417068
0.7636363636363636,4.926240759999999e-05,0.00017197099453547526
0.7727272727272727,4.926240759999999e-05,0.00017035895059225314
0.7818181818181817,4.926240759999999e-05,0.00016876517775710198
0.7909090909090909,4.926240759999999e-05,0.00016718947113769644
0.7999999999999999,4.926240759999999e-05,0.0001656316280838066
0.8090909090909091,4.926240759999999e-05,0.00016409144816498245
0.8181818181818181,4.926240759999999e-05,0.00016256873315056986
0.8272727272727273,4.926240759999999e-05,0.00016106328698728412
0.8363636363636363,4.926240759999999e-05,0.0001595749157792259
0.8454545454545453,4.926240759999999e-05,0.00015810342776456654
0.8545454545454545,4.926240759999999e-05,0.00015664863329867273
0.8636363636363635,4.926240759999999e-05,0.00015521034482868235
0.8727272727272727,4.926240759999999e-05,0.00015378837687529678
0.8818181818181817,4.926240759999999e-05,0.00015238254601313006
0.8909090909090909,4.926240759999999e-05,0.00015099267084828227
0.8999999999999999,4.926240759999999e-05,0.00014961857199846662
0.9090909090909091,4.926240759999999e-05,0.00014826007207435765
0.9181818181818181,4.926240759999999e-05,0.00014691699565771987
0.9272727272727272,4.926240759999999e-05,0.00014558916928242294
0.9363636363636363,4.926240759999999e-05,0.00014427642141467967
0.9454545454545454,4.926240759999999e-05,0.00014297858243350614
0.9545454545454545,4.926240759999999e-05,0.0001416954846109597
0.9636363636363636,4.926240759999999e-05,0.00014042696209248806
0.9727272727272727,4.926240759999999e-05,0.00013917285087927667
0.9818181818181817,4.926240759999999e-05,0.00013793298880704352
0.9909090909090909,4.926240759999999e-05,0.0001367072155288307
1.0,4.926240759999999e-05,0.0001354953724950203
0.1,0.0003722048574222222,0.0034781088496608215
0.1090909090909091,0.0003722048574222222,0.003430114111111826
0.1181818181818182,0.0003722048574222222,0.003383224725020173
0.1272727272727273,0.0003722048574222222,0.0033374216128182477
0.13636363636363635,0.0003722048574222222,0.0032926860338976516
0.14545454545454545,0.0003722048574222222,0.003248999579966272
0.15454545454545454,0.0003722048574222222,0.0032063441695082684
0.16363636363636364,0.0003722048574222222,0.003164702042340206
0.17272727272727273,0.0003722048574222222,0.0031240557542659975
0.18181818181818182,0.0003722048574222222,0.0030843881718276567
0.19090909090909092,0.0003722048574222222,0.003045682467147315
0.2,0.0003722048574222222,0.0030079221128624933
0.2090909090909091,0.0003722048574222222,0.002971090877149085
0.2181818181818182,0.0003722048574222222,0.002935172818834375
0.22727272727272727,0.0003722048574222222,0.0029001522825917725
0.23636363636363636,0.0003722048574222222,0.002866013894224917
0.24545454545454545,0.0003722048574222222,0.0028327425560296104
0.2545454545454545,0.0003722048574222222,0.0028003234422381285
0.26363636363636367,0.0003722048574222222,0.0027687419945430225
0.2727272727272727,0.0003722048574222222,0.0027379839176974174
0.28181818181818186,0.0003722048574222222,0.00270803517519147
0.2909090909090909,0.0003722048574222222,0.002678881985002879
0.3,0.0003722048574222222,0.002650510815419116
0.3090909090909091,0.0003722048574222222,0.002622908380932709
