source_x,overlap,tc,phi_c
4.2e-05,0.9903065476204226,5.871244747225541e-06,0.0014334320211670277
6.266666666666668e-05,0.9402467594845121,2.3385011068328356e-05,0.007658774745975128
8.333333333333334e-05,0.9240199017215293,-6.544657925256704e-06,-0.002045843614046418
0.000104,0.9217587647130613,-1.6593641895847716e-05,-0.005170020613633742
0.00012466666666666667,0.9269448060169183,4.557678676696285e-06,0.002182905241246034
0.00014533333333333333,0.9365085920112071,1.598024639708936e-05,0.0058901770161300885
0.00016600000000000002,0.9484545712219757,3.3405615942242592e-06,0.0011669104584212894
0.0001866666666666667,0.9617858374079584,-8.692745260140839e-06,-0.0032239421110049275
0.00020733333333333332,0.9761130700156583,-5.014077398911239e-06,-0.00195498514869736
0.00022799999999999999,0.9911190925469976,1.4274490192905072e-06,0.00040103187348323576
