source_x,overlap,tc,phi_c
1e-05,0.7552183786344385,0.09823834376326772,0.06875100909791979
1.5444444444444446e-05,0.7820504201190539,0.15131790051036098,-0.025929685247667967
2.0888888888888887e-05,0.588013225389489,-0.0001596168624788216,-0.06110043850076719
2.633333333333333e-05,0.5611456850204326,2.0769423997449178e-05,0.00479650192087975
3.177777777777777e-05,0.99999999996946,-6.114432655652362e-08,-2.5869926342855036e-05
3.722222222222222e-05,0.9999999999700695,-6.050630919777045e-08,-2.591580521309128e-05
4.266666666666666e-05,0.9999999999685792,-6.20042961495069e-08,-2.6122751677749292e-05
4.81111111111111e-05,0.9999999999563711,-4.1418096728030574e-08,-9.882871858955784e-06
5.355555555555555e-05,0.9999999999693631,-6.124426528534605e-08,-2.5982370046130995e-05
5.9e-05,0.9999999999708289,-5.975973185059504e-08,-2.530601548141139e-05
