source_x,overlap,tc,phi_c
4.11e-05,0.9591718915228847,8.184350666927426e-06,0.0012973431424615077
5.542222222222223e-05,0.9315428988564398,4.0617503869359784e-05,0.014058559584608105
6.974444444444445e-05,0.9224225254917363,4.9069605345868796e-05,0.018276850632762624
8.406666666666669e-05,0.9224127908547401,3.332609981654525e-05,0.012750614989436436
9.838888888888891e-05,0.9273800515627536,7.361865190769044e-06,0.0028005096485586908
0.00011271111111111113,0.9353366739095944,-1.3423589863293384e-05,-0.005225460075992415
0.00012703333333333335,0.9452624911322739,-2.0750418762430656e-05,-0.00787019298767809
0.00014135555555555557,0.9565646191271392,-1.601368138856598e-05,-0.005782416336627309
0.0001556777777777778,0.9688268430792408,-6.612824913510113e-06,-0.0020893429797717153
0.00017,0.9817253794393351,4.102768805078457e-07,0.0004080233563559014
