source_x,overlap,tc,phi_c
4.8e-05,0.26665145387131967,0.0001500312538901902,0.06234105740644207
7.68888888888889e-05,0.5624630159864182,3.546112081513355e-05,0.013877641123990496
0.00010577777777777778,0.6756144386341549,1.1314780314579552e-05,0.003942606995976789
0.00013466666666666667,0.7477725263781528,-3.940905697783329e-07,-0.0007266189514543919
0.00016355555555555557,0.8026364354740976,-5.7754366031606005e-06,-0.0027679678932624667
0.0001924444444444445,0.8482275351094223,-6.66901828158571e-06,-0.00293231423854621
0.0002213333333333333,0.8881010182607298,-5.699808064465744e-06,-0.002449131489179046
0.00025022222222222215,0.9240762049586868,-2.940747637701093e-06,-0.0011850107212962448
0.00027911111111111116,19.59691871127171,-0.04709288544841688,1.357019873675614
0.000308,0.9873204056473239,1.8542710924950948e-05,0.010610288276101096
