99,"[0.15, 0.2, 0.9304455210221231, 0, 0.0020851635123379053]"
95,"[0.14393939393939395, 0.2, 0.9343588783405149, 0, 0.0019294796705202762]"
96,"[0.14545454545454545, 0.2, 0.9333707888626447, 0, 0.001968848297880384]"
98,"[0.1484848484848485, 0.2, 0.9314133190758684, 0, 0.002046758073364686]"
89,"[0.13484848484848486, 0.2, 0.9403687659827467, 0, 0.0016914787263344765]"
94,"[0.14242424242424243, 0.2, 0.9353521482819542, 0, 0.001889923337928494]"
92,"[0.1393939393939394, 0.2, 0.9373510761826754, 0, 0.0018105000697921589]"
97,"[0.14696969696969697, 0.2, 0.9323886718262044, 0, 0.002007963579479659]"
85,"[0.12878787878787878, 0.2, 0.9443966983476487, 0, 0.0015352438514423404]"
88,"[0.13333333333333333, 0.2, 0.9413767564941541, 0, 0.0016520567227604837]"
10,"[0.015151515151515152, 0.2, 0.9917736837035565, 0, 0.00011888416364503465]"
93,"[0.1409090909090909, 0.2, 0.9363498092103852, 0, 0.0018502430504958997]"
91,"[0.13787878787878788, 0.2, 0.9383551702280737, 0, 0.0017707540083919224]"
16,"[0.024242424242424242, 0.2, 0.9901819089754965, 0, 0.0001669975674836107]"
8,"[0.012121212121212121, 0.2, 0.9922468214369626, 0, 0.00010263857098935721]"
90,"[0.13636363636363635, 0.2, 0.9393613205862258, 0, 0.0017310619487012789]"
7,"[0.010606060606060607, 0.2, 0.9924733835864215, 0, 9.443034215257833e-05]"
14,"[0.021212121212121213, 0.2, 0.9907426184315493, 0, 0.00015097742972398123]"
15,"[0.022727272727272728, 0.2, 0.9904661761209527, 0, 0.00015898034446468068]"
83,"[0.12575757575757576, 0.2, 0.9463996031592102, 0, 0.0014590201517091358]"
86,"[0.1303030303030303, 0.2, 0.9433914381116648, 0, 0.0015738931969643674]"
84,"[0.12727272727272726, 0.2, 0.9453996443949494, 0, 0.0014969401302180098]"
82,"[0.12424242424242424, 0.2, 0.947395919246903, 0, 0.001421522753652665]"
