-1.220703e-04 -1.592636e-04 8.090487e-06 -1.301848e-05 -1.230240e-04 -1.583099e-04 8.193514e-06 -1.288106e-05
-1.239777e-04 -1.573563e-04 8.299103e-06 -1.275554e-05 -1.249313e-04 -1.564026e-04 8.391420e-06 -1.263234e-05
-1.230240e-04 -1.583099e-04 8.193514e-06 -1.288106e-05 -1.239777e-04 -1.573563e-04 8.299103e-06 -1.275554e-05
-1.258850e-04 -1.554489e-04 8.485877e-06 -1.252102e-05 -1.268387e-04 -1.544952e-04 8.566916e-06 -1.241162e-05
-1.277924e-04 -1.535416e-04 8.649629e-06 -1.231409e-05 -1.287460e-04 -1.525879e-04 8.718765e-06 -1.221806e-05
-1.268387e-04 -1.544952e-04 8.566916e-06 -1.241162e-05 -1.277924e-04 -1.535416e-04 8.649629e-06 -1.231409e-05
-1.249313e-04 -1.564026e-04 8.391420e-06 -1.263234e-05 -1.258850e-04 -1.554489e-04 8.485877e-06 -1.252102e-05
-1.373291e-04 -1.382828e-04 1.192704e-05 -8.706833e-06 -1.382828e-04 -1.373291e-04 1.192541e-05 -8.705218e-06
-1.296997e-04 -1.497269e-04 9.730749e-06 -1.103707e-05 -1.306534e-04 -1.487732e-04 9.788273e-06 -1.096580e-05
-1.316071e-04 -1.478195e-04 9.846452e-06 -1.090646e-05 -1.325607e-04 -1.468658e-04 9.890558e-06 -1.084758e-05
-1.306534e-04 -1.487732e-04 9.788273e-06 -1.096580e-05 -1.316071e-04 -1.478195e-04 9.846452e-06 -1.090646e-05
-1.325607e-04 -1.468658e-04 9.890558e-06 -1.084758e-05 -1.325607e-04 -1.449585e-04 1.084070e-05 -9.803422e-06
-1.287460e-04 -1.525879e-04 8.718765e-06 -1.221806e-05 -1.287460e-04 -1.506805e-04 9.659241e-06 -1.110922e-05
-1.287460e-04 -1.506805e-04 9.659241e-06 -1.110922e-05 -1.296997e-04 -1.497269e-04 9.730749e-06 -1.103707e-05
-1.335144e-04 -1.440048e-04 1.088501e-05 -9.768424e-06 -1.344681e-04 -1.430511e-04 1.091496e-05 -9.733223e-06
-1.354218e-04 -1.420975e-04 1.094444e-05 -9.709911e-06 -1.363754e-04 -1.411438e-04 1.095950e-05 -9.685959e-06
-1.344681e-04 -1.430511e-04 1.091496e-05 -9.733223e-06 -1.354218e-04 -1.420975e-04 1.094444e-05 -9.709911e-06
-1.325607e-04 -1.449585e-04 1.084070e-05 -9.803422e-06 -1.335144e-04 -1.440048e-04 1.088501e-05 -9.768424e-06
-1.363754e-04 -1.411438e-04 1.095950e-05 -9.685959e-06 -1.363754e-04 -1.392365e-04 1.191399e-05 -8.707124e-06
-1.363754e-04 -1.392365e-04 1.191399e-05 -8.707124e-06 -1.373291e-04 -1.382828e-04 1.192704e-05 -8.706833e-06
-1.392365e-04 -1.363754e-04 1.192224e-05 -8.715317e-06 -1.401901e-04 -1.354218e-04 1.190438e-05 -8.723640e-06
-1.382828e-04 -1.373291e-04 1.192541e-05 -8.705218e-06 -1.392365e-04 -1.363754e-04 1.192224e-05 -8.715317e-06
-1.401901e-04 -1.354218e-04 1.190438e-05 -8.723640e-06 -1.401901e-04 -1.335144e-04 1.285766e-05 -7.810129e-06
-1.411438e-04 -1.325607e-04 1.283556e-05 -7.841620e-06 -1.420975e-04 -1.316071e-04 1.279864e-05 -7.870651e-06
-1.430511e-04 -1.306534e-04 1.275903e-05 -7.911091e-06 -1.440048e-04 -1.296997e-04 1.270468e-05 -7.948627e-06
-1.420975e-04 -1.316071e-04 1.279864e-05 -7.870651e-06 -1.430511e-04 -1.306534e-04 1.275903e-05 -7.911091e-06
-1.401901e-04 -1.335144e-04 1.285766e-05 -7.810129e-06 -1.411438e-04 -1.325607e-04 1.283556e-05 -7.841620e-06
-1.449585e-04 -1.268387e-04 1.359015e-05 -7.159717e-06 -1.459122e-04 -1.258850e-04 1.351448e-05 -7.216069e-06
-1.459122e-04 -1.258850e-04 1.351448e-05 -7.216069e-06 -1.459122e-04 -1.239777e-04 1.445641e-05 -6.408809e-06
-1.468658e-04 -1.230240e-04 1.437284e-05 -6.487113e-06 -1.478195e-04 -1.220703e-04 1.427447e-05 -6.561109e-06
-1.459122e-04 -1.239777e-04 1.445641e-05 -6.408809e-06 -1.468658e-04 -1.230240e-04 1.437284e-05 -6.487113e-06
-1.440048e-04 -1.296997e-04 1.270468e-05 -7.948627e-06 -1.440048e-04 -1.277924e-04 1.365102e-05 -7.099763e-06
-1.440048e-04 -1.277924e-04 1.365102e-05 -7.099763e-06 -1.449585e-04 -1.268387e-04 1.359015e-05 -7.159717e-06
-9.155273e-05 -1.897812e-04 2.844157e-06 -2.156064e-05 -9.250641e-05 -1.888275e-04 3.030233e-06 -2.116253e-05
-9.346008e-05 -1.878738e-04 3.224035e-06 -2.077388e-05 -9.441376e-05 -1.869202e-04 3.409827e-06 -2.039285e-05
-9.250641e-05 -1.888275e-04 3.030233e-06 -2.116253e-05 -9.346008e-05 -1.878738e-04 3.224035e-06 -2.077388e-05
-9.536743e-05 -1.859665e-04 3.603127e-06 -2.002149e-05 -9.632111e-05 -1.850128e-04 3.788002e-06 -1.965754e-05
-9.727478e-05 -1.840591e-04 3.980160e-06 -1.930351e-05 -9.822845e-05 -1.831055e-04 4.163478e-06 -1.895663e-05
-9.632111e-05 -1.850128e-04 3.788002e-06 -1.965754e-05 -9.727478e-05 -1.840591e-04 3.980160e-06 -1.930351e-05
-9.441376e-05 -1.869202e-04 3.409827e-06 -2.039285e-05 -9.536743e-05 -1.859665e-04 3.603127e-06 -2.002149e-05
-7.629395e-05 -1.993179e-04 1.789449e-06 -2.405685e-05 -7.724762e-05 -1.983643e-04 1.983695e-06 -2.354808e-05
-6.294250e-05 -2.069473e-04 8.633215e-07 -2.679009e-05 -6.389618e-05 -2.059937e-04 1.044835e-06 -2.618693e-05
-6.294250e-05 -2.069473e-04 8.633215e-07 -2.679009e-05 -6.103516e-05 -2.069473e-04 1.020286e-06 -2.626577e-05
-7.057190e-05 -2.031326e-04 1.239503e-06 -2.558230e-05 -7.152557e-05 -2.021790e-04 1.428140e-06 -2.503087e-05
-7.057190e-05 -2.031326e-04 1.239503e-06 -2.558230e-05 -6.866455e-05 -2.031326e-04 1.439985e-06 -2.499731e-05
